Name,Gender,Reason,Activity_based,Profit_based,Status_based,Family_member_sanctions,Dates,Doc_title,Doc_number,Doc_url,Case_Study,Nationality
Lourdes Benicia SUÁREZ ANDERSON,female,"Judge of the Constitutional Chamber of the Supreme Court (Tribunal Supremo de Justicia (TSJ)) since December 2005 and Vice President of the Constitutional Chamber since April 2022. Former President of the Constitutional Chamber and former first Vice-President of the Supreme Court. As a member of the Constitutional Chamber of the Supreme Court, she is responsible for actions, statements and rulings that have usurped the constitutional powers of the National Assembly and undermined the opposition’s electoral rights including the unilateral appointment by the Supreme Court of the National Electoral Council (Consejo Nacional Electoral (CNE)) in June 2020 and the suspension and unilateral replacement of the leadership of three of the main democratic opposition parties in June and July 2020, as well as the extension of the ruling on Acción Democrática for one more year in May 2021. Her actions have therefore undermined democracy and the rule of law in Venezuela, and she has supported and facilitated the undermining of democracy and the rule of law by the executive branch.",1,0,0,0,22-02-2021,COUNCIL_REGULATION_EU_2017_2063_of_13_November_2017,02017R2063-20250111,http://data.europa.eu/eli/reg/2017/2063/2025-01-11,Venezuela,unknown
Calixto Antonio ORTEGA RÍOS,male,"Judge of the Constitutional Chamber of the Supreme Court (Tribunal Supremo de Justicia (TSJ)). As a member of the Constitutional Chamber of the Supreme Court, he is responsible for actions, statements and rulings that have usurped the constitutional powers of the National Assembly and undermined the opposition’s electoral rights including the unilateral appointment by the Supreme Court of the National Electoral Council (Consejo Nacional Electoral (CNE)) in June 2020 and the suspension and unilateral replacement of the leadership of three of the main democratic opposition parties in June and July 2020, as well as the extension of the ruling on Acción Democrática for one more year in May 2021. His actions have therefore undermined democracy and the rule of law in Venezuela, and he has supported and facilitated the undermining of democracy and the rule of law by the executive branch.",,,,,22-02-2021,COUNCIL_REGULATION_EU_2017_2063_of_13_November_2017,02017R2063-20250111,http://data.europa.eu/eli/reg/2017/2063/2025-01-11,Venezuela,unknown
René Alberto DEGRAVES ALMARZA,male,"Substitute judge of the Constitutional Chamber of the Supreme Court (Tribunal Supremo de Justicia (TSJ)) since April 2022. Former judge of the Constitutional Chamber of the Supreme Court. As a member of the Constitutional Chamber of the Supreme Court, he has been responsible for actions, statements and rulings that have usurped the constitutional powers of the National Assembly and undermined the opposition’s electoral rights including the unilateral appointment by the Supreme Court of the National Electoral Council (Consejo Nacional Electoral (CNE)) in June 2020 and the suspension and unilateral replacement of the leadership of three of the main democratic opposition parties in June and July 2020, as well as the extension of the ruling on Acción Democrática for one more year in May 2021. His actions have therefore undermined democracy and the rule of law in Venezuela, and he has supported and facilitated the undermining of democracy and the rule of law by the executive branch.",,,,,22-02-2021,COUNCIL_REGULATION_EU_2017_2063_of_13_November_2017,02017R2063-20250111,http://data.europa.eu/eli/reg/2017/2063/2025-01-11,Venezuela,unknown
Arcadio DELGADO ROSALES,male,"Former judge and Vice-President of the Constitutional Chamber of the Supreme Court (Tribunal Supremo de Justicia (TSJ)). As a member of the Constitutional Chamber of the Supreme Court, he has been responsible for actions, statements and rulings that have usurped the constitutional powers of the National Assembly and undermined the opposition’s electoral rights, including the unilateral appointment by the Supreme Court of the National Electoral Council (Consejo Nacional Electoral (CNE)) in June 2020 and the suspension and unilateral replacement of the leadership of three of the main democratic opposition parties in June and July 2020, as well as the extension of the ruling on Acción Democrática for one more year in May 2021. His actions have therefore undermined democracy and the rule of law in Venezuela, and he has supported and facilitated the undermining of democracy and the rule of law by the executive branch.",,,,,22-02-2021,COUNCIL_REGULATION_EU_2017_2063_of_13_November_2017,02017R2063-20250111,http://data.europa.eu/eli/reg/2017/2063/2025-01-11,Venezuela,unknown
Carmen Auxiliadora ZULETA DE MERCHÁN,female,"Former judge of the Constitutional Chamber of the Supreme Court (Tribunal Supremo de Justicia (TSJ)). As a member of the Constitutional Chamber of the Supreme Court, she has been responsible for actions, statements and rulings that have usurped the constitutional powers of the National Assembly and undermined the opposition’s electoral rights including the unilateral appointment by the Supreme Court of the National Electoral Council (Consejo Nacional Electoral (CNE)) in June 2020 and the suspension and unilateral replacement of the leadership of three of the main democratic opposition parties in June and July 2020, as well as the extension of the ruling on Acción Democrática for one more year in May 2021. Her actions have therefore undermined democracy and the rule of law in Venezuela, and she has supported and facilitated the undermining of democracy and the rule of law by the executive branch.",1,0,0,0,22-02-2021,COUNCIL_REGULATION_EU_2017_2063_of_13_November_2017,02017R2063-20250111,http://data.europa.eu/eli/reg/2017/2063/2025-01-11,Venezuela,unknown
Indira Maira ALFONZO IZAGUIRRE,female,"Former President of the Electoral Chamber of the Supreme Court (Tribunal Supremo de Justicia (TSJ)). Former chairwoman of the National Electoral Council (Consejo Nacional Electoral (CNE)), appointed on 13 June 2020. Former member of the Electoral Chamber and Plenary Chamber of the Supreme Court, Second Vice-Chairwoman of the Supreme Court from 2015 until 24 February 2017, Vice-Chairwoman of the Supreme Court from 24 February 2017 until 12 June 2020. As a member of the Electoral Chamber of the Supreme Court, Indira Maira Alfonzo Izaguirre is responsible for the actions taken against the then newly elected National Assembly in December 2015, resulting in the impossibility for the National Assembly to exert its legislative power. Moreover, she accepted her appointment as the chairwoman of the CNE in June 2020 by the Supreme Court although this prerogative belongs to the National Assembly. In that role she prepared and supervised the non-democratic elections of the National Assembly held on 6 December 2020 and participated in the change of 30 June 2020 to the electoral norms for those elections, without formally leaving the Supreme Court (temporary permit to integrate the CNE). After the renewal of the CNE in May 2021, she returned to the Supreme Court. Her actions have therefore undermined democracy and the rule of law in Venezuela.",1,0,0,0,22-02-2021,COUNCIL_REGULATION_EU_2017_2063_of_13_November_2017,02017R2063-20250111,http://data.europa.eu/eli/reg/2017/2063/2025-01-11,Venezuela,unknown
Leonardo Enrique MORALES POLEO,male,"Former Vice-President of the National Electoral Council (Consejo Nacional Electoral (CNE)) and President of the Political Participation and Financing Commission (August 2020–May 2021). Leonardo Enrique Morales Poleo was appointed Vice-President of the CNE and President of the Political Participation and Financing Commission on 7 August 2020 by the Supreme Court (Tribunal Supremo de Justicia (TSJ)) although this prerogative belongs to the National Assembly. Moreover, just prior to his appointment he served in the Advanced Progressive Party (Avanzada progresista). As member (rector) and Vice-President of the CNE, he fully took part in the decision-making process of the CNE. He supported and facilitated the supervision of the electoral process that led to the non-democratic elections of the National Assembly on 6 December 2020. His actions have therefore further undermined democracy and the rule of law in Venezuela. Leonardo Enrique Morales Poleo accepted to be appointed to the CNE and remained in his position as Vice-President of the CNE while democracy was severely undermined in Venezuela.",,,,,22-02-2021,COUNCIL_REGULATION_EU_2017_2063_of_13_November_2017,02017R2063-20250111,http://data.europa.eu/eli/reg/2017/2063/2025-01-11,Venezuela,unknown
Tania D’AMELIO CARDIET,female,"Second Vice President of the Supreme Court (Tribunal Supremo de Justicia (TSJ)), and President of the Constitutional Chamber of that court, since January 2024. Former member (rector) of the National Electoral Council (Consejo Nacional Electoral (CNE)) for the period 2016-2023. Former Member (rector) of the CNE for the period 2010-2016. Tania d’Amelio Cardiet, as rector of the CNE since 2010, contributed directly by her activity in her functions to the undermining of democracy and the rule of law in Venezuela, including by preparing the non-democratic 2020 National Assembly elections, participating in the change of 30 June 2020 to the electoral norms for those elections, and participating in the organisation and execution of the 2018 presidential elections. Moreover, Tania d’Amelio Cardiet accepted her 2016 appointment at the CNE by the Supreme Court, although this prerogative belongs to the National Assembly.",1,0,0,0,22-02-2021,COUNCIL_REGULATION_EU_2017_2063_of_13_November_2017,02017R2063-20250111,http://data.europa.eu/eli/reg/2017/2063/2025-01-11,Venezuela,Venezuelan
José Miguel DOMÍNGUEZ RAMÍREZ,male,"Director of the Directorate of Strategic and Tactical Actions (DAET) since July 2022 and Assistant Director of the Bolivarian National Police (PNB) since July 2023. Former Director of the Special Action Forces (Fuerzas de Acciones Especiales (FAES)). Former Chief Commissioner of the FAES in Táchira State. Additionally, José Miguel Domínguez Ramírez was the Director of Operations of the FAES, which fall within Venezuela’s Bolivarian National Police. Responsible for serious human rights violations and repressing of civil society and democratic opposition in Venezuela committed by FAES officials under his authority. The FAES are known for extrajudicial killings and their violent role in suppressing dissent from Maduro’s political opponents, the opposition, and protesters, which is why the United Nations High Commissioner for Human Rights, Michelle Bachelet, has demanded the dissolution of the FAES. Moreover, previously, Domínguez Ramírez was a member of the Venezuelan security team that opened fire on unarmed student protestors on 12 February 2014, resulting in the death of at least one of the students, Bassil Da Costa.",,,,,22-02-2021,COUNCIL_REGULATION_EU_2017_2063_of_13_November_2017,02017R2063-20250111,http://data.europa.eu/eli/reg/2017/2063/2025-01-11,Venezuela,unknown
Carlos Ramón Enrique CARVALLO GUEVARA,male,"President of state enterprise Corporación Ecosocialista Ezequiel Zamora (CORPOEZ) since March 2021. Division General and Deputy Director of the Directorate-General of Military Counter-Intelligence (Dirección General de Contrainteligencia Militar (DGCIM)) since 21 August 2020. Successor of General Rafael Ramón Blanco Marrero. Previously, Carvallo Guevara served for the DGCIM in Los Andes region and held an upper rank in the Bolivarian National Guard. Responsible for the serious human rights violations in Venezuela committed by DGCIM officials under his command. In the findings of the Independent International Fact-Finding Mission on the Bolivarian Republic of Venezuela of 20 September 2022, DGCIM is characterised as an institution directly responsible for carrying out severe human rights violations.",,,,,22-02-2021,COUNCIL_REGULATION_EU_2017_2063_of_13_November_2017,02017R2063-20250111,http://data.europa.eu/eli/reg/2017/2063/2025-01-11,Venezuela,unknown
Jesús Emilio VÁSQUEZ QUINTERO,male,"President of the Court Martial and the Military Criminal Judicial Circuit since 17 September 2021. Division General since 5 July 2019 and former Attorney General of the Military Prosecutor’s Office (December 2017 - 17 September 2021). As Attorney General of the Military Prosecutor’s Office, responsible for undermining democracy and the rule of law in Venezuela. The Military Prosecutor’s Office has been linked to internal judicial prosecution in the Armed Forces, and failures to investigate incidents, including the case of the death of Captain Acosta in 2019. Moreover, military justice is being applied to civilians.",,,,,22-02-2021,COUNCIL_REGULATION_EU_2017_2063_of_13_November_2017,02017R2063-20250111,http://data.europa.eu/eli/reg/2017/2063/2025-01-11,Venezuela,unknown
Carlos Enrique TERÁN HURTADO,male,"Division General of the Venezuelan Bolivarian National Armed Forces since 2022. Director of the Special Directorate of Criminal and Criminalistics Investigations (DEIPC) at the Directorate-General of Military Counter-Intelligence (Dirección General de Contrainteligencia Militar (DGCIM)) from August 2019 to February 2021. In previous functions, Brigadier General Terán Hurtado served as head of the police in Falcón state and head of DGCIM in Táchira state. Responsible for the serious human rights violations, including cruel and inhuman treatment of detainees, committed by DGCIM officials under his command. In the detailed findings of the Independent International Fact-Finding Mission on the Bolivarian Republic of Venezuela, Brigadier General Terán Hurtado is specifically pointed out as one of the responsible actors, and is linked to the Captain de la Sotta case.",,,,,22-02-2021,COUNCIL_REGULATION_EU_2017_2063_of_13_November_2017,02017R2063-20250111,http://data.europa.eu/eli/reg/2017/2063/2025-01-11,Venezuela,unknown
Manuel Eduardo PÉREZ URDANETA,male,"Former Deputy Minister of the Interior and Justice. Within the Venezuelan Ministry of the Interior and Justice, Brigadier General Manuel Eduardo Pérez Urdaneta ranked as one of five Deputy Ministers. His portfolio encompassed Preventive Security and Public Safety (Viceministro de prevención y Seguridad Ciudadana). Before that, Brigadier General Pérez served as Director of the Bolivarian National Police. In that role he was responsible for serious human rights violations, including the use of severe physical force against peaceful protesters, committed by officials of the Bolivarian National Police under his authority.",,,,,unknown,COUNCIL_REGULATION_EU_2017_2063_of_13_November_2017,02017R2063-20250111,http://data.europa.eu/eli/reg/2017/2063/2025-01-11,Venezuela,unknown
Douglas Arnoldo RICO GONZÁLEZ,male,"Director of the Bureau for Scientific, Criminal, and Forensic Investigations (Cuerpo de Investigaciones Científicas, Penales y Criminalísticas (CICPC)) since 5 February 2016. Previously, he acted as CICPC deputy director. Responsible for serious human rights violations, by CICPC officials under his authority. The report of the Independent International Fact-Finding Mission on the Bolivarian Republic of Venezuela characterises CICPC as an institution that commits systematic human rights violations in Venezuela. CICPC is also involved in extra-judicial killings, according to the report of the United Nations High Commissioner for Human Rights released on 16 June 2021.",,,,,22-02-2021,COUNCIL_REGULATION_EU_2017_2063_of_13_November_2017,02017R2063-20250111,http://data.europa.eu/eli/reg/2017/2063/2025-01-11,Venezuela,unknown
