Name,Gender,Reason,Activity_based,Profit_based,Status_based,Family_member_sanctions,Dates,Doc_title,Doc_number,Doc_url,Case_Study,Nationality
Natallia Anatolievna DZIADKOVA,female,"In her position as judge of the Partizanski district court in Minsk, she is responsible for numerous politically motivated rulings against journalists, opposition leaders, activists and protesters, in particular the sentencing of Coordination Council leader Mariya Kalesnikava. Violations of rights of defence were reported during trials conducted under her supervision.; She is therefore responsible for human rights violations and undermining the rule of law, as well as for contributing to the repression of civil society and democratic opposition.",1,0,0,0,17-12-2020,COUNCIL_REGULATION_EU_765_2006_of_18_May_2006,02006R0765-20250226,http://data.europa.eu/eli/reg/2006/765/2025-02-26,Belarus,unknown
Maryna Arkadzeuna FIODARAVA,female,"In her position as judge of the Sovetsky district court in Minsk, she is responsible for numerous politically motivated rulings against journalists, opposition leaders, activists and protesters. Violations of rights of defence were reported during trials conducted under her supervision.; She is therefore responsible for human rights violations and undermining the rule of law, as well as for contributing to the repression of civil society and democratic opposition.",1,0,0,0,17-12-2020,COUNCIL_REGULATION_EU_765_2006_of_18_May_2006,02006R0765-20250226,http://data.europa.eu/eli/reg/2006/765/2025-02-26,Belarus,unknown
Yulia Chaslavauna HUSTYR,female,"In her former position as judge of the Central district court in Minsk, she was responsible for numerous politically motivated rulings against journalists, opposition leaders, activists and protesters, in particular the sentencing of opposition presidential candidate Viktar Babarika. Violations of rights of defence were reported during trials conducted under her supervision.; She is therefore responsible for human rights violations and undermining the rule of law, as well as for contributing to the repression of civil society and democratic opposition.; She remains active in the Lukashenka regime as lawyer at the legal aid office of the Kastrychnitski district in Minsk.",1,0,0,0,17-12-2020,COUNCIL_REGULATION_EU_765_2006_of_18_May_2006,02006R0765-20250226,http://data.europa.eu/eli/reg/2006/765/2025-02-26,Belarus,unknown
Alena Tsimafeeuna NYAKRASAVA,female,"In her position as judge of the Zavodsky district court in Minsk, she is responsible for numerous politically motivated rulings against journalists, opposition leaders, activists and protesters. Violations of rights of defence were reported during trials conducted under her supervision.; She is therefore responsible for human rights violations and undermining the rule of law, as well as for contributing to the repression of civil society and democratic opposition.",1,0,0,0,17-12-2020,COUNCIL_REGULATION_EU_765_2006_of_18_May_2006,02006R0765-20250226,http://data.europa.eu/eli/reg/2006/765/2025-02-26,Belarus,unknown
Aliaksandr Vasilevich SHAKUTSIN,male,"He is one of the leading businessmen operating in Belarus, with business interests in construction, machine building, agriculture and other sectors.; He is reported to be one of the persons who has benefitted most from privatisation during Lukashenka’s tenure as President. He is also a former member of the presidium of the pro-Lukashenka public association ‘Belaya Rus’ and a former member of the Council for the Development of Entrepreneurship in the Republic of Belarus.; In July 2020, he made public comments condemning the opposition protests in Belarus, thus supporting the Lukashenka regime’s policy of repression towards peaceful protesters, democratic opposition and civil society.; He is therefore benefitting from and supporting the Lukashenka regime.; He maintains business interests in Belarus.",,,,,17-12-2020,COUNCIL_REGULATION_EU_765_2006_of_18_May_2006,02006R0765-20250226,http://data.europa.eu/eli/reg/2006/765/2025-02-26,Belarus,unknown
Mikalai Mikalaevich VARABEI/VERABEI,male,"He is one of the leading businessmen operating in Belarus, and has had business interests in petroleum, coal transit, banking and other sectors.; He is the co-owner of Bremino Group – a company that has enjoyed tax breaks and other forms of support from the Belarusian administration. His company BelKazTrans was granted an exclusive right to transfer coal through Belarus. In December 2020 he transferred some of his assets to his close business associates. According to media reports he still controls companies Interservice and Oil Bitumen Plant. He maintains business activities and close relations with authorities in Belarus and gave two luxury cars to Lukashenka. He also has business interests in Ukraine and Russia.; He is therefore benefitting from and supporting the Lukashenka regime.",,,,,17-12-2020,COUNCIL_REGULATION_EU_765_2006_of_18_May_2006,02006R0765-20250226,http://data.europa.eu/eli/reg/2006/765/2025-02-26,Belarus,unknown
Natallia Mikhailauna BUHUK,female,"In her former position as judge at the Fruzensky district court in Minsk, Natallia Buhuk was responsible for numerous politically motivated rulings against journalists and protesters, in particular the sentencing of Katsiaryna Bakhvalava (Andreyeva) and Darya Chultsova. Violations of rights of defence and of right to a fair trial were reported during trials conducted under her supervision.; She is therefore responsible for serious human rights violations and for seriously undermining the rule of law, as well as for the repression of civil society and democratic opposition.; She remains active in the Lukashenka regime as a judge of the Minsk City Court.",1,0,0,0,21-06-2021,COUNCIL_REGULATION_EU_765_2006_of_18_May_2006,02006R0765-20250226,http://data.europa.eu/eli/reg/2006/765/2025-02-26,Belarus,Belarusian
Alina Siarhieeuna KASIANCHYK,female,"In her former position as assistant prosecutor at the Fruzensky District Court in Minsk, Alina Kasianchyk has represented the Lukashenka regime in politically motivated cases against journalists, activists and protesters. In particular, she has prosecuted journalists Katsiaryna Bakhvalava (Andreyeva) and Darya Chultsova for recording peaceful protests, based on the groundless charges of ‘conspiracy’ and ‘violating public order’. She has also prosecuted members of Belarusian civil society e.g. for taking part in peaceful protests, and paying tribute to murdered protester Aliaksandr Taraikousky. She has continuously asked the judge for long-term prison sentences.; She is therefore responsible for serious human rights violations and for seriously undermining the rule of law, as well as for the repression of civil society and democratic opposition.; She remains active in the Lukashenka regime as a prosecutor at the Minsk City Prosecutor’s Office.",1,0,0,0,21-06-2021,COUNCIL_REGULATION_EU_765_2006_of_18_May_2006,02006R0765-20250226,http://data.europa.eu/eli/reg/2006/765/2025-02-26,Belarus,Belarusian
Ihar Viktaravich KURYLOVICH,male,"In his position as Senior Investigator at the Fruzensky District Court in Minsk, Ihar Kurylovich was involved in preparing a politically motivated criminal case against journalists Katsiaryna Bakhvalava (Andreyeva) and Darya Chultsova. The journalists, who recorded peaceful protests, were accused of violations of public order and sentenced to two years of prison.; He is therefore responsible for serious human rights violations and for seriously undermining the rule of law, as well as for the repression of civil society and democratic opposition.",,,,,21-06-2021,COUNCIL_REGULATION_EU_765_2006_of_18_May_2006,02006R0765-20250226,http://data.europa.eu/eli/reg/2006/765/2025-02-26,Belarus,Belarusian
Siarhei Viktaravich SHATSILA,male,"In his position as judge of the Sovetsky District Court in Minsk, Siarhei Shatsila is responsible for numerous politically motivated rulings against protesters, in particular the sentencing of Natallia Hersche, Dzmitry Halko and Dzmitry Karatkevich, considered as political prisoners by Viasna, a Belarusian human rights organisation.; He is therefore responsible for serious human rights violations and for seriously undermining the rule of law, as well as for the repression of civil society and democratic opposition.",,,,,21-06-2021,COUNCIL_REGULATION_EU_765_2006_of_18_May_2006,02006R0765-20250226,http://data.europa.eu/eli/reg/2006/765/2025-02-26,Belarus,Belarusian
Anastasia Vasileuna ACHALAVA,female,"In her position as judge of the Leninsky District Court in Minsk, Anastasia Achalava is responsible for numerous politically motivated rulings against journalists, activists and protesters, in particular the sentencing of Coordination Council member Dzmitry Kruk, as well as against medical personnel and senior citizens. Reliance on statements of anonymous witnesses was reported during trials conducted under her supervision. She is therefore responsible for serious human rights violations and for seriously undermining the rule of law, as well as for the repression of civil society and democratic opposition.",1,0,0,0,21-06-2021,COUNCIL_REGULATION_EU_765_2006_of_18_May_2006,02006R0765-20250226,http://data.europa.eu/eli/reg/2006/765/2025-02-26,Belarus,Belarusian
Mariya Viachaslavauna YAROKHINA,female,"In her position as judge of the Frunzensky District Court in Minsk, Mariya Yerokhina is responsible for numerous politically motivated rulings against journalists, opposition leaders, trade union activists, sportsmen and protesters, in particular the sentencing of journalist Uladzimir Hrydzin.; She is therefore responsible for serious human rights violations and for seriously undermining the rule of law, as well as for the repression of civil society and democratic opposition.",1,0,0,0,21-06-2021,COUNCIL_REGULATION_EU_765_2006_of_18_May_2006,02006R0765-20250226,http://data.europa.eu/eli/reg/2006/765/2025-02-26,Belarus,Belarusian
Yuliya Aliaksandrauna BLIZNIUK,female,"In her position as Deputy Chairwoman and judge at the Frunzensky District Court in Minsk, Yuliya Blizniuk is responsible for numerous politically motivated rulings against journalists, activists and protesters, in particular sentencing activists Artsiom Khvashcheuski, Artsiom Sauchuk, Maksim Pauliushchyk. These persons are considered as political prisoners by Viasna, a Belarusian human rights organization.; She is therefore responsible for serious human rights violations and for seriously undermining the rule of law, as well as for the repression of civil society and democratic opposition.",1,0,0,0,21-06-2021,COUNCIL_REGULATION_EU_765_2006_of_18_May_2006,02006R0765-20250226,http://data.europa.eu/eli/reg/2006/765/2025-02-26,Belarus,Belarusian
Anastasia Dzmitreuna KULIK,female,"In her position as judge of the Pervomaisky District Court of Minsk, Anastasia Kulik is responsible for numerous politically motivated rulings against peaceful protesters, in particular the sentencing of Aliaksandr Zakharevich, who is considered as a political prisoner by Viasna, a Belarusian human rights organization.; She is therefore responsible for serious human rights violations and for seriously undermining the rule of law, as well as for the repression of civil society and democratic opposition.",1,0,0,0,21-06-2021,COUNCIL_REGULATION_EU_765_2006_of_18_May_2006,02006R0765-20250226,http://data.europa.eu/eli/reg/2006/765/2025-02-26,Belarus,Belarusian
Maksim Leanidavich TRUSEVICH,male,"In his position as judge at the Pervomaisky District Court in Minsk, Maksim Trusevich is responsible for numerous politically motivated rulings against journalists, opposition leaders, activists and protesters. Violations of rights of defence and right to a fair trial were reported during trials conducted under his supervision.; He is therefore responsible for serious human rights violations and for seriously undermining the rule of law, as well as for the repression of civil society and democratic opposition.",,,,,21-06-2021,COUNCIL_REGULATION_EU_765_2006_of_18_May_2006,02006R0765-20250226,http://data.europa.eu/eli/reg/2006/765/2025-02-26,Belarus,Belarusian
Tatsiana Yaraslavauna MATYL,female,"In her position as judge at the Moskovsky District Court in Minsk, Tatsiana Matyl is responsible for numerous politically motivated rulings against journalists, opposition leaders, activists and protesters, in particular the sentencing of opposition politician Mikalai Statkevich and journalist Alexander Borozenko. Violations of rights of defence and right to a fair trial were reported during trials conducted under her supervision.; She is therefore responsible for serious human rights violations and for seriously undermining the rule of law, as well as for the repression of civil society and democratic opposition.",1,0,0,0,21-06-2021,COUNCIL_REGULATION_EU_765_2006_of_18_May_2006,02006R0765-20250226,http://data.europa.eu/eli/reg/2006/765/2025-02-26,Belarus,Belarusian
Aliaksandr Anatolevich RUDZENKA,male,"In his position as Deputy Chairman and judge of the Oktyabrsky District Court in Minsk, Aliaksandr Rudzenka is responsible for numerous politically motivated rulings against journalists, activists and protesters, in particular fining an elderly and disabled protester, as well as the sentencing of Lyudmila Kazak – the lawyer of Mariya Kalesnikava, Belarussian opposition leader. Violations of rights of defence and right to a fair trial were reported during trials conducted under his supervision. He is therefore responsible for serious human rights violations and for seriously undermining the rule of law, as well as for the repression of civil society and democratic opposition.",,,,,21-06-2021,COUNCIL_REGULATION_EU_765_2006_of_18_May_2006,02006R0765-20250226,http://data.europa.eu/eli/reg/2006/765/2025-02-26,Belarus,Belarusian
Aliaksandr Aliaksandravich VOUK,male,"In his position as judge of the Sovetsky District Court of Minsk, Aliaksandr Vouk is responsible for numerous politically motivated rulings against peaceful protesters, in particular the sentencing of sisters Anastasia and Victoria Mirontsev, considered as political prisoners by Viasna, a Belarussian human rights organisation. Violations of rights of defence and right to a fair trial were reported during trials conducted under his supervision. He is therefore responsible for serious human rights violations and for seriously undermining the rule of law, as well as for the repression of civil society and democratic opposition.",,,,,21-06-2021,COUNCIL_REGULATION_EU_765_2006_of_18_May_2006,02006R0765-20250226,http://data.europa.eu/eli/reg/2006/765/2025-02-26,Belarus,Belarusian
Volha Siarheeuna NIABORSKAIA,female,"In her position as judge of the Oktyabrsky district court in Minsk, Volha Niaborskaya is responsible for numerous politically motivated rulings against peaceful protesters and journalists, in particular the sentencing of Sofia Malashevich and Tikhon Kliukach, considered as political prisoners by Viasna, a Belarussian human rights organisation. Violations of rights of defence were reported during trials conducted under her supervision.; She is therefore responsible for serious human rights violations and seriously undermining the rule of law, as well as for the repression of civil society and democratic opposition.",1,0,0,0,21-06-2021,COUNCIL_REGULATION_EU_765_2006_of_18_May_2006,02006R0765-20250226,http://data.europa.eu/eli/reg/2006/765/2025-02-26,Belarus,Belarusian
Marina Sviataslavauna ZAPASNIK,female,"In her position as Deputy Chairman and judge of the Court of the Leninsky District of Minsk, Marina Zapasnik is responsible for numerous politically motivated rulings against peaceful protesters, in particular the sentencing of activists Vladislav Zenevich, Olga Pavlova, Olga Klaskovskaya, Viktar Barushka, Sergey Ratkevich, Aleksey Charvinskiy, Andrey Khrenkov, student Viktor Aktistov, and minor Maksim Babich. All are recognized as political prisoners by Viasna, a Belarussian human rights organisation. She is therefore responsible for serious human rights violations and seriously undermining the rule of law, as well as for the repression of civil society and democratic opposition.",1,0,0,0,21-06-2021,COUNCIL_REGULATION_EU_765_2006_of_18_May_2006,02006R0765-20250226,http://data.europa.eu/eli/reg/2006/765/2025-02-26,Belarus,Belarusian
Maksim Yurevich FILATAU,male,"In his position as the judge of Lida City Court, Maksim Filatau is responsible for numerous politically motivated rulings against peaceful protesters, in particular the sentencing of activist Vitold Ashurok, who is recognized as political prisoner by Viasna, a Belarussian human rights organisation.; He is therefore responsible for serious human rights violations and seriously undermining the rule of law, as well as the repression of civil society and democratic opposition.",,,,,21-06-2021,COUNCIL_REGULATION_EU_765_2006_of_18_May_2006,02006R0765-20250226,http://data.europa.eu/eli/reg/2006/765/2025-02-26,Belarus,Belarusian
Andrei Vaclavavich HRUSHKO,male,"In his position as judge of the Leninsky District Court of Brest, Andrei Hrushko is responsible for numerous politically motivated rulings against peaceful protesters, in particular by sentencing activists, recognized as political prisoners, and minors.; He is therefore responsible for serious human rights violations and seriously undermining the rule of law, as well as the repression of civil society and democratic opposition.; He currently serves as the Deputy Chairman of the Leninsky District Court of Brest.",,,,,21-06-2021,COUNCIL_REGULATION_EU_765_2006_of_18_May_2006,02006R0765-20250226,http://data.europa.eu/eli/reg/2006/765/2025-02-26,Belarus,Belarusian
Dzmitry Iurevich HARA,male,"In his position of Deputy Prosecutor General until March 2021, Dzmitry Hara bears responsibility for politically motivated criminal cases against peaceful protestors, members of the opposition, journalists, civil society and regular citizens. Mr Hara was also involved in initiating of politically motivated criminal proceedings against Siarhei Tsikhanousky – opposition activist and husband of presidential candidate Svetlana Tsikhanouskaya. As the Head of the Intergovernmental Commission created by the Office of the General Prosecutor to investigate citizens' complaints about abuse of powers by law enforcement officers, Dzmitry Hara is responsible for inaction of this institution, since no case of such an investigation is known, despite applications for the initiation of criminal cases complaining about the use of violence, ill-treatment and torture.; As of March 2021, he is the Chairman of the Investigative Committee of Belarus. In this position he is responsible for prosecuting human rights defenders and participants in peaceful protests. He is therefore responsible for serious human rights violations and for seriously undermining the rule of law, as well as for the repression of civil society and democratic opposition",,,,,21-06-2021,COUNCIL_REGULATION_EU_765_2006_of_18_May_2006,02006R0765-20250226,http://data.europa.eu/eli/reg/2006/765/2025-02-26,Belarus,Belarusian
Aliaksei Kanstantsinavich STUK,male,"In his position of Deputy Prosecutor General, Aliaksei Stuk bears responsibility for politically motivated criminal cases against opposition, journalists, civil society and regular citizens. He is responsible for tightening the Prosecutor's Office's control of citizens' activities in localities and work places and is responsible for applying excessive legal responsibilities on participants in peaceful protests. He publicly stated that the Office of Prosecutor General would work to identify ""illegal"" citizen associations and suppress their activities. He is therefore responsible for serious human rights violations and seriously undermining the rule of law, as well as for the repression of civil society and democratic opposition.",,,,,21-06-2021,COUNCIL_REGULATION_EU_765_2006_of_18_May_2006,02006R0765-20250226,http://data.europa.eu/eli/reg/2006/765/2025-02-26,Belarus,Belarusian
Genadz Iosifavich DYSKO,male,"In his position of Deputy Prosecutor General, Genadz Dysko bears responsibility for politically motivated criminal cases against opposition, journalists, civil society and regular citizens. He was also involved in initiating of politically motivated criminal proceedings against Siarhei Tsikhanousky - opposition activist and husband of presidential candidate Svetlana Tsikhanouskaya.; He is therefore responsible for serious human rights violations and seriously undermining the rule of law, as well as the repression of civil society and democratic opposition.",,,,,21-06-2021,COUNCIL_REGULATION_EU_765_2006_of_18_May_2006,02006R0765-20250226,http://data.europa.eu/eli/reg/2006/765/2025-02-26,Belarus,Belarusian
"Sviatlana, Anatoleuna LYUBETSKAYA",female,"In her former position as Chairperson of the Parliamentary Commission on Law, Sviatlana Lyubetskaya was responsible for the adoption of the new Code of Administrative Infringements (entered into force on 1 March 2021) that authorises arbitrary arrests and imposed increased liability for participation in mass events, including for display of political symbols. Through these legislative activities, she is responsible for serious violations of human rights, including the right of peaceful assembly, and the repression of civil society and democratic opposition. These legislative activities also seriously undermine democracy and the rule of law in Belarus.; She remains active in the Lukashenko regime as a judge in the Constitutional Court, appointed by Alexander Lukashenko.",1,0,0,0,21-06-2021,COUNCIL_REGULATION_EU_765_2006_of_18_May_2006,02006R0765-20250226,http://data.europa.eu/eli/reg/2006/765/2025-02-26,Belarus,Belarusian
Aliaksei Uladzimiravich IAHORAU,male,"In his position as Deputy Chairperson of the Parliamentary Commission on Law, Aliaksei Iahorau is responsible for the adoption of the new Code of Administrative Infringements (entered into force on 1 March 2021) that authorises arbitrary arrests and imposed increased liability for participation in mass events, including for display of political symbols. Through these legislative activities, he is responsible for serious violations of human rights, including the right of peaceful assembly, and the repression of civil society and democratic opposition. These legislative activities also seriously undermine democracy and the rule of law in Belarus.",,,,,21-06-2021,COUNCIL_REGULATION_EU_765_2006_of_18_May_2006,02006R0765-20250226,http://data.europa.eu/eli/reg/2006/765/2025-02-26,Belarus,Belarusian
Aliaksandr Paulavich AMELIANIUK,male,"In his position as Deputy Chairperson of the Parliamentary Commission on Law, Aliaksandr Amelianiuk is responsible for the adoption of the new Code of Administrative Infringements (entered into force on 1 March 2021) that authorises arbitrary arrests and imposed increased liability for participation in mass events, including display of political symbols. Through these legislative activities, he is responsible for serious violations of human rights, including the right to peaceful assembly, and the repression of civil society and democratic opposition. These legislative activities also seriously undermine democracy and the rule of law in Belarus.",,,,,21-06-2021,COUNCIL_REGULATION_EU_765_2006_of_18_May_2006,02006R0765-20250226,http://data.europa.eu/eli/reg/2006/765/2025-02-26,Belarus,Belarusian
Andrei Mikalaevich MUKAVOZCHYK,male,"Andrei Mukavozchyk is one of the main propagandists of the Lukashenka regime publishing in ""Belarus Today"", the official newspaper of the Presidential Administration. In his articles, democratic opposition and civil society are systematically highlighted in a negative and derogatory way, using falsified information. He is one of the main sources of state propaganda, which supports and justifies the repression of the democratic opposition and of civil society. In May 2020, Mukavozchyk became a recipient of the ""Golden Pen"" award from a pro-governmental organization Belarusian Union of Journalists. In December 2020, he received the prize ""Golden Letter"", handed over by representatives of the Belarussian Ministry of Information. In January 2021, Lukashenka signed a decree awarding Mukavozchyk a medal ""For labour merits"".; He is therefore benefitting from and supporting the Lukashenka regime.",,,,,21-06-2021,COUNCIL_REGULATION_EU_765_2006_of_18_May_2006,02006R0765-20250226,http://data.europa.eu/eli/reg/2006/765/2025-02-26,Belarus,Belarusian
Siarhei Aliaksandravich GUSACHENKA,male,"In his position as the First Deputy Chairman of Belteleradio Company (the National State Television and Radio Company), author and host of weekly propaganda television show ‘Glavnyy efir’, Siarhei Gusachenka has been willingly providing the Belarusian public with false information about the outcome of elections, protests, repressions perpetrated by the state authorities and activities of the Lukashenka regime that facilitate illegal crossing of the external borders of the Union. He is directly responsible for the way in which the state television presents information about the situation in the country, thus lending support to the authorities including Lukashenka.; He is therefore supporting the Lukashenka regime.",,,,,21-06-2021,COUNCIL_REGULATION_EU_765_2006_of_18_May_2006,02006R0765-20250226,http://data.europa.eu/eli/reg/2006/765/2025-02-26,Belarus,Belarusian
Genadz Branislavavich DAVYDZKA,male,"As the Chairman of Belaya Rus, a major pro-Lukashenka organization, Genadz Davydzka is one of the main propagandists of the regime. In his support for Lukashenka, he frequently used inflammatory language, and encouraged the violence of the state apparatus against peaceful protesters.; He is therefore supporting the Lukashenka regime.",,,,,21-06-2021,COUNCIL_REGULATION_EU_765_2006_of_18_May_2006,02006R0765-20250226,http://data.europa.eu/eli/reg/2006/765/2025-02-26,Belarus,Belarusian
Volha Mikalaeuna CHAMADANAVA,female,"In her former position as the main media person of the Ministry of Internal Affairs of Belarus, Volha Chamadanava played a key role in distorting and deflecting the facts regarding violence against protesters, as well as in spreading false information about them. She threatened peaceful protesters and continuously justified violence against them.; Since she has been a part of the security apparatus and has spoken on its behalf, she is therefore supporting the Lukashenka regime.; She remains active in the Lukashenka regime as the Head of the Main Directorate for Ideology and Youth of the Minsk City Executive Committee.",1,0,0,0,21-06-2021,COUNCIL_REGULATION_EU_765_2006_of_18_May_2006,02006R0765-20250226,http://data.europa.eu/eli/reg/2006/765/2025-02-26,Belarus,Belarusian
Siarhei Ivanavich SKRYBA,male,"In his position as Vice Chancellor of the Belarusian State Economic University (BSEU) for educational work, Siarhei Skryba is responsible for sanctions taken against students for their participation in peaceful protests, including their expulsion from university.; Some of these sanctions were taken following Lukashenka's call on 27 October 2020 for expelling from universities students taking part in protests and strikes.; He is therefore responsible for the repression of civil society and is supporting the Lukashenka regime.",,,,,21-06-2021,COUNCIL_REGULATION_EU_765_2006_of_18_May_2006,02006R0765-20250226,http://data.europa.eu/eli/reg/2006/765/2025-02-26,Belarus,Belarusian
"Siarhei Piatrovich, RUBNIKOVICH",male,"In his position as the Rector of the Belarusian State Medical University, whose appointment was approved by Alexander Lukashenka, Siarhei Rubnikovich is responsible for the decision of University administration to expel students for taking part in peaceful protests. The expulsion orders were taken following Lukashenka's call on 27 October 2020 for expelling from universities students taking part in protests and strikes.; He is therefore responsible for the repression of civil society and is supporting the Lukashenka regime.",,,,,21-06-2021,COUNCIL_REGULATION_EU_765_2006_of_18_May_2006,02006R0765-20250226,http://data.europa.eu/eli/reg/2006/765/2025-02-26,Belarus,Belarusian
Aliaksandr Henadzevich BAKHANOVICH,male,"In his former position as the Rector of the Brest State Technical University, whose appointment was approved by Alexander Lukashenka, Aliaksandr Bakhanovich was responsible for the decision of the university administration to expel students for taking part in peaceful protests. The expulsion orders were made following Lukashenka’s call on 27 October 2020 to expel from universities students taking part in protests and strikes. In January 2023, Aliaksandr Bakhanovich was appointed First Deputy Minister of Education of the Republic of Belarus.; He is therefore responsible for the repression of civil society and is supporting the Lukashenka regime.",,,,,21-06-2021,COUNCIL_REGULATION_EU_765_2006_of_18_May_2006,02006R0765-20250226,http://data.europa.eu/eli/reg/2006/765/2025-02-26,Belarus,Belarusian
Mikhail Ryhoravich BARAZNA,male,"In his position as the Rector of the Belarusian State Academy of Arts (BSAA), Mikhail Barazna is responsible for the decision of University administration to expel students for taking part in peaceful protests.; The expulsion orders were taken following Lukashenka's call on 27 October 2020 for expelling from universities students taking part in protests and strikes.; Mikhail Barazna is therefore responsible for the repression of civil society and is supporting the Lukashenka regime.",,,,,21-06-2021,COUNCIL_REGULATION_EU_765_2006_of_18_May_2006,02006R0765-20250226,http://data.europa.eu/eli/reg/2006/765/2025-02-26,Belarus,Belarusian
Maksim Uladzimiravich RYZHANKOU,male,"In his position as the First Deputy Head of the Presidential Administration, Maksim Ryzhankou is closely associated with the President and responsible for ensuring the implementation of presidential powers in the field of domestic and foreign policy. For over 20 years of his career in the civil service of Belarus he has held a number of posts, including in the Ministry of Foreign Affairs and various embassies. He is therefore supporting the Lukashenka regime.",,,,,21-06-2021,COUNCIL_REGULATION_EU_765_2006_of_18_May_2006,02006R0765-20250226,http://data.europa.eu/eli/reg/2006/765/2025-02-26,Belarus,Belarusian
Dzmitry Aliaksandravich LUKASHENKA,male,"Dzmitry Lukashenka is Aliaksandr Lukashenka’s son and a businessman. He has been the chairman of the State-Public Association ‘Presidential Sport’s Club’ since 2005 and in 2020 he has been re-elected to this post. Through this entity, he conducts business and controls a number of enterprises. He was present on Aliaksandr Lukashenka’s secret inauguration in September 2020. He is therefore benefiting from and supporting the Lukashenka regime.",,,,,21-06-2021,COUNCIL_REGULATION_EU_765_2006_of_18_May_2006,02006R0765-20250226,http://data.europa.eu/eli/reg/2006/765/2025-02-26,Belarus,Belarusian
Liliya Valereuna LUKASHENKA (SIAMASHKA),female,"Liliya Lukashenka is the wife of Viktar Lukashenka and daughter-in-law of Aliaksandr Lukashenka. She has been closely connected with a number of high-profile companies which have benefitted from the Lukashenka regime, including Dana Holdings / Dana Astra and Belkhudozhpromysly concern. She was present, alongside her husband Viktar Lukashenka, on Aliaksandr Lukashenka's secret inauguration in September 2020.; She is currently the director of the art gallery Art Chaos. Her business activities are promoted by regime-affiliated media.; She is therefore benefitting from and supporting the Lukashenka regime.",1,1,1,1,21-06-2021,COUNCIL_REGULATION_EU_765_2006_of_18_May_2006,02006R0765-20250226,http://data.europa.eu/eli/reg/2006/765/2025-02-26,Belarus,Belarusian
Valeri Valerevich IVANKOVICH,male,"In his position as the General Director of OJSC ‘MAZ’, Valeri Ivankavich bears responsibility for the detention of MAZ workers within MAZ premises by security forces, and for firing MAZ employees who were participating in peaceful protests against the regime. He is therefore responsible for the repression of civil society.; He was appointed by Lukashenka as a member of the commission tasked to draft amendments to the Belarus constitution. He therefore supports the Lukashenka regime.",,,,,21-06-2021,COUNCIL_REGULATION_EU_765_2006_of_18_May_2006,02006R0765-20250226,http://data.europa.eu/eli/reg/2006/765/2025-02-26,Belarus,Belarusian
Aliaksandr Yauhenavich SHATROU,male,"In his position as the former head and former majority shareholder of Synesis LLC, Alexander Shatrov was responsible for that company’s decision to provide Belarusian authorities with a surveillance platform, Kipod, which can search through and analyse video footage and employ facial recognition software. He is therefore contributing to the repression of civil society and democratic opposition by the state apparatus. Synesis claims to have stopped providing the Belarusian authorities with the Kipod platform, but according to ByPOL reports Kipod is still used by the state securities agencies.; Synesis is one of the residents of the Hi-Tech Park, created by a decree of Aliaksandr Lukashenka, and as such enjoys numerous benefits, including exemptions from income tax, VAT, offshore duty, customs duties and others.; Synesis LLC and its subsidiary Panoptes have benefitted from their participation in the Republican Safety Monitoring System. Other companies which have been owned or co-owned by Shatrov, such as BelBet and Synesis Sport, also benefit from government contracts.; He made public statements in which he criticised those protesting against the Lukashenka regime and put into perspective the lack of democracy in Belarus. He therefore benefits from and supports the Lukashenka regime.; He remains a shareholder of Synesis LLC.",,,,,21-06-2021,COUNCIL_REGULATION_EU_765_2006_of_18_May_2006,02006R0765-20250226,http://data.europa.eu/eli/reg/2006/765/2025-02-26,Belarus,"Russian, Belarusian"
Siarhei Siamionavich TSIATSERYN,male,"Siarhei Tsiatseryn is one of the leading businessmen operating in Belarus, with business interests in the distribution of alcohol drinks (through his company BelGlobalStart), food products and furniture. He belongs to Lukashenka's inner circle.; In 2019, BelGlobalStart was granted an opportunity to start the construction of a multi-functional business centre in front of the presidential palace in Minsk. He co-owns the company VIBEL, which sells commercials on a number of Belarusian national TV channels. He was the chairman of the Belarusian Tennis Federation and Lukashenka's former aide for sports matters.",,,,,21-06-2021,COUNCIL_REGULATION_EU_765_2006_of_18_May_2006,02006R0765-20250226,http://data.europa.eu/eli/reg/2006/765/2025-02-26,Belarus,Belarusian
