Name,Gender,Reason,Activity_based,Profit_based,Status_based,Family_member_sanctions,Dates,Doc_title,Doc_number,Doc_url,Case_Study,Nationality
Ekaterina Vasilyevna TERESHCHENKO Ekaterina Vasilievna TERESHCHENKO,female,"So-called ‘Secretary’ of the so-called ‘Central Electoral Commission’ of the so-called ‘Luhansk People’s Republic’. In this capacity, she participated in the organisation of the so-called ‘elections’ of 11 November 2018 and 8-10 September 2023 in the so-called ‘Luhansk People’s Republic’, and thereby actively supported and implemented policies that undermine the territorial integrity, sovereignty and independence of Ukraine, and further destabilise Ukraine.",1,0,0,0,10-12-2018,COUNCIL_REGULATION_EU_269_2014_of_17_March_2014,02014R0269-20250316,http://data.europa.eu/eli/reg/2014/269/2025-03-16,Ukraine,unknown
Sergey Nikolayevich STANKEVICH,male,"Head of Border Directorate of the Federal Security Service of the Russian Federation for ‘Republic of Crimea and City of Sevastopol’, Rear Admiral. In this capacity, he was responsible for actions of the coast guard naval fleet of the Russian Federation against Ukraine on 25 November 2018 which prevented access by Ukrainian vessels to their coast on the Sea of Azov, thereby undermining the territorial integrity and sovereignty of Ukraine and undermining the security of Ukraine through the disruption of the movements and operability of Ukrainian naval vessels.; Those actions also supported the consolidation of the illegal annexation of the Crimean peninsula into the Russian Federation.",,,,,15-03-2019,COUNCIL_REGULATION_EU_269_2014_of_17_March_2014,02014R0269-20250316,http://data.europa.eu/eli/reg/2014/269/2025-03-16,Ukraine,unknown
Andrey Borisovich SHEIN,male,"Deputy Head of Border Directorate – Head of Coast Guard Unit of the Federal Security Service of the Russian Federation for ‘Republic of Crimea and City of Sevastopol’. In this capacity, he participated in operations against Ukrainian ships and their crew during the actions of the Russian Federation against Ukraine on 25 November 2018 which prevented access by Ukrainian vessels to their coast on the Sea of Azov, thereby undermining the territorial integrity and sovereignty of Ukraine and undermining the security of Ukraine through the disruption of the movements and operability of Ukrainian naval vessels.; Those actions also supported the consolidation of the illegal annexation of the Crimean peninsula into the Russian Federation.",,,,,15-03-2019,COUNCIL_REGULATION_EU_269_2014_of_17_March_2014,02014R0269-20250316,http://data.europa.eu/eli/reg/2014/269/2025-03-16,Ukraine,unknown
Aleksey Mikhailovich SALYAEV,male,"Commanding officer of the border patrol boat 'Don' (side markings 353) of the Border Guard Service of the Federal Security Service of the Russian Federation. He was in command of the vessel that actively participated in actions of the Russian Federation against Ukrainian vessels and their crew on 25 November 2018, and conducted ramming of the estuary tug, 'Yany Kapu', of the Ukrainian Navy. Those actions prevented access by Ukrainian vessels to their coast on the Sea of Azov, thereby undermining the territorial integrity and sovereignty of Ukraine and undermining the security of Ukraine through the disruption of the movements and operability of Ukrainian naval vessels.; Those actions also supported the consolidation of the illegal annexation of the Crimean peninsula into the Russian Federation.",,,,,15-03-2019,COUNCIL_REGULATION_EU_269_2014_of_17_March_2014,02014R0269-20250316,http://data.europa.eu/eli/reg/2014/269/2025-03-16,Ukraine,unknown
Andrei Olegovich SHIPITSIN,male,"Commanding officer of the border patrol boat 'Izumrud' of the Border Guard Service of the Federal Security Service of the Russian Federation. He was in command of the vessel that actively participated in actions of the Russian Federation against Ukrainian vessels and their crew on 25 November 2018 which prevented access by Ukrainian vessels to their coast on the Sea of Azov, thereby undermining the territorial integrity and sovereignty of Ukraine and undermining the security of Ukraine through the disruption of the movements and operability of Ukrainian naval vessels.; Those actions also supported the consolidation of the illegal annexation of the Crimean peninsula into the Russian Federation.",,,,,15-03-2019,COUNCIL_REGULATION_EU_269_2014_of_17_March_2014,02014R0269-20250316,http://data.europa.eu/eli/reg/2014/269/2025-03-16,Ukraine,unknown
Aleksey Vladimirovich SHATOKHIN,male,"Head of the Service of the Kerch Control Point for the 'Republic of Crimea and City of Sevastopol' of the Federal Security Service of the Russian Federation. He participated in operations against Ukrainian vessels during the actions of the Russian Federation against Ukrainian vessels and their crews on 25 November 2018 which prevented access by Ukrainian vessels to their coast on the Sea of Azov, thereby undermining the territorial integrity and sovereignty of Ukraine and undermining the security of Ukraine through the disruption of the movements and operability of Ukrainian naval vessels.; Those actions also supported the consolidation of the illegal annexation of the Crimean peninsula into the Russian Federation.",,,,,15-03-2019,COUNCIL_REGULATION_EU_269_2014_of_17_March_2014,02014R0269-20250316,http://data.europa.eu/eli/reg/2014/269/2025-03-16,Ukraine,unknown
Ruslan Alexandrovich ROMASHKІN,male,"Head of the Service of the Control Point in the ‘Republic of Crimea and City of Sevastopol’ of the Federal Security Service of the Russian Federation. In this role, he was responsible for coordinating the actions of Russian Federation forces against Ukrainian vessels and their crews on 25 November 2018 which prevented access by Ukrainian vessels to their coast on the Sea of Azov, thereby undermining the territorial integrity and sovereignty of Ukraine and undermining the security of Ukraine through the disruption of the movements and operability of Ukrainian naval vessels.; Those actions also supported the consolidation of the illegal annexation of the Crimean peninsula into the Russian Federation.",,,,,15-03-2019,COUNCIL_REGULATION_EU_269_2014_of_17_March_2014,02014R0269-20250316,http://data.europa.eu/eli/reg/2014/269/2025-03-16,Ukraine,unknown
Sergey Alekseevich SHCHERBAKOV,male,"He commanded the anti-submarine ship 'Suzdalets' of the Black Sea Fleet of the Russian Federation, which participated in the actions of the Russian Federation against Ukrainian ships and their crews on 25 November 2018, and actively participated in the blockade of tugboat 'Yani Kapu' and seizure of the armed gunboat 'Nikopol'. Those actions prevented access by Ukrainian vessels to their coast on the Sea of Azov, thereby undermining the territorial integrity and sovereignty of Ukraine and undermining the security of Ukraine through the disruption of the movements and operability of Ukrainian naval vessels.; Those actions also supported the consolidation of the illegal annexation of the Crimean peninsula into the Russian Federation.",,,,,15-03-2019,COUNCIL_REGULATION_EU_269_2014_of_17_March_2014,02014R0269-20250316,http://data.europa.eu/eli/reg/2014/269/2025-03-16,Ukraine,unknown
Aleksandr Vladimirovich DVORNIKOV,male,"General of the Russian Armed Forces. He was the top battlefield commander of Russia’s military aggression against Ukraine between April and June 2022. In that capacity, he was responsible for all military operations against Ukraine. Therefore, Alexander Dvornikov actively supported and implemented actions or policies which undermine or threaten the territorial integrity, sovereignty and independence of Ukraine, as well as stability and security in Ukraine.; Former Commander of the Southern Military District of the Russian Armed Forces. In that capacity, he was responsible for military forces in the region, including illegally annexed Crimea and Sevastopol. In this role, he was responsible for the actions of the Black Sea Fleet and other military forces of the Russian Federation against Ukraine on 25 November 2018 which prevented access by Ukrainian vessels to their coast on the Sea of Azov, thereby undermining the territorial integrity and sovereignty of Ukraine and undermining the security of Ukraine through the disruption of the movements and operability of Ukrainian naval vessels.; Those actions also supported the consolidation of the illegal annexation of the Crimean peninsula into the Russian Federation.",,,,,15-03-2019,COUNCIL_REGULATION_EU_269_2014_of_17_March_2014,02014R0269-20250316,http://data.europa.eu/eli/reg/2014/269/2025-03-16,Ukraine,unknown
Sergei Andreevich DANILENKO,male,"Former Head of the Sevastopol Electoral Commission. In that capacity, he participated in the organisation of the local elections in the illegally annexed City of Sevastopol on 8 September 2019 and thereby actively supported actions and implemented policies which undermine or threaten the territorial integrity, sovereignty and independence of Ukraine.",,,,,28-01-2020,COUNCIL_REGULATION_EU_269_2014_of_17_March_2014,02014R0269-20250316,http://data.europa.eu/eli/reg/2014/269/2025-03-16,Ukraine,unknown
Lidia Aleksandrovna BASOVA,female,"Former Deputy Head of the Sevastopol Electoral Commission. In this capacity, she participated in the organisation of the local elections in the illegally annexed City of Sevastopol on 8 September 2019 and thereby actively supported actions and implemented policies which undermine or threaten the territorial integrity, sovereignty and independence of Ukraine.",1,0,0,0,28-01-2020,COUNCIL_REGULATION_EU_269_2014_of_17_March_2014,02014R0269-20250316,http://data.europa.eu/eli/reg/2014/269/2025-03-16,Ukraine,unknown
Ekaterina Eduardovna PYRKOVA (Екатерина Эдуардовна ПЫРКОВА),female,"Secretary of the Sevastopol Electoral Commission. In this capacity, she participated in the organisation of the local elections in the illegally annexed City of Sevastopol on 8 September 2019 and thereby actively supported actions and implemented policies which undermine or threaten the territorial integrity, sovereignty and independence of Ukraine.",1,0,0,0,28-01-2020,COUNCIL_REGULATION_EU_269_2014_of_17_March_2014,02014R0269-20250316,http://data.europa.eu/eli/reg/2014/269/2025-03-16,Ukraine,unknown
Ekaterina Borisovna ALTABAEVA,female,"Member of the Federation Council of the Russian Federation for the illegally annexed City of Sevastopol and Deputy Chair of the Federation Council Committee on Science, Education and Culture. In taking on and acting in this capacity, she has worked for further integration of the illegally annexed City of Sevastopol into the Russian Federation. On 22 February 2022, Altabaeva supported, in the Federation Council, the ratification of the government decisions of the ‘Treaty of Friendship, Cooperation and Mutual Assistance between the Russian Federation and the ‘Donetsk People’s Republic’’ and the ‘Treaty of Friendship, Cooperation and Mutual Assistance between the Russian Federation and the ‘Luhansk People’s Republic’’.; On 22 February 2022, Altabaeva supported, in the Federation Council, the deployment of Russian forces in Ukraine.; On 4 October 2022, Altabaeva supported, in the Federation Council, the legislation to annex the Donetsk, Luhansk, Kherson and Zaporizhzhia regions of Ukraine.; Thereby she actively supported actions and implemented policies which undermine or threaten the territorial integrity, sovereignty and independence of Ukraine.",1,0,0,0,28-01-2020,COUNCIL_REGULATION_EU_269_2014_of_17_March_2014,02014R0269-20250316,http://data.europa.eu/eli/reg/2014/269/2025-03-16,Ukraine,unknown
Yuriy Mikhailovich GOTSANYUK Yuriy Mikhailovich GOTSANIUK (Юрий Михайлович ГОЦАНЮК),male,"Prime Minister of the so‐called 'Republic of Crimea'. In taking on and acting in this capacity, he has worked for further integration of the so‐called 'Republic of Crimea' into the Russian Federation and thereby actively supported actions and implemented policies which undermine or threaten the territorial integrity, sovereignty and independence of Ukraine.",,,,,28-01-2020,COUNCIL_REGULATION_EU_269_2014_of_17_March_2014,02014R0269-20250316,http://data.europa.eu/eli/reg/2014/269/2025-03-16,Ukraine,unknown
Vladimir Vladimirovich NEMTSEV (Владимир Владимирович НЕМЦЕВ) Volodymyr Volodymyrovych NEMTSEV (Володимир Володимирович НЄМЦЕВ),male,"Chairman of the so‐called 'Legislative Assembly' of the illegally annexed City of Sevastopol. In taking on and acting in this capacity, he has worked for further integration of the illegally annexed City of Sevastopol into the Russian Federation and thereby actively supported actions and implemented policies which undermine or threaten the territorial integrity, sovereignty and independence of Ukraine.",,,,,28-01-2020,COUNCIL_REGULATION_EU_269_2014_of_17_March_2014,02014R0269-20250316,http://data.europa.eu/eli/reg/2014/269/2025-03-16,Ukraine,unknown
Mikhail Vladimirovich RAZVOZHAEV,male,"So-called ‘Governor’ of the illegally annexed City of Sevastopol. Member of the Presidium of the State Council of the Russian Federation since 21 December 2020. In taking on and acting in his capacity as ‘Governor’, he has worked for further integration of the illegally annexed City of Sevastopol into the Russian Federation and thereby actively supported actions and implemented policies which undermine or threaten the territorial integrity, sovereignty and independence of Ukraine.",,,,,28-01-2020,COUNCIL_REGULATION_EU_269_2014_of_17_March_2014,02014R0269-20250316,http://data.europa.eu/eli/reg/2014/269/2025-03-16,Ukraine,unknown
Alexander Nikolaevich GANOV,male,"General director of the JSC TC Grand Service Express, which operates railway service between Russia and the illegally annexed Crimean peninsula. Therefore, he supports the consolidation of the illegally annexed Crimean peninsula into the Russian Federation, which in turn further undermines the territorial integrity, sovereignty and independence of Ukraine.",,,,,01-10-2020,COUNCIL_REGULATION_EU_269_2014_of_17_March_2014,02014R0269-20250316,http://data.europa.eu/eli/reg/2014/269/2025-03-16,Ukraine,unknown
Leonid Kronidovich RYZHENKIN,male,"Former Deputy General Director for infrastructure projects at Stroigazmontazh (SGM) who since 2015 had supervised the construction of the bridge over the Kerch Strait (including the railway part of the bridge) connecting Russia and the illegally annexed Crimean peninsula. Therefore, he supports the consolidation of the illegally annexed Crimean peninsula into the Russian Federation, which in turn further undermines the territorial integrity, sovereignty and independence of Ukraine.",,,,,01-10-2020,COUNCIL_REGULATION_EU_269_2014_of_17_March_2014,02014R0269-20250316,http://data.europa.eu/eli/reg/2014/269/2025-03-16,Ukraine,unknown
Mikhail Nikolaevich BELOUSOV,male,"Judge in the Kievskiy District Court in Simferopol.; He took multiple biased decisions in politically motivated cases against opponents of the illegal annexation of Crimea and Sevastopol. He thereby actively supported actions and implemented policies that undermine or threaten the territorial integrity, sovereignty and independence of Ukraine.",,,,,11-10-2021,COUNCIL_REGULATION_EU_269_2014_of_17_March_2014,02014R0269-20250316,http://data.europa.eu/eli/reg/2014/269/2025-03-16,Ukraine,"Ukrainian, Russian (the Union does not recognise passports issued by the Russian Federation in Crimea)"
Andrey Nikolaevich DOLGOPOLOV,male,"Chairman of the Kievskiy District Court in Simferopol.; He took multiple biased decisions in politically motivated cases against opponents of the illegal annexation of Crimea and Sevastopol. He thereby actively supported actions and implemented policies that undermine or threaten the territorial integrity, sovereignty and independence of Ukraine.",,,,,11-10-2021,COUNCIL_REGULATION_EU_269_2014_of_17_March_2014,02014R0269-20250316,http://data.europa.eu/eli/reg/2014/269/2025-03-16,Ukraine,"Ukrainian, Russian (the Union does not recognise passports issued by the Russian Federation in Crimea)"
Yevgeniy Sergeevich KOLPIKOV,male,"Prosecutor of the Military Prosecutor’s Office of the Southern Military District of the Russian Federation in Rostov-on-Don.; He prosecuted the pro-Ukrainian activists oppressed for opposing the annexation of the Crimean Peninsula by the Russian Federation. He filed charges with a court in the Russian Federation against the Ukrainian citizens who had been forcibly transferred from the occupied Crimean Peninsula. He thereby actively supported actions and implemented policies that undermine or threaten the territorial integrity, sovereignty and independence of Ukraine.",,,,,11-10-2021,COUNCIL_REGULATION_EU_269_2014_of_17_March_2014,02014R0269-20250316,http://data.europa.eu/eli/reg/2014/269/2025-03-16,Ukraine,Russian
Magomed Farmanovich MAGOMEDOV,male,"Special cases investigator at the First Investigation Department, Directorate for Investigation of Particularly Important Cases of the Main Investigation Department of the Investigative Committee of Russia for the Republic of Crimea and the city of Sevastopol.; He has been involved in politically motivated criminal investigations against the leaders of the Mejlis of the Crimean Tatar People prosecuted for their active opposition to the illegal annexation of the Crimean Peninsula. He thereby actively supported actions and implemented policies, which undermine or threaten the territorial integrity, sovereignty and independence of Ukraine.",,,,,11-10-2021,COUNCIL_REGULATION_EU_269_2014_of_17_March_2014,02014R0269-20250316,http://data.europa.eu/eli/reg/2014/269/2025-03-16,Ukraine,unknown
Leonid Vladimirovich MIKHAILIUK,male,"Head of the Federal Security Service (FSB) in Crimea and Sevastopol and of the regional Anti-Terrorism Committee.; He led FSB forces, which have intensified the oppression campaign against the opponents of the illegal occupation of the Crimean Peninsula by the Russian Federation. Some of the pro-Ukrainian activists detained by the FSB units under his command were forcibly transferred to Krasnodar and Rostov-on-Don in Russia. He thereby actively supported actions and implemented policies, which undermine or threaten the territorial integrity, sovereignty and independence of Ukraine.",,,,,11-10-2021,COUNCIL_REGULATION_EU_269_2014_of_17_March_2014,02014R0269-20250316,http://data.europa.eu/eli/reg/2014/269/2025-03-16,Ukraine,Russian
Viktor Anatolyevich MOZHELIANSKIY (Виктор Анатольевич МОЖЕЛЯНСКИЙ),male,"Vice-chairman of the Central District Court in Simferopol and former judge of the Kievskiy District Court in Simferopol.; He took multiple biased decisions in politically motivated cases against opponents of the illegal annexation of Crimea and Sevastopol. He thereby actively supported actions and implemented policies that undermine or threaten the territorial integrity, sovereignty and independence of Ukraine.",,,,,11-10-2021,COUNCIL_REGULATION_EU_269_2014_of_17_March_2014,02014R0269-20250316,http://data.europa.eu/eli/reg/2014/269/2025-03-16,Ukraine,"Ukrainian, Russian (the Union does not recognise passports issued by the Russian Federation in Crimea)"
Galina Vladimirovna REDKO,female,"Judge of the Supreme Court of the Republic of Crimea.; She took multiple biased decisions in politically motivated cases against opponents of the illegal annexation of Crimea and Sevastopol. She thereby actively supported actions and implemented policies, which undermine or threaten the territorial integrity, sovereignty and independence of Ukraine.",1,0,0,0,11-10-2021,COUNCIL_REGULATION_EU_269_2014_of_17_March_2014,02014R0269-20250316,http://data.europa.eu/eli/reg/2014/269/2025-03-16,Ukraine,"Ukrainian, Russian (the Union does not recognise passports issued by the Russian Federation in Crimea)"
Vladimir Nikolaevich TERENTEV,male,"Head of the Main Investigation Department of the Investigative Committee of Russia for the Republic of Crimea and the city of Sevastopol.; He has overseen the Committee’s activities in the politically motivated cases against the pro-Ukrainian activists oppressed for their actions aimed at opposing the illegal annexation and restoring the territorial integrity of Ukraine.; He has led the work of the criminal investigators, and thereby he actively supported actions and implemented policies which undermine or threaten the territorial integrity, sovereignty and independence of Ukraine.",,,,,11-10-2021,COUNCIL_REGULATION_EU_269_2014_of_17_March_2014,02014R0269-20250316,http://data.europa.eu/eli/reg/2014/269/2025-03-16,Ukraine,Russian
Denis Yurievich KHARITONOV,male,"Denis Kharitonov is deputy regional head of the Astrakhan branch of the Union of Donbass Volunteers, member of Duma of Astrakhan Oblast and Wagner Group mercenary.; He fought in Donbas in the separatist Steppe battalion, where he commanded a portable anti-aircraft missile complex platoon. He admitted that he personally shot down a Ukrainian helicopter and two Su-25 aircraft while in Donbas.; He received the Russian Federation’s Order of Merit for the Fatherland. He also received internal Wagner Groups awards as well as awards from the head of the Union of Donbas Volunteers and former prime minister of the so-called Donetsk People’s Republic (DPR) Alexander Borodai (subject to restrictive measures on the basis of Council Decision 2014/145/CFSP). Thereby he actively supported actions and implemented policies, which undermine and threaten the territorial integrity, sovereignty and independence of Ukraine.",,,,,13-12-2021,COUNCIL_REGULATION_EU_269_2014_of_17_March_2014,02014R0269-20250316,http://data.europa.eu/eli/reg/2014/269/2025-03-16,Ukraine,Russian
Sergey Vladimirovich SHCHERBAKOV,male,"Sergey Shcherbakov is a freelance employee of the Russian GRU and a Wagner Group mercenary.; He fought in Donbas for the pro-Russian separatist forces as a member of a portable anti-aircraft missile complex military unit within the pro-Russian separatist Steppe battalion which shot down an Ukrainian helicopter and two Su-25 aircraft in Donbas. Thereby he actively supported actions and implemented policies, which undermine and threaten the territorial integrity, sovereignty and independence of Ukraine.",,,,,13-12-2021,COUNCIL_REGULATION_EU_269_2014_of_17_March_2014,02014R0269-20250316,http://data.europa.eu/eli/reg/2014/269/2025-03-16,Ukraine,Russian
Aleksei Yurievich CHERNIAK,male,"Former member of the State Duma of the Russian Federation, in office until 3 September 2022. Elected from the illegally annexed Autonomous Republic of Crimea in the so-called ‘Simferopol constituency’.; Member of the ruling United Russia party.; In taking on and acting in this capacity, he worked for the further integration of the so-called ‘Republic of Crimea’ into the Russian Federation. During his term in the State Duma, on 15 February 2022 he voted in favour of resolution No. 58243-8 ‘On the appeal of the State Duma of the Federal Assembly of the Russian Federation To the President of the Russian Federation V.V.Putin on the need to recognize the Donetsk People’s Republic and the Luhansk People’s Republic’. Thereby he has actively supported actions and implemented policies which undermine or threaten the territorial integrity, sovereignty and independence of Ukraine, and further destabilised Ukraine.",,,,,21-02-2022,COUNCIL_REGULATION_EU_269_2014_of_17_March_2014,02014R0269-20250316,http://data.europa.eu/eli/reg/2014/269/2025-03-16,Ukraine,Russian
Leonid Ivanovich BABASHOV,male,"Member of the State Duma of the Russian Federation since 19 September 2021. Elected from the illegally annexed Autonomous Republic of Crimea in the so-called ‘Yevpatoria constituency’.; Member of the ruling United Russia party.; In taking on and acting in this capacity, he has worked for further integration of the so-called ‘Republic of Crimea’ into the Russian Federation. Furthermore, he voted in favour of resolution No. 58243-8 ‘On the appeal of the State Duma of the Federal Assembly of the Russian Federation To the President of the Russian Federation V.V.Putin on the need to recognize the Donetsk People’s Republic and the Luhansk People’s Republic’. Thereby he has actively supported actions and implemented policies which undermine or threaten the territorial integrity, sovereignty and independence of Ukraine, and further destabilised Ukraine.",,,,,21-02-2022,COUNCIL_REGULATION_EU_269_2014_of_17_March_2014,02014R0269-20250316,http://data.europa.eu/eli/reg/2014/269/2025-03-16,Ukraine,unknown
Tatiana Georgievna LOBACH,female,"Member of the State Duma of the Russian Federation since 19 September 2021. Elected from the illegally annexed City of Sevastopol in the so-called ‘Sevastopol constituency’.; Member of the ruling United Russia party.; In taking on and acting in this capacity, she has worked for further integration of the illegally annexed City of Sevastopol into the Russian Federation. Furthermore, she voted in favour of resolution No. 58243-8 ‘On the appeal of the State Duma of the Federal Assembly of the Russian Federation To the President of the Russian Federation V.V.Putin on the need to recognize the Donetsk People’s Republic and the Luhansk People’s Republic’. Thereby she has actively supported actions and implemented policies which undermine or threaten the territorial integrity, sovereignty and independence of Ukraine, and further destabilised Ukraine.",1,0,0,0,21-02-2022,COUNCIL_REGULATION_EU_269_2014_of_17_March_2014,02014R0269-20250316,http://data.europa.eu/eli/reg/2014/269/2025-03-16,Ukraine,unknown
Nina Sergeevna FAUSTOVA,female,"Head of the Sevastopol electoral commission, which took part in the organisation of the so-called elections in the illegally annexed ‘Autonomous Republic of Crimea’ and City of Sevastopol held in September 2021.; In taking on and acting in this capacity, she actively supported and implemented actions and policies which undermine the territorial integrity, sovereignty and independence of Ukraine, and further destabilised Ukraine.",1,0,0,0,21-02-2022,COUNCIL_REGULATION_EU_269_2014_of_17_March_2014,02014R0269-20250316,http://data.europa.eu/eli/reg/2014/269/2025-03-16,Ukraine,unknown
Aleksandr Evgenevich CHMYHALOV,male,"Deputy Head of the Sevastopol electoral commission, which took part in the organisation of the so-called elections in the illegally annexed ‘Autonomous Republic of Crimea’ and City of Sevastopol held in September 2021.; Member of the ruling ‘United Russia’ party.; In taking on and acting in this capacity, he actively supported and implemented actions and policies which undermine the territorial integrity, sovereignty and independence of Ukraine, and further destabilised Ukraine.",,,,,21-02-2022,COUNCIL_REGULATION_EU_269_2014_of_17_March_2014,02014R0269-20250316,http://data.europa.eu/eli/reg/2014/269/2025-03-16,Ukraine,unknown
Oleksandr Viktorovych YANUKOVYCH,male,"Oleksandr Yanukovych is a businessperson and the son of former President of Ukraine Viktor Yanukovych. During the presidency of Viktor Yanukovych and thanks to the personal connection with a group of persons close to his father, he assembled an array of business interests and accumulated a great fortune. He still runs his business activities in the Donbass region controlled by the separatist groups, especially in the energy, coal, construction, banking and real estate sectors. In particular, thanks to close ties with the pro-Russian separatists, he acquired key economic assets in the so-called ‘Donetsk and Luhansk People’s Republics’, inter alia in the energy, coal and real-estate sectors. The separatist OPLOT battalion (listed since February 2015) protected his real-estate development projects in the so-called ‘Donetsk People’s Republic’.; Oleksandr Yanukovych’s MAKO Holding company was officially transferred to Russian jurisdiction and is now registered in Donetsk. Prior to the transition to Russian jurisdiction, the MAKO group of companies was de jure under Ukrainian jurisdiction.; Therefore, Oleksandr Yanukovych is responsible for supporting or implementing actions or policies which undermine or threaten the territorial integrity, sovereignty and independence of Ukraine and he conducted transactions with the separatist groups in the Donbas region of Ukraine.; Furthermore, he is associated with his father Viktor Yanukovych, who is responsible for supporting or implementing actions or policies which threaten the territorial integrity, sovereignty and independence of Ukraine, as well as the state’s stability and security.",,,,,04-08-2022,COUNCIL_REGULATION_EU_269_2014_of_17_March_2014,02014R0269-20250316,http://data.europa.eu/eli/reg/2014/269/2025-03-16,Ukraine,Ukrainian
Viktor Fedorovych YANUKOVYCH,male,"From 2010 until 2014, Viktor Yanukovych was President of Ukraine. He pursued a pro-Russian policy when in office. A Ukrainian court found Viktor Yanukovych guilty of treason for having invited the Russian Federation to invade Ukraine. After being removed from power, he relocated to Russia, from where he has continued his activities aimed at destabilising Ukraine.; He assisted in the Russian military interference in Ukraine by calling on the President of the Russian Federation to send Russian troops to Ukraine in March 2014. Viktor Yanukovych supported pro-Russian politicians who held public offices in occupied Crimea. In 2021, a new pre-trial investigation in Ukraine was opened according to which Viktor Yanukovych, together with two former Ministers of Defence, had purposefully reduced the defence capacity of Ukraine, particularly in the autonomous so-called ‘Republic of Crimea’.; On 21 April 2010, then President of Ukraine Viktor Yanukovych and then President of Russia Dmitry Medvedev signed an agreement between Ukraine and the Russian Federation, according to which the term of the Black Sea Fleet of the Russian Federation in Sevastopol was extended from 2017 to 2042. By signing the agreements, Yanukovych created favourable conditions for increasing Russia’s military presence in Ukraine and for the re-equipment and modernisation of the weapons of the Black Sea Fleet in the territory of Crimea. Subsequently, Russian weapons that were on the territory of Ukraine were used to annex the autonomous so-called ‘Republic of Crimea’ and the city of Sevastopol in 2014.; In 2023, Ukraine’s State Bureau of Investigation submitted an indictment against Viktor Yanukovych on charges of treason and aiding Russia in carrying out subversive activities in Ukraine.; He considers himself as the legitimate President of Ukraine and has consistently presented a pro-Russian stance in his public interventions. According to different sources, Viktor Yanukovych has been part of a Russian special operation, aimed at replacing the Ukrainian President with him, during the first phases of Russia’s war of aggression against Ukraine. Furthermore, the President of the Republic of Chechnya, Ramzan Kadyrov, has requested the President of Ukraine to transfer all his powers to Viktor Yanukovych. Therefore, Viktor Yanukovych is responsible for, supporting or implementing actions or policies which threaten the territorial integrity, sovereignty and independence of Ukraine, as well as the state’s stability and security.",,,,,04-08-2022,COUNCIL_REGULATION_EU_269_2014_of_17_March_2014,02014R0269-20250316,http://data.europa.eu/eli/reg/2014/269/2025-03-16,Ukraine,Ukrainian
Serhiy Vitaliyovich KURCHENKO,male,"Mr Serhiy Kurchenko is a Ukrainian businessman. With support from pro-Russia separatists, he took control of several large metallurgical, chemical and energy plants in the separatist-held areas of Donbas. His ‘Gaz-Alliance’ company monopolised coal mining in Donbas after its competitors had been forced out of the market, reportedly with help from Russia. He organised and benefitted from the illegal scheme of exporting Donbas coal to Russia and Europe despite EU sanctions. Coal extracted in Mr Kurchenko’s mines has been re-registered and illegally exported via Russian ports.; Mr Kurchenko helped large Russian companies and State-owned holdings to bypass EU restrictive measures by acting as their sub-contractor in the Russian-held territories. He has been an intermediary in Russian gas, fuel and electricity exports to the separatist-held parts of Donbas, which strengthened their independent energy supplies and undermined their economic integration with Ukraine. Moreover, he delivered fuel to the illegally occupied Crimean Peninsula. By doing so, he strengthened the independent power supplies of this territory. He also owns the largest oil depot on the Crimean Peninsula.; He thereby benefitted from Russian decision-makers responsible for the annexation of Crimea and the destabilisation of Eastern Ukraine, conducted transactions with the separatist groups in the Donbas region of Ukraine, and actively supported actions and policies which undermine or threaten the territorial integrity, sovereignty and independence of Ukraine.",,,,,21-04-2022,COUNCIL_REGULATION_EU_269_2014_of_17_March_2014,02014R0269-20250316,http://data.europa.eu/eli/reg/2014/269/2025-03-16,Ukraine,Ukrainian
Sergei Kuzhugetovich SHOIGU,male,"Sergei Shoigu is the former Defence Minister of the Russian Federation. He has made public comments about Crimea being and remaining Russian. Under his command and orders, Russian troops have held military drills in the illegally annexed Crimea and launched a full-scale military invasion against Ukraine. As former Defence Minister, he was ultimately responsible for the military action against Ukraine launched on 24 February 2022. Sergei Shoigu is now Secretary of the Security Council of the Russian Federation.; He is therefore responsible for actively supporting and implementing actions and policies that undermine and threaten the territorial integrity, sovereignty and independence of Ukraine, as well as stability and security in Ukraine.",,,,,23-02-2022,COUNCIL_REGULATION_EU_269_2014_of_17_March_2014,02014R0269-20250316,http://data.europa.eu/eli/reg/2014/269/2025-03-16,Ukraine,Russian
Anton Eduardovich VAINO,male,"Anton Vaino is the Chief of Staff of the Presidential Executive Office. He plays an active role in the Kremlin decision-making process by taking part in the Russian ‘Security Council’ and influencing the elaboration of decisions by the President in the field of Russia’s defence and national security. Anton Vaino also attends meetings on the socio-economic development of Crimea and Sevastopol.; He is therefore responsible for actively supporting and implementing actions and policies that undermine and threaten the territorial integrity, sovereignty and independence of Ukraine as well as stability and security in Ukraine.",,,,,23-02-2022,COUNCIL_REGULATION_EU_269_2014_of_17_March_2014,02014R0269-20250316,http://data.europa.eu/eli/reg/2014/269/2025-03-16,Ukraine,Russian
