Name_id,Name,Gender,Statement_of_reason,Activity-based,Profit_based,Status_based,Family-member_sanctions,Date_designated,Doc_num,Doc_title,Doc_url,Nationality,Regime_name,Designation_source,
139,Aleksandra Sergeevna KOVALENKO,female,"Member of the so-called ‘People’s Council’ of the so-called ‘Luhansk People’s Republic’. Has therefore supported and implemented actions and policies which undermine the territorial integrity, sovereignty and independence of Ukraine, and further destabilised Ukraine.",1,0,0,0,08-04-2022,02014R0269-20250316,COUNCIL_REGULATION_EU_269_2014_of_17_March_2014,http://data.europa.eu/eli/reg/2014/269/2025-03-16,unknown,Ukraine,EU,
140,Aleksandra Vladimirovna KOSTERINA/,female,"Aleksandra Kosterina (Kosharnitskaya) is a First Deputy Director General, Director of the Information Directorate and Editor-in-Chief of NTV (HTB), a major Russian TV channel which is direct control of the Russian Federation.; NTV amplifies and supports the policies of the Russian authorities through its propaganda activities. During the war of aggression against Ukraine, NTV has been among the most active and prominent instruments in spreading the Kremlin narrative and supporting the war with aggressive commentaries and unverified information.; As a Deputy Director General, Director of the Information Directorate and the Editor-In-Chief, Aleksandra Kosterina (Kosharnitskaya) has direct influence over the content on NTV and the way it informs people about Russia’s war of aggression against Ukraine and steps taken by Russian government.; Therefore, Aleksandra Kosterina (Kosharnitskaya) is supporting and implementing actions and policies which undermine and threaten the territorial integrity, sovereignty and independence of Ukraine.",1,0,0,0,23-06-2023,02014R0269-20250316,COUNCIL_REGULATION_EU_269_2014_of_17_March_2014,http://data.europa.eu/eli/reg/2014/269/2025-03-16,Russian,Ukraine,EU,
141,Alexandra Alexandrovna USACHEVA,female,"Member of the so-called ‘People’s Council’ of the so-called ‘Donetsk People’s Republic’. Has therefore supported and implemented actions and policies which undermine the territorial integrity, sovereignty and independence of Ukraine, and further destabilised Ukraine.",1,0,0,0,08-04-2022,02014R0269-20250316,COUNCIL_REGULATION_EU_269_2014_of_17_March_2014,http://data.europa.eu/eli/reg/2014/269/2025-03-16,unknown,Ukraine,EU,
142,Alfia Gumarovna KOGOGINA,female,"Member of the State Duma who voted in favour of the resolution No. 58243-8 ‘On the appeal of the State Duma of the Federal Assembly of the Russian Federation To the President of the Russian Federation V.V.Putin on the need to recognize the Donetsk People’s Republic and the Luhansk People’s Republic’ and therefore supported and implemented actions and policies which undermine the territorial integrity, sovereignty and independence of Ukraine, and further destabilised Ukraine.",1,0,0,0,23-02-2022,02014R0269-20250316,COUNCIL_REGULATION_EU_269_2014_of_17_March_2014,http://data.europa.eu/eli/reg/2014/269/2025-03-16,unknown,Ukraine,EU,
143,Alina Maratovna KABAEVA,female,"Alina Kabaeva is the Chairwoman of the Board of Directors of the National Media Group (NMG), a holding that owns large stakes in almost all major Russian federal media that reproduce the Russian Government propaganda. She is a former Russian gymnast and a former member of the State Duma. She is closely associated with President Vladimir Putin.; She is therefore responsible for supporting actions and policies which undermine the territorial integrity, sovereignty and independence of Ukraine, as well as stability and security in Ukraine. Furthermore, she is associated with a listed person responsible for and actively supporting actions undermining the territorial integrity, sovereignty and independence of Ukraine, as well as stability and security in Ukraine.",1,0,1,0,03-06-2022,02014R0269-20250316,COUNCIL_REGULATION_EU_269_2014_of_17_March_2014,http://data.europa.eu/eli/reg/2014/269/2025-03-16,Russian,Ukraine,EU,
144,Aljona Igorevna ARSCHINOVA,female,"Member of the State Duma who voted in favour of the resolution No. 58243-8 ‘On the appeal of the State Duma of the Federal Assembly of the Russian Federation To the President of the Russian Federation V.V.Putin on the need to recognize the Donetsk People’s Republic and the Luhansk People’s Republic’ and therefore supported and implemented actions and policies which undermine the territorial integrity, sovereignty and independence of Ukraine, and further destabilised Ukraine.",1,0,0,0,23-02-2022,02014R0269-20250316,COUNCIL_REGULATION_EU_269_2014_of_17_March_2014,http://data.europa.eu/eli/reg/2014/269/2025-03-16,unknown,Ukraine,EU,
145,Alla Arkadyevna PODTYNNAYA,female,"Member of the so-called ‘People’s Council’ of the so-called ‘Luhansk People’s Republic’. Has therefore supported and implemented actions and policies which undermine the territorial integrity, sovereignty and independence of Ukraine, and further destabilised Ukraine.",1,0,0,0,08-04-2022,02014R0269-20250316,COUNCIL_REGULATION_EU_269_2014_of_17_March_2014,http://data.europa.eu/eli/reg/2014/269/2025-03-16,unknown,Ukraine,EU,
146,Alla Ivanovna OBOLENSKAYA,female,"Member of the so-called ‘People’s Council’ of the so-called ‘Donetsk People’s Republic’. Has therefore supported and implemented actions and policies which undermine the territorial integrity, sovereignty and independence of Ukraine, and further destabilised Ukraine.",1,0,0,0,08-04-2022,02014R0269-20250316,COUNCIL_REGULATION_EU_269_2014_of_17_March_2014,http://data.europa.eu/eli/reg/2014/269/2025-03-16,unknown,Ukraine,EU,
147,Alla Leonidovna SALAEVA,female,"Member of the State Duma who voted in favour of the resolution No. 58243-8 ‘On the appeal of the State Duma of the Federal Assembly of the Russian Federation To the President of the Russian Federation V.V.Putin on the need to recognize the Donetsk People’s Republic and the Luhansk People’s Republic’ and therefore supported and implemented actions and policies which undermine the territorial integrity, sovereignty and independence of Ukraine, and further destabilised Ukraine.",1,0,0,0,23-02-2022,02014R0269-20250316,COUNCIL_REGULATION_EU_269_2014_of_17_March_2014,http://data.europa.eu/eli/reg/2014/269/2025-03-16,unknown,Ukraine,EU,
148,Alla Viktorovna BARKHATNOVA,female,"Alla Barkhatnova has been the so-called ‘Minister of Labour and Social Policy’ of Kherson Region since 25 October 2023. She is responsible for overseeing the integration of those areas of Kherson not under Ukrainian control into the Russian Federation, by implementing Russia’s social policy measures and initiatives. She has also been involved with the illegal deportation and re-education of Ukrainian children, including their deportation into Russia.; In taking on and acting in this capacity, she is supporting and implementing actions and policies which undermine and threaten the territorial integrity, sovereignty and independence of Ukraine.",1,0,0,0,23-02-2024,02014R0269-20250316,COUNCIL_REGULATION_EU_269_2014_of_17_March_2014,http://data.europa.eu/eli/reg/2014/269/2025-03-16,Russian,Ukraine,EU,
149,Alla Viktorovna POLYAKOVA,female,"Member of the State Duma who voted in favour of the resolution No. 58243-8 ‘On the appeal of the State Duma of the Federal Assembly of the Russian Federation To the President of the Russian Federation V.V. Putin on the need to recognize the Donetsk People’s Republic and the Luhansk People’s Republic’ and therefore supported and implemented actions and policies which undermine the territorial integrity, sovereignty and independence of Ukraine, and further destabilised Ukraine.",1,0,0,0,01-09-2022,02014R0269-20250316,COUNCIL_REGULATION_EU_269_2014_of_17_March_2014,http://data.europa.eu/eli/reg/2014/269/2025-03-16,Russian,Ukraine,EU,
150,Alyona Andriivna TROKAI,female,"Alyona Trokai is the leader of the ‘Movement of the First’ in the Zaporizhzhia region. The ‘Movement of the First’ was established in Russia with the backing and under the supervision of President of the Russian Federation Vladimir Putin. The organisation, using its own television and radio broadcasting capabilities, aims to carry forward the traditions of the Soviet pioneers and actively contribute to the patriotic upbringing of Russian society as well as developing anti-Ukrainian sentiments in children from the territories illegally occupied by the Russian Federation. In her position as the leader of the ‘Movement of the First’ in the Zaporizhzhia region, Alyona Trokai began activities that aim to support the Russian military and in general the Russian Federation propaganda. She is also undertaking activities aimed at the ‘militarisation’ of education and encouraging the acquisition of Russian passports. On 30 April 2023, Alyona Trokai received a Russian state award, presented by the First Deputy Head of the Administration of the President of the Russian Federation Sergey Kiriyenko. Therefore, Alyona Trokai is supporting and implementing actions and policies which undermine and threaten the territorial integrity, sovereignty and independence of Ukraine.",1,0,0,0,18-12-2023,02014R0269-20250316,COUNCIL_REGULATION_EU_269_2014_of_17_March_2014,http://data.europa.eu/eli/reg/2014/269/2025-03-16,Ukrainian,Ukraine,EU,
151,Anastasia Gennadyevna ZHUKOVA,female,"Member of the Federation Council who ratified the government decisions on the ‘Treaty of Friendship, Cooperation and Mutual Assistance between the Russian Federation and the Donetsk People’s Republic and between the Russian Federation and the Luhansk People’s Republic’.",1,0,0,0,09-03-2022,02014R0269-20250316,COUNCIL_REGULATION_EU_269_2014_of_17_March_2014,http://data.europa.eu/eli/reg/2014/269/2025-03-16,unknown,Ukraine,EU,
152,Anastasia IGNATOVA,female,"Anastasia Ignatova is the stepdaughter of Sergei Chemezov, who is the CEO of the Russian state corporation Rostec (State Corporation for the Promotion of the Development, Manufacture and Export of High Tech Products).; As the stepdaughter of Sergei Chemezov, she holds large assets in connection with him through offshore companies. Anastasia Ignatova could continue to be the owner of the 85 m yacht ‘Valerie’ worth USD 140 million (more than RUB 10 billion) through a British Virgin Islands company called Delima Services Limited, in view of a possibly fictitious sale. Furthermore, she is the beneficiary of offshore companies with hundreds of millions of dollars in assets.; Anastasia Ignatova is an immediate family member benefitting from her stepfather Sergei Chemezov.",0,1,1,1,08-04-2022,02014R0269-20250316,COUNCIL_REGULATION_EU_269_2014_of_17_March_2014,http://data.europa.eu/eli/reg/2014/269/2025-03-16,Russian,Ukraine,EU,
153,Anastasia Olegovna UDALTSOVA,female,"Anastasia Udaltsova is a member of the State Duma who on 3 October 2022 voted in favour of the illegal annexation of the regions of Donetsk, Luhansk, Kherson and Zaporizhzhia, and their incorporation into the Russian Federation as federal subjects. Therefore, she has supported and implemented actions and policies, which undermine the territorial integrity, sovereignty and independence of Ukraine, and further destabilised Ukraine.",1,0,0,0,16-12-2022,02014R0269-20250316,COUNCIL_REGULATION_EU_269_2014_of_17_March_2014,http://data.europa.eu/eli/reg/2014/269/2025-03-16,Russian,Ukraine,EU,
154,Anastasia Sergeevna KIRILLOVA,female,"Anastasia Kirillova is a founder and General Director of Inforos, an online news agency responsible for setting up more than 270 media proxy online news outlets that disseminate propaganda in support of the Russian war of aggression against Ukraine. It is a front organisation for Unit 54777 of the Russian military intelligence service GRU, responsible for psychological operations. Therefore, Anastasia Kirillova is responsible for supporting and implementing actions and polices which undermine or threaten the territorial integrity, sovereignty and independence of Ukraine.",1,0,0,0,28-07-2023,02014R0269-20250316,COUNCIL_REGULATION_EU_269_2014_of_17_March_2014,http://data.europa.eu/eli/reg/2014/269/2025-03-16,unknown,Ukraine,EU,
155,Anastasia Yurievna SELIVANOVA,female,"Member of the so-called ‘People’s Council’ of the so-called ‘Donetsk People’s Republic’. Has therefore supported and implemented actions and policies which undermine the territorial integrity, sovereignty and independence of Ukraine, and further destabilised Ukraine.",1,0,0,0,08-04-2022,02014R0269-20250316,COUNCIL_REGULATION_EU_269_2014_of_17_March_2014,http://data.europa.eu/eli/reg/2014/269/2025-03-16,unknown,Ukraine,EU,
156,Anastasiya Nikolayevna KAPRANOVA,female,"Former Secretary of the Sevastopol Electoral Commission (until May 2019). In this capacity she participated in the organisation of the Russian presidential elections of 18 March 2018 in the illegally annexed Crimea and Sevastopol, and thereby actively supported and implemented policies that undermine the territorial integrity, sovereignty and independence of Ukraine.",1,0,0,0,14-05-2018,02014R0269-20250316,COUNCIL_REGULATION_EU_269_2014_of_17_March_2014,http://data.europa.eu/eli/reg/2014/269/2025-03-16,unknown,Ukraine,EU,
157,Anna Borisovna PALIUKH,female,"Anna Paliukh, whose pseudonym is Anna Shafran, is a Russian propagandist who spreads Russian propaganda and publicly supports Russia’s war of aggression against Ukraine. She holds the position of Head of the Directorate of Analytical Radio Programmes of Zvezda media holding, which is a state-owned media network run by the Russian Ministry of Defence. She consistently justifies Russia’s actions in the war and demonises the people and government of Ukraine, stating publicly that Ukraine needs to be demilitarised and denazified. Therefore, she is supporting and implementing actions and policies which undermine and threaten the territorial integrity, sovereignty and independence of Ukraine.",1,0,0,0,18-12-2023,02014R0269-20250316,COUNCIL_REGULATION_EU_269_2014_of_17_March_2014,http://data.europa.eu/eli/reg/2014/269/2025-03-16,Russian,Ukraine,EU,
158,Anna Borissovna SOROKA,female,"Anna Soroka has been the so-called Commissioner for Human Rights in the so-called “Luhansk People’s Republic” since May 2024. Before this, she worked as an Aide to the so-called “Head of Republic” in the so-called “Luhansk People’s Republic”.; In taking on and acting in this capacity, she is supporting and implementing actions or policies which undermine and threaten the territorial integrity, sovereignty and independence of Ukraine.",1,0,0,0,24-02-2025,02014R0269-20250316,COUNCIL_REGULATION_EU_269_2014_of_17_March_2014,http://data.europa.eu/eli/reg/2014/269/2025-03-16,Russian,Ukraine,EU,
159,Anna Evgenievna TSIVILEVA,female,"Anna Tsivileva is the Chair of the Foundation ‘Defenders of the Fatherland’. She is the wife of Sergey Evgenievich Tsivilev, who is Governor of the Kemerovo Oblast. She is also a relative of President of the Russian Federation Vladimir Putin.; The Foundation ‘Defenders of the Fatherland’ plays an important role in the war of aggression against Ukraine as it supports veterans who have taken part in the military actions in Ukraine. The Foundation also operates in the illegally occupied territories of Donetsk and Luhansk Oblasts and Crimea. The Foundation has concluded agreements with multiple other organisations and local governments for the purposes of supporting the veterans of the war of aggression. The Foundation supports veterans, including fighters from Donetsk and Luhansk. The Foundation is also involved in the rehabilitation of veterans for their return into active service for the war of aggression against Ukraine.; Anna Tsivileva was able to become Chair of the Foundation ‘Defenders of the Fatherland’ thanks to her close relationship with President of the Russian Federation Vladimir Putin.; Therefore, Anna Tsivileva benefits from Russian decision-makers responsible for the annexation of Crimea or the destabilisation of Ukraine. In her role, she is supporting and implementing actions and policies which undermine and threaten the territorial integrity, sovereignty and independence of Ukraine. She is also associated with the Foundation ‘Defenders of the Fatherland’.",1,1,1,1,18-12-2023,02014R0269-20250316,COUNCIL_REGULATION_EU_269_2014_of_17_March_2014,http://data.europa.eu/eli/reg/2014/269/2025-03-16,Russian,Ukraine,EU,
160,Anna Ivanovna OTKE,female,"Member of the Federation Council who ratified the government decisions on the ‘Treaty of Friendship, Cooperation and Mutual Assistance between the Russian Federation and the Donetsk People’s Republic and between the Russian Federation and the Luhansk People’s Republic’.",1,0,0,0,09-03-2022,02014R0269-20250316,COUNCIL_REGULATION_EU_269_2014_of_17_March_2014,http://data.europa.eu/eli/reg/2014/269/2025-03-16,unknown,Ukraine,EU,
161,Anna Mikhaylovna MOSINA,female,"Member of the so-called ‘People’s Council’ of the so-called ‘Luhansk People’s Republic’. Has therefore supported and implemented actions and policies which undermine the territorial integrity, sovereignty and independence of Ukraine, and further destabilised Ukraine.",1,0,0,0,08-04-2022,02014R0269-20250316,COUNCIL_REGULATION_EU_269_2014_of_17_March_2014,http://data.europa.eu/eli/reg/2014/269/2025-03-16,unknown,Ukraine,EU,
162,Anna Valeryevna LISITSYNA,female,"Anna Lisitsyna is a deputy of the so-called “People’s Council” of the so-called “Luhansk People’s Republic” and a member of its Committee on Construction, Housing and Utilities, Energy, Transport and Communications.; In taking on and acting in this capacity, she is supporting and implementing actions or policies which undermine and threaten the territorial integrity, sovereignty and independence of Ukraine.",1,0,0,0,24-02-2025,02014R0269-20250316,COUNCIL_REGULATION_EU_269_2014_of_17_March_2014,http://data.europa.eu/eli/reg/2014/269/2025-03-16,Russian,Ukraine,EU,
163,Anna Yurevna LUZHANSKAYA,female,"Anna Luzhanskaya is the founder of electronics importer Limited Liability Company Technology Company ‘Fly Bridge’ (LLC TC Fly Bridge). Thanks to an established logistics scheme, the company delivers sanctioned goods (microchips) from abroad to the Russian military-industrial complex that manufactures equipment used in Russia’s war of aggression against Ukraine. In view of the western sanctions, the Russian Government has provided substantial support to all Russian companies involved in the microelectronics industry, which is of strategic importance for Russia’s efforts in the war. By being the founder of LLC TC Fly Bridge, Anna Luzhanskaya is responsible for its actions and therefore she is supporting materially the Government of the Russian Federation, which is responsible for the annexation of Crimea and the destabilisation of Ukraine. Furthermore, she is significantly frustrating the provisions of Decision 2014/512/CFSP and Regulation (EU) No 833/2014.",1,0,0,0,24-06-2024,02014R0269-20250316,COUNCIL_REGULATION_EU_269_2014_of_17_March_2014,http://data.europa.eu/eli/reg/2014/269/2025-03-16,Russian,Ukraine,EU,
164,Anna Yurievna TODOROVA,female,"Former so-called ‘Deputy Chair of the Government’ of the so-called ‘Luhansk People’s Republic’. Todorova is currently so-called Head of the Archive Service of the so-called ‘Luhansk People’s Republic’. In taking on and acting in this capacity, she has actively undermined the territorial integrity, sovereignty and independence of Ukraine.",1,0,0,0,08-04-2022,02014R0269-20250316,COUNCIL_REGULATION_EU_269_2014_of_17_March_2014,http://data.europa.eu/eli/reg/2014/269/2025-03-16,unknown,Ukraine,EU,
165,Anna Yuryevna KUZNETSOVA,female,"Member of the State Duma who ratified the government decisions of the Treaty of Friendship, Cooperation and Mutual Assistance between the Russian Federation and the Donetsk People’s Republic and between the Russian Federation and the Luhansk People’s Republic.",1,0,0,0,25-02-2022,02014R0269-20250316,COUNCIL_REGULATION_EU_269_2014_of_17_March_2014,http://data.europa.eu/eli/reg/2014/269/2025-03-16,unknown,Ukraine,EU,
166,Anzhelika Egorovna GLAZKOVA,female,"Member of the State Duma who voted in favour of the resolution No. 58243-8 ‘On the appeal of the State Duma of the Federal Assembly of the Russian Federation To the President of the Russian Federation V.V.Putin on the need to recognize the Donetsk People’s Republic and the Luhansk People’s Republic’ and therefore supported and implemented actions and policies which undermine the territorial integrity, sovereignty and independence of Ukraine, and further destabilised Ukraine.",1,0,0,0,23-02-2022,02014R0269-20250316,COUNCIL_REGULATION_EU_269_2014_of_17_March_2014,http://data.europa.eu/eli/reg/2014/269/2025-03-16,unknown,Ukraine,EU,
167,Ayshat Ramzanovna KADYROVA,female,"Ayshat Ramzanovna Kadyrova is the eldest daughter of Ramzan Kadyrov, President Vladimir Putin’s key Chechen ally. Thanks to the support of her father, she has been appointed Minister of Culture of the Republic of Chechnya, and she is currently the owner of Limited Liability Company Firdaws, the first ‘national fashion brand’ of Chechnya. She is therefore associated with Ramzan Kadyrov, President of the Republic of Chechnya.",0,0,1,1,16-12-2022,02014R0269-20250316,COUNCIL_REGULATION_EU_269_2014_of_17_March_2014,http://data.europa.eu/eli/reg/2014/269/2025-03-16,Russian,Ukraine,EU,
168,Bella Seyranovna DEMESHKO,female,"Member of the so-called ‘People’s Council’ of the so-called ‘Luhansk People’s Republic’. Has therefore supported and implemented actions and policies which undermine the territorial integrity, sovereignty and independence of Ukraine, and further destabilised Ukraine.",1,0,0,0,08-04-2022,02014R0269-20250316,COUNCIL_REGULATION_EU_269_2014_of_17_March_2014,http://data.europa.eu/eli/reg/2014/269/2025-03-16,unknown,Ukraine,EU,
169,Dariya Sergeevna LANTRATOVA,female,"Deputy Secretary of the General Council of the ‘United Russia’ Party. Member of the Federation Council of the Russian Federation since 20 December 2022, as the representative of the illegally annexed so-called ‘Luhansk People’s Republic’. In taking on and acting in this capacity, she is therefore supporting actions and policies which undermine the territorial integrity, sovereignty and independence of Ukraine.",1,0,0,0,25-02-2023,02014R0269-20250316,COUNCIL_REGULATION_EU_269_2014_of_17_March_2014,http://data.europa.eu/eli/reg/2014/269/2025-03-16,Russian,Ukraine,EU,
170,Darya Olegovna BORISOVA,female,"Darya Borisova is the Director of Educational and Methodological Centre ‘Avangard’, an organisation providing so-called patriotic education, including basic military training, to the youths of Russia, as well as to children in the temporarily occupied regions of Ukraine.; In taking on and acting in this capacity, she is supporting and implementing actions and policies which undermine and threaten the territorial integrity, sovereignty and independence of Ukraine.",1,0,0,0,18-12-2023,02014R0269-20250316,COUNCIL_REGULATION_EU_269_2014_of_17_March_2014,http://data.europa.eu/eli/reg/2014/269/2025-03-16,Russian,Ukraine,EU,
171,Darya Vasilievna MOROZOVA,female,"Darya Morozova is a Commissioner of Human Rights of the so-called ‘Donetsk People’s Republic’. She was involved in the illegal deportation of Ukrainian children from Donbas to camps in the illegally annexed Crimean Peninsula and to accommodation centers in Russia. Her actions infringe Ukraine’s law and administrative order, and violate the rights of Ukrainian children.; She has supported Russia’s war of aggression against Ukraine and spread Russian propaganda and disinformation about the war. Moreover, she backed the illegal recognition of the separatist so-called ‘People’s Republics’ in Donbas and the illegal annexation of the Ukrainian regions of Donetsk, Luhansk, Kherson and Zaporizhzhia by the Russian Federation.; Therefore, Darya Morozova is responsible for supporting and implementing actions and policies which undermine and threaten the territorial integrity, sovereignty and independence of Ukraine.",1,0,0,0,23-06-2023,02014R0269-20250316,COUNCIL_REGULATION_EU_269_2014_of_17_March_2014,http://data.europa.eu/eli/reg/2014/269/2025-03-16,unknown,Ukraine,EU,
172,Dina Ivanovna OYUN,female,"Member of the Federation Council who ratified the government decisions on the ‘Treaty of Friendship, Cooperation and Mutual Assistance between the Russian Federation and the Donetsk People’s Republic and between the Russian Federation and the Luhansk People’s Republic’.",1,0,0,0,09-03-2022,02014R0269-20250316,COUNCIL_REGULATION_EU_269_2014_of_17_March_2014,http://data.europa.eu/eli/reg/2014/269/2025-03-16,unknown,Ukraine,EU,
173,Ekaterina Borisovna ALTABAEVA,female,"Member of the Federation Council of the Russian Federation for the illegally annexed City of Sevastopol and Deputy Chair of the Federation Council Committee on Science, Education and Culture. In taking on and acting in this capacity, she has worked for further integration of the illegally annexed City of Sevastopol into the Russian Federation. On 22 February 2022, Altabaeva supported, in the Federation Council, the ratification of the government decisions of the ‘Treaty of Friendship, Cooperation and Mutual Assistance between the Russian Federation and the ‘Donetsk People’s Republic’’ and the ‘Treaty of Friendship, Cooperation and Mutual Assistance between the Russian Federation and the ‘Luhansk People’s Republic’’.; On 22 February 2022, Altabaeva supported, in the Federation Council, the deployment of Russian forces in Ukraine.; On 4 October 2022, Altabaeva supported, in the Federation Council, the legislation to annex the Donetsk, Luhansk, Kherson and Zaporizhzhia regions of Ukraine.; Thereby she actively supported actions and implemented policies which undermine or threaten the territorial integrity, sovereignty and independence of Ukraine.",1,0,0,0,28-01-2020,02014R0269-20250316,COUNCIL_REGULATION_EU_269_2014_of_17_March_2014,http://data.europa.eu/eli/reg/2014/269/2025-03-16,unknown,Ukraine,EU,
174,Ekaterina Eduardovna PYRKOVA (Екатерина Эдуардовна ПЫРКОВА),female,"Secretary of the Sevastopol Electoral Commission. In this capacity, she participated in the organisation of the local elections in the illegally annexed City of Sevastopol on 8 September 2019 and thereby actively supported actions and implemented policies which undermine or threaten the territorial integrity, sovereignty and independence of Ukraine.",1,0,0,0,28-01-2020,02014R0269-20250316,COUNCIL_REGULATION_EU_269_2014_of_17_March_2014,http://data.europa.eu/eli/reg/2014/269/2025-03-16,unknown,Ukraine,EU,
175,Ekaterina Gennadievna PRIEZZHEVA,female,"Ekaterina Priezzheva has been Deputy Minister of the Ministry of Industry and Trade since 2023. The Ministry of Industry and Trade is the federal executive body responsible for the development of state policy and legal regulation in the field of, inter alia, the military-industrial complex, space activities and the development of aviation technology. The Ministry supervises Russia’s weapons and defence industry and plays a crucial role in procuring military equipment used in Russia’s war of aggression against Ukraine. In her capacity as Deputy Minister of the Ministry of Industry and Trade, Ekaterina Priezzheva is responsible for actions and activities of the Ministry that undermine and threaten the territorial integrity, sovereignty and independence of Ukraine, and she is a natural person supporting the Government of the Russian Federation, which is responsible for the annexation of Crimea and the destabilisation of Ukraine.",1,0,0,0,25-02-2023,02014R0269-20250316,COUNCIL_REGULATION_EU_269_2014_of_17_March_2014,http://data.europa.eu/eli/reg/2014/269/2025-03-16,Russian,Ukraine,EU,
176,Ekaterina IGNATOVA,female,"Ekaterina Ignatova is the wife of Sergei Chemezov, who is the CEO of the Russian state corporation Rostec (State Corporation for the Promotion of the Development, Manufacture and Export of High Tech Products). As the wife of Sergei Chemezov, Ekaterina Ignatova holds large assets in connection with him. On Sergei Chemezov’s last public asset declaration in 2019, Ekaterina Ignatova’s annual income of USD 24 million was included.; Ekaterina Ignatova is an immediate family member benefitting from her husband Sergei Chemezov.",0,1,1,1,08-04-2022,02014R0269-20250316,COUNCIL_REGULATION_EU_269_2014_of_17_March_2014,http://data.europa.eu/eli/reg/2014/269/2025-03-16,Russian,Ukraine,EU,
177,Ekaterina Petrovna STENYAKINA,female,"Member of the State Duma who voted in favour of the resolution No. 58243-8 ‘On the appeal of the State Duma of the Federal Assembly of the Russian Federation To the President of the Russian Federation V.V.Putin on the need to recognize the Donetsk People’s Republic and the Luhansk People’s Republic’ and therefore supported and implemented actions and policies which undermine the territorial integrity, sovereignty and independence of Ukraine, and further destabilised Ukraine.",1,0,0,0,23-02-2022,02014R0269-20250316,COUNCIL_REGULATION_EU_269_2014_of_17_March_2014,http://data.europa.eu/eli/reg/2014/269/2025-03-16,unknown,Ukraine,EU,
178,Ekaterina Vasilyevna TERESHCHENKO Ekaterina Vasilievna TERESHCHENKO,female,"So-called ‘Secretary’ of the so-called ‘Central Electoral Commission’ of the so-called ‘Luhansk People’s Republic’. In this capacity, she participated in the organisation of the so-called ‘elections’ of 11 November 2018 and 8-10 September 2023 in the so-called ‘Luhansk People’s Republic’, and thereby actively supported and implemented policies that undermine the territorial integrity, sovereignty and independence of Ukraine, and further destabilise Ukraine.",1,0,0,0,10-12-2018,02014R0269-20250316,COUNCIL_REGULATION_EU_269_2014_of_17_March_2014,http://data.europa.eu/eli/reg/2014/269/2025-03-16,unknown,Ukraine,EU,
179,Ekaterina Viktorovna CHUGUNOVA,female,"Lieutenant Ekaterina Chugunova is a member of the Missile Pre-Planning unit at the Main Computing Centre of the General Staff (GVC) of Russia’s Armed Forces General Staff. In this role, she is a key figure in Russia’s missile strikes on Ukraine, including on civilian targets throughout April to October 2022, killing over 30 people and wounding more than 100 in October 2022 alone. Lieutenant Ekaterina Chugunova is thus a natural person responsible for, supporting or implementing actions or policies which undermine or threaten the territorial integrity, sovereignty and independence of Ukraine.",1,0,0,0,16-12-2022,02014R0269-20250316,COUNCIL_REGULATION_EU_269_2014_of_17_March_2014,http://data.europa.eu/eli/reg/2014/269/2025-03-16,Russian,Ukraine,EU,
180,Ekaterina Vladimirovna GOGIASHVILI (born FILIPPOVA),female,"Former so-called 'Minister of Justice' of the so-called 'Donetsk People's Republic'.; In taking on and acting in this capacity, she has therefore actively supported actions and policies which undermine the territorial integrity, sovereignty and independence of Ukraine, and further destabilised Ukraine.; Former Director for the Department for the organisation of work of the so‐called 'Council of Ministers of the Donetsk People's Republic'. Deputy Head of office of the so-called 'Ombudsperson of the Donetsk People's Republic'.",1,0,0,0,16-02-2015,02014R0269-20250316,COUNCIL_REGULATION_EU_269_2014_of_17_March_2014,http://data.europa.eu/eli/reg/2014/269/2025-03-16,unknown,Ukraine,EU,
181,Ekaterina Vladimirovna KHARCHENKO,female,"Member of the State Duma who voted in favour of the resolution No. 58243-8 ‘On the appeal of the State Duma of the Federal Assembly of the Russian Federation To the President of the Russian Federation V.V.Putin on the need to recognize the Donetsk People’s Republic and the Luhansk People’s Republic’ and therefore supported and implemented actions and policies which undermine the territorial integrity, sovereignty and independence of Ukraine, and further destabilised Ukraine.",1,0,0,0,23-02-2022,02014R0269-20250316,COUNCIL_REGULATION_EU_269_2014_of_17_March_2014,http://data.europa.eu/eli/reg/2014/269/2025-03-16,unknown,Ukraine,EU,
182,Ekaterina Vladimirovna TIKHONOVA,female,"Ekaterina Vladimirovna Tikhonova is the daughter of President Vladimir Putin. She has been Head of the new artificial intelligence institute at Moscow State University, funded with state funds. She currently heads the Innopraktika development initiative, funded by key Russian companies whose directors are members of the inner circle of oligarchs close to President Putin. She is also co-chair of the coordinating council for import substitutions at the Russian Union of Industrialists and Entrepreneurs.; She is therefore benefitting from the Government of the Russian Federation and is associated to leading persons involved in economic sectors providing a substantial source of revenue to the Government of the Russian Federation. Moreover, she is associated to her father, who is responsible for and actively supporting actions undermining the territorial integrity, sovereignty and independence of Ukraine, as well as stability and security in Ukraine.",0,0,1,1,08-04-2022,02014R0269-20250316,COUNCIL_REGULATION_EU_269_2014_of_17_March_2014,http://data.europa.eu/eli/reg/2014/269/2025-03-16,Russian,Ukraine,EU,
