1151,WANG Mingshan,male,"Deputy Director (since February 2024) and former member of the Standing Committee of the Party Committee of the Xinjiang Uyghur Autonomous Region (XUAR). Deputy of the 14th National People’s Congress (NPC, February 2023 – February 2027).; Former Director and Deputy Party Secretary of the Xinjiang Public Security Bureau (XPSB) between 2017 and January 2021.; As Deputy Director and former Secretary of the Political and Legal Affairs Committee of the XUAR (September 2020 – February 2024), Wang Mingshan is responsible for maintaining internal security and law enforcement in the XUAR. As such, he holds a key political position in charge of overseeing a large-scale surveillance, detention and indoctrination programme targeting Uyghurs and people from other Muslim ethnic minorities.; As Former Director and Deputy Party Secretary of the XPSB (2017 to January 2021), he held a key position in Xinjiang’s security apparatus and was directly responsible for implementing the aforementioned programme. In particular, the XPSB has deployed the “Integrated Joint Operations Platform” (IJOP), a big data programme used to track millions of Uyghurs in the Xinjiang region and flag those deemed “potentially threatening” to be sent to detention camps.; In his current position and due to his former functions, Wang Mingshan is responsible for serious human rights violations in China, in particular large-scale arbitrary detentions and degrading treatment inflicted upon Uyghurs and people from other Muslim ethnic minorities, as well as systematic violations of their freedom of religion or belief.",22-03-2021,02020R1998-20241204,COUNCIL_REGULATION_EU_2020_1998_7_December_2020,http://data.europa.eu/eli/reg/2020/1998/2024-12-04,Chinese,Human_rights,EU
1152,CHEN Mingguo,male,"Secretary of Political and Legal Affairs Commission of the Xinjiang Uygur Autonomous Region (XUAR) and Member of the CCP Standing Committee of the XUAR since February 2024.; Former Director of the Xinjiang Public Security Bureau (XPSB) since January 2021 and Vice-Chairman of the Xinjiang Uygur Autonomous Region (XUAR) People’s Government.; As Secretary of Political and Legal Affairs Commission of the Xinjiang Uygur Autonomous Region (XUAR), Member of the CCP Standing Committee of the XUAR and former Director of the XPSB, Chen Mingguo holds a key position in Xinjiang’s security apparatus and is directly involved in implementing a large-scale surveillance, detention and indoctrination programme targeting Uyghurs and people from other Muslim ethnic minorities. In particular, the XPSB has deployed the “Integrated Joint Operations Platform” (IJOP), a big data programme used to track millions of Uyghurs in the Xinjiang region and flag those deemed “potentially threatening” to be sent to detention camps. Chen Mingguo is therefore responsible for serious human rights violations in China, in particular arbitrary detentions and degrading treatment inflicted upon Uyghurs and people from other Muslim ethnic minorities, as well as systematic violations of their freedom of religion or belief.",22-03-2021,02020R1998-20241204,COUNCIL_REGULATION_EU_2020_1998_7_December_2020,http://data.europa.eu/eli/reg/2020/1998/2024-12-04,Chinese,Human_rights,EU
1153,JONG Kyong-thaek (a.k.a. CHO’NG Kyo’ng-t’aek),male,"Jong Kyong-thaek is the Director of the General Political Bureau of the Korean People’s Army. He was the Minister of State Security of the Democratic People’s Republic of Korea (DPRK) from 2017 until 2022. The Ministry of State Security of the DPRK is one of the leading institutions in charge of implementing the repressive security policies of the DPRK, with a focus on identifying and suppressing political dissent, the inflow of ‘subversive’ information from abroad, and any other conduct considered a serious political threat to the political system and its leadership. As former Head of the Ministry of State Security, Jong Kyong-thaek is responsible for serious human rights violations in the DPRK, in particular torture and other cruel, inhuman or degrading treatment or punishment, extrajudicial, summary or arbitrary executions and killings, enforced disappearance of persons, and arbitrary arrests or detentions, as well as widespread forced labour and sexual violence against women.",22-03-2021,02020R1998-20241204,COUNCIL_REGULATION_EU_2020_1998_7_December_2020,http://data.europa.eu/eli/reg/2020/1998/2024-12-04,Democratic People’s Republic of Korea (DPRK),Human_rights,EU
1154,RI Yong Gil,male,"Ri Yong Gil is the Chief of the General Staff of the Korean People’s Army (KPA). He was Minister of National Defence of the Democratic People’s Republic of Korea (DPRK) from June or July 2021 until December 2022. He was Minister of Social Security from January 2021 until June or July 2021. He was also Chief of the General Staff of the KPA between 2018 and January 2021. He was promoted to Vice Marshal of the KPA on 14 April 2022.; As Chief of the General Staff of the KPA and as former Minister of National Defence, Ri Yong Gil is responsible for the widespread serious human rights violations committed by the KPA, including by members of the Military Security Command and other KPA units.; The Ministry of Social Security of the DPRK (formerly known as the Ministry of People’s Security or Ministry of Public Security) and the Military Security Command are leading institutions in charge of implementing the repressive security policies of the DPRK, including interrogation and punishment of people ‘illegally’ fleeing the DPRK. In particular, the Ministry of Social Security is in charge of running prison camps and short-term labour detention centres through its Correctional Bureau in which prisoners/detainees are subject to deliberate starvation and other inhuman and degrading treatment.; As former Head of the Ministry of Social Security, Ri Yong Gil is responsible for serious human rights violations in the DPRK, in particular torture and other cruel, inhuman or degrading treatment or punishment, extrajudicial, summary or arbitrary executions and killings, enforced disappearance of persons, and arbitrary arrests or detentions, as well as widespread forced labour and sexual violence against women.",22-03-2021,02020R1998-20241204,COUNCIL_REGULATION_EU_2020_1998_7_December_2020,http://data.europa.eu/eli/reg/2020/1998/2024-12-04,Democratic People’s Republic of Korea (DPRK),Human_rights,EU
1155,"Abderrahim AL-KANI (a.k.a. Abdul-Rahim AL-KANI, Abd-al-Rahim AL-KANI, Abdel Rahim KHALIFA, Abdel Rahim AL-SHAQAQI)",male,"Abderrahim Al-Kani is a key member of the Kaniyat Militia and brother of the Head of the Kaniyat Militia, Mohammed Khalifa Al-Khani (deceased in July 2021). The Kaniyat Militia exercised control of the Libyan town of Tarhuna between 2015 and June 2020.; Abderrahim Al-Kani is in charge of internal security for the Kaniyat Militia. In that capacity, he is responsible for serious human rights abuses in Libya, in particular extrajudicial killings and enforced disappearances of persons between 2015 and June 2020 in Tarhuna. Abderrahim Al-Kani and the Kaniyat Militia fled Tarhuna in early June 2020 to eastern Libya. Since then, several mass graves attributed to the Kaniyat Militia have been discovered in Tarhuna.",22-03-2021,02020R1998-20241204,COUNCIL_REGULATION_EU_2020_1998_7_December_2020,http://data.europa.eu/eli/reg/2020/1998/2024-12-04,Libyan,Human_rights,EU
1156,Aiub Vakhaevich KATAEV (a.k.a. Ayubkhan Vakhaevich KATAEV),male,"Head of Department of the Ministry of Internal Affairs of the Russian Federation in the city of Argun in the Chechen Republic until 2018.; In his capacity as Head of Department of the Ministry of Internal Affairs of the Russian Federation in Argun, Aiub Kataev oversaw the activities of local state security and police agencies. In this position, he personally oversaw widespread and systematic persecutions in Chechnya, which began in 2017. The repressions are directed against lesbian, gay, bisexual, transgender and intersex (LGBTI) persons, those presumed to belong to LGBTI groups, and other individuals suspected of being opponents of the Head of the Chechen Republic, Ramzan Kadyrov. Aiub Kataev and forces formerly under his command are responsible for serious human rights violations in Russia, in particular torture and other cruel, inhuman or degrading treatment, as well as arbitrary arrests and detentions and extrajudicial or arbitrary executions and killings.; According to numerous witnesses, Aiub Kataev personally supervised and took part in torturing detainees.",22-03-2021,02020R1998-20241204,COUNCIL_REGULATION_EU_2020_1998_7_December_2020,http://data.europa.eu/eli/reg/2020/1998/2024-12-04,Russian,Human_rights,EU
1157,Abuzaid (Abuzayed) Dzhandarovich VISMURADOV,male,"Former Commander of the Special Rapid-Response Unit (SOBR) Team ‘Terek’. Since 23 March 2020, Deputy Prime Minister of the Chechen Republic. Unofficial bodyguard of the Head of the Chechen Republic Ramzan Kadyrov.; Abuzaid Vismuradov was the Commander of the SOBR detachment ‘Terek’ from March 2012 until March 2020. In this position, he personally oversaw widespread and systematic persecutions in Chechnya, which began in 2017. The repressions are directed against lesbian, gay, bisexual, transgender and intersex (LGBTI) persons, those presumed to belong to LGBTI groups and other individuals suspected of being opponents of the Head of the Chechen Republic Ramzan Kadyrov. Abuzaid Vismuradov and the ‘Terek’ unit previously under his command are responsible for serious human rights violations in Russia, in particular torture and other cruel, inhuman or degrading treatment, as well as arbitrary arrests and detentions and extrajudicial and arbitrary killings and executions.; According to numerous witnesses, Abuzaid Vismuradov personally supervised and took part in torturing detainees. He is a close associate of Ramzan Kadyrov, the Head of the Chechen Republic, who has been conducting a campaign of repression against his political opponents for many years.",22-03-2021,02020R1998-20241204,COUNCIL_REGULATION_EU_2020_1998_7_December_2020,http://data.europa.eu/eli/reg/2020/1998/2024-12-04,Russian,Human_rights,EU
1158,Gabriel Moses LOKUJO,male,"Major General of the South Sudan People’s Defense Forces (SSPDF).; Gabriel Moses Lokujo is responsible for serious human rights violation in South Sudan, in particular extrajudicial, summary or arbitrary executions and killings.; In May 2020, three officers of the Sudan People’s Liberation Army in Opposition (SPLA-IO) were abducted and executed on the orders of Major General Lokujo. Major General Lokujo defected in September 2020 from the SPLA-IO to the SSPDF and is responsible for the ensuing clashes in and around the Moroto Training Center in southern Central Equatoria. As a consequence, several deaths and injuries were reported on both sides during the last quarter of 2020, and civilians were also displaced, especially in the Kajo-Keji area of Central Equatoria State. Major General Lokujo’s forces remained in the area where several further clashes have been reported and the safety and security of the civilian communities continue to be in jeopardy.",22-03-2021,02020R1998-20241204,COUNCIL_REGULATION_EU_2020_1998_7_December_2020,http://data.europa.eu/eli/reg/2020/1998/2024-12-04,South Sudanese,Human_rights,EU
1159,Stanislav Evgenievitch DYCHKO,male,"Stanislav Dychko, a former employee of the Stavropol police, is a mercenary of the Wagner Group.; Alongside three other mercenaries of the Wagner Group, he took part in the torturing to death of a Syrian deserter in June 2017 in the governorate of Homs, Syria.; He is therefore responsible for serious human rights abuses in Syria.",13-12-2021,02020R1998-20241204,COUNCIL_REGULATION_EU_2020_1998_7_December_2020,http://data.europa.eu/eli/reg/2020/1998/2024-12-04,Russian,Human_rights,EU
1160,Valery (Valeriy) Nikolaevich ZAKHAROV,male,"Valery Zakharov, a former member of the Federal Security Service of the Russian Federation (FSB), is the former security counsellor to the President of the Central African Republic (CAR). He is a key figure in the Wagner Group’s command structure and maintains close links with the Russian authorities.; Given his former influential position in CAR and his leading role in the Wagner Group, Valery Zakharov is responsible for serious human rights abuses committed by the Wagner Group in CAR, including extrajudicial, summary or arbitrary executions and killings.; This includes the murder of three Russian journalists in 2018 whose security was the responsibility of Valery Zakharov.",13-12-2021,02020R1998-20241204,COUNCIL_REGULATION_EU_2020_1998_7_December_2020,http://data.europa.eu/eli/reg/2020/1998/2024-12-04,Russian,Human_rights,EU
1161,Maxim SHUGALEY,male,"Maxim Shugaley is head of the Foundation for the Defence of National Values (FDNV), an entity associated with the Wagner Group. The FDNV operates as the public relations arm of the Wagner Group and Maxim Shugaley’s role in FDNV involves steering pro-Wagner Group propaganda and disinformation campaigns, including to enhance the reputation of the Wagner Group and support its deployment, as well as covertly interfering on behalf of the Wagner Group in the various countries that he is active in.; The Wagner Group is listed for serious human rights abuses, including torture and extrajudicial, summary or arbitrary executions and killings, in several countries, including Libya, Mali and the Central African Republic.; Maxim Shugaley is associated with the Wagner Group and is responsible for supporting and encouraging the acts of the Wagner Group through pro-Wagner Group propaganda and disinformation.",25-02-2023,02020R1998-20241204,COUNCIL_REGULATION_EU_2020_1998_7_December_2020,http://data.europa.eu/eli/reg/2020/1998/2024-12-04,Russian,Human_rights,EU
1162,Aleksandr Grigorievitch MALOLETKO,male,"Aleksandr Maloletko was a close collaborator of Yevgeny Prigozhin. His action as a “defender of the Motherland” and as the Head of the “Veteran’s Interests Defenders League” was publicly hailed by Yevgeny Prigozhin. He has been working as an instructor for the Wagner Group in the Central African Republic (CAR). He is associated with the Wagner Group, listed for serious human rights abuses in several countries, including in CAR, and is responsible for supporting the acts of the Wagner Group.",25-02-2023,02020R1998-20241204,COUNCIL_REGULATION_EU_2020_1998_7_December_2020,http://data.europa.eu/eli/reg/2020/1998/2024-12-04,unknown,Human_rights,EU
1163,Konstantin Alexandrovich PIKALOV,male,"Konstantin Pikalov, code name ‘Mazaï’ (Mazay), is one of the leaders of the Wagner Group and is responsible for the operational activities of the Wagner Group in Africa, notably in the Central African Republic (CAR). He is accused of being the instigator of the murder of three Russian journalists in July 2018. Since April 2023, he is also at the head of a new paramilitary group (Convoy) created in November 2022 to take action in Russia’s war of aggression against Ukraine.; The Wagner Group is listed for serious human rights abuses, including torture and extrajudicial, summary or arbitrary executions and killings, in several countries, including CAR.; In his leadership position within the Wagner Group, Konstantin Pikalov is responsible for the serious human rights abuses committed by the Wagner Group in CAR.",25-02-2023,02020R1998-20241204,COUNCIL_REGULATION_EU_2020_1998_7_December_2020,http://data.europa.eu/eli/reg/2020/1998/2024-12-04,Russian,Human_rights,EU
1164,Dimitri SYTII,male,"Dimitri Sytii has a leading role within the Wagner Group in the Central African Republic (CAR), and he had close links to Yevgeny Prigozhin. He is in charge of conducting the Wagner Group’s operations and influence policy in CAR. He is the head of the local branch of the Russian House, the cultural arm of the Russian foreign ministry.; The Wagner Group is listed for serious human rights abuses, which include torture and extrajudicial, summary or arbitrary executions and killings, in several countries, including CAR.; Given his influential position in CAR and his leading role in the Wagner Group, he is responsible for serious human rights abuses committed by the Wagner Group in CAR.",25-02-2023,02020R1998-20241204,COUNCIL_REGULATION_EU_2020_1998_7_December_2020,http://data.europa.eu/eli/reg/2020/1998/2024-12-04,Russian,Human_rights,EU
1165,Mikhail Sergeyevich POTEPKIN,male,"Mikhail Potepkin is director of Meroe Gold, a cover entity for the Wagner Group’s operations in Sudan, as well as being involved in M-Invest, Meroe’s parent company. He has a leading role within the Wagner Group in Sudan, and he had close links to Yevgeny Prigozhin. By being affiliated with the Sudanese military, the Wagner Group secured the exploiting and exporting of Sudanese gold to Russia. Potepkin is associated with the Wagner Group, listed for serious human rights abuses, which include torture and extrajudicial, summary or arbitrary executions and killings, in several countries, including Sudan. Through his activities, he also provides support for such abuses committed in Sudan.",25-02-2023,02020R1998-20241204,COUNCIL_REGULATION_EU_2020_1998_7_December_2020,http://data.europa.eu/eli/reg/2020/1998/2024-12-04,Russian,Human_rights,EU
1166,Alexander Alexandrovich IVANOV,male,"Alexander Ivanov is the spokesperson for the Wagner Group in the Central African Republic (CAR). He is also the head of the Russian ‘Officers Union for International Security’, also called the Officers Community for International Security (COSI), a Wagner front company which sends Russian military instructors to CAR. Those instructors are Wagner Group mercenaries.; The Wagner Group is listed for serious human rights abuses, including torture and extrajudicial, summary or arbitrary executions and killings, in several countries, including CAR.; In his position as official representative of Russian military instructors, Alexander Ivanov is involved in the serious human rights abuses committed by the Wagner Group in CAR.",25-02-2023,02020R1998-20241204,COUNCIL_REGULATION_EU_2020_1998_7_December_2020,http://data.europa.eu/eli/reg/2020/1998/2024-12-04,Russian,Human_rights,EU
1167,Vitalii Viktorovitch PERFILEV,male,"Vitalii Perfilev was the security advisor to the President of the Central African Republic (CAR) until November 2023, and a key figure within the Wagner Group in CAR.; The Wagner Group is listed for serious human rights abuses, which include torture and extrajudicial, summary or arbitrary executions and killings, in several countries, including CAR.; Given his former influential position during the period when the human rights abuses were committed in CAR and his leading role in the Wagner Group, Vitalii Perfilev is responsible for serious human rights abuses committed by the Wagner Group in CAR.",25-02-2023,02020R1998-20241204,COUNCIL_REGULATION_EU_2020_1998_7_December_2020,http://data.europa.eu/eli/reg/2020/1998/2024-12-04,Russian,Human_rights,EU
1168,Andrei Sergeevich MANDEL,male,"Andrei Mandel is head of M-Invest, a cover entity for the Wagner Group’s operations in Sudan, as well as being involved in its subsidiary Meroe Gold. He has a leading role within the Wagner Group in Sudan, and had close links with Yevgeny Prigozhin. By being closely affiliated with the Sudanese military, the Wagner Group secured the exploiting and exporting of Sudanese gold to Russia. Andrei Mandel is associated with the Wagner Group, listed for serious human rights abuses, which include torture and extrajudicial, summary or arbitrary executions and killings, in several countries, including Sudan. Through his activities, Andrei Mandel also provides support for such abuses committed in Sudan.",25-02-2023,02020R1998-20241204,COUNCIL_REGULATION_EU_2020_1998_7_December_2020,http://data.europa.eu/eli/reg/2020/1998/2024-12-04,unknown,Human_rights,EU
1169,Neda Mohammad NADEEM,male,"Neda Mohammed Nadeem has been the acting Taliban Minister for Higher Education since 22 October 2022.; Since he took up his position, the Taliban have published decrees banning women from higher education throughout the country. These decrees deprive women of their right to education as well as their equal access to education, violating the principle of equal treatment between men and women.; In his capacity as acting Taliban Minister for Higher Education, Neda Mohammed Nadeem is therefore responsible for serious human rights violations in Afghanistan, in particular the widespread violation of women’s right to education and the right to equal treatment between men and women in the field of education.",07-03-2023,02020R1998-20241204,COUNCIL_REGULATION_EU_2020_1998_7_December_2020,http://data.europa.eu/eli/reg/2020/1998/2024-12-04,Afghan,Human_rights,EU
1170,Sheikh Muhammad Khalid HANAFI,male,"Sheikh Muhammad Khalid Hanafi is the acting Taliban Minister for the propagation of virtue and the prevention of vice, replacing the Minister for women’s affairs.; Since he took up his position, the Taliban have published decrees restricting women’s and girl’s freedom and dignity throughout the country, curbing their freedom of speech and expression, and inflicting harsh punishments and violence on those who do not respect the Taliban’s edicts.; In particular, during his time in office, hijab decrees were published as well as gender-segregated timetables for the use of public spaces.; In his capacity as acting Taliban Minister for the propagation of virtue and the prevention of vice, Sheikh Muhammad Khalid Hanafi is responsible for serious human rights violations in Afghanistan, in particular the widespread violation of women’s rights, such as their freedom of expression, as well as the right to equal treatment between men and women.",07-03-2023,02020R1998-20241204,COUNCIL_REGULATION_EU_2020_1998_7_December_2020,http://data.europa.eu/eli/reg/2020/1998/2024-12-04,Afghan,Human_rights,EU
1171,Alexander Georgievich FEDORINOV,male,"Lieutenant Colonel Alexander Fedorinov is a commanding officer of Moscow Police Station.; In his capacity as acting head of the police station in March 2022, he authorised the arbitrary arrest and detention, as well as the subsequent torture, of female anti-war protestors.; Alexander Fedorinov is therefore responsible for serious human rights violations in Russia, in particular torture and other cruel, inhuman or degrading treatment or punishment, arbitrary arrests or detentions as well as systematic sexual and gender-based violence.",07-03-2023,02020R1998-20241204,COUNCIL_REGULATION_EU_2020_1998_7_December_2020,http://data.europa.eu/eli/reg/2020/1998/2024-12-04,Russian,Human_rights,EU
1172,Ivan RYABOV,male,"Ivan Ryabov is a police officer of Moscow Police Station.; On the orders of Lieutenant Colonel Alexander Georgievich Fedorinov, he arbitrarily detained and tortured female anti-war protestors in March 2022. Victims report that he beat them, suffocated them with plastic bags and abused them physically and verbally for six hours.; Ivan Ryabov is therefore responsible for serious human rights violations in Russia, in particular torture and other cruel, inhuman or degrading treatment or punishment, and arbitrary arrests or detentions.",07-03-2023,02020R1998-20241204,COUNCIL_REGULATION_EU_2020_1998_7_December_2020,http://data.europa.eu/eli/reg/2020/1998/2024-12-04,Russian,Human_rights,EU
1173,Nikolay Anatolevich KUZNETSOV,male,"Major-General Nikolay Anatolevich Kuznetsov is a member of the armed forces of the Russian Federation and commander of the Dzerzhinsky division special forces unit of Rosgvardia (Federal Service of National Guard Troops of the Russian Federation).; Kuznetsov’s unit was part of Russia’s illegal invasion of Ukraine and members of his unit systematically participated in acts of sexual violence and rape in Ukraine in March/April 2022.; The scale and severity of acts of sexual and gender-based violence taking place in Russian-occupied areas of Ukraine speak to ‘planning on a more systematic level’ and Russian commanders being aware of sexual violence by military personnel in Ukraine and, in some cases, having ‘encouraged or even ordered it’.; In his capacity as commander of the unit, Kuznetsov is responsible for serious human rights violations in Ukraine, including systematic sexual and gender-based violence.",07-03-2023,02020R1998-20241204,COUNCIL_REGULATION_EU_2020_1998_7_December_2020,http://data.europa.eu/eli/reg/2020/1998/2024-12-04,Russian,Human_rights,EU
1174,Ramil Rakhmatulovich IBATULLIN,male,"Colonel Ramil Rakhmatulovich Ibatullin served in the Russian occupation troops in the Donbas region (2014-2017) and took part in Russia’s illegal invasion of Ukraine as commander of the 90th guards tank division.; In March 2022, the division under his command took part in the offensive towards Chernihiv and Kyiv. During the offensive, members of his division committed acts of sexual and gender-based violence against the Ukrainian civilian population.; After these facts became public, the Russian Ministry of Defense promoted Ibatullin to the rank of colonel.; The Ukrainian authorities have charged several members of the 90th guards tank division with allegations of sexual and gender-based violence, including the rape of a pregnant woman near Kyiv, the murder of a civilian after repeatedly raping his wife in the presence of a young child, as well as the participation of members of this division in gang rapes.; The scale and severity of acts of sexual and gender-based violence taking place in Russian-occupied areas of Ukraine speak to ‘planning on a more systematic level’ and Russian commanders being aware of sexual violence by military personnel in Ukraine and, in some cases, having ‘encouraged or even ordered it’.; Ibatullin is therefore responsible for serious human rights violations in Ukraine, including systematic sexual and gender-based violence.",07-03-2023,02020R1998-20241204,COUNCIL_REGULATION_EU_2020_1998_7_December_2020,http://data.europa.eu/eli/reg/2020/1998/2024-12-04,Russian,Human_rights,EU
1175,Gatluak Nyang HOTH,male,"Gatluak Nyang Hoth was the county commissioner for Mayiandit county (Unity State, South Sudan) from February 2021 until June 2024.; In this position, he commanded government-aligned militias to carry out attacks in southern Unity State, between February and May 2022. During this period, troops under his command made widespread and systematic use of sexual violence as a war tactic and instrumentalised it as a reward and entitlement for men participating in the conflict.; In his capacity as county commissioner, Gatluak Nyang Hoth is therefore responsible for serious human rights violations in South Sudan, including systematic and widespread sexual and gender-based violence.",07-03-2023,02020R1998-20241204,COUNCIL_REGULATION_EU_2020_1998_7_December_2020,http://data.europa.eu/eli/reg/2020/1998/2024-12-04,South Sudanese,Human_rights,EU
1176,Gordon Koang BIEL,male,"Gordon Koang Biel has been the county commissioner for Koch county (Unity State, South Sudan) since February 2021.; In this position, he commanded government-aligned militias to carry out attacks in southern Unity State, between February and May 2022. During this period, troops under his command made widespread and systematic use of sexual violence as a war tactic and instrumentalised it as a reward and entitlement for men participating in the conflict.; In his capacity as county commissioner, Biel is therefore responsible for serious human rights violations in South Sudan, including systematic and widespread sexual and gender-based violence.",07-03-2023,02020R1998-20241204,COUNCIL_REGULATION_EU_2020_1998_7_December_2020,http://data.europa.eu/eli/reg/2020/1998/2024-12-04,South Sudanese,Human_rights,EU
1177,Toe UI,male,"Major-General Toe Ui was appointed Deputy Minister of Home Affairs on 3 February 2023. He is the former second in command of the Office of the Chief of Military Security Affairs (OCMSA). The OCMSA is responsible for the management of detention and interrogation centres in Myanmar/Burma and is also tasked with intelligence gathering.; OCMSA staff under Ui’s authority use forced nudity, rape, electric shock, burning of genitalia and excessive violence during the arbitrary detention and interrogation of men, women and members of the LGBTIQ community.; In his capacity as second in command of the OCMSA, Major-General Toe Ui is responsible for serious human rights violations in Myanmar/Burma, including arbitrary detentions and torture, as well as for systematic and widespread sexual and gender-based violence.",07-03-2023,02020R1998-20241204,COUNCIL_REGULATION_EU_2020_1998_7_December_2020,http://data.europa.eu/eli/reg/2020/1998/2024-12-04,Myanmar/Burma,Human_rights,EU
1178,Oleg Mikhailovich SVIRIDENKO,male,"As Deputy Minister of Justice of the Russian Federation, Oleg Sviridenko directly oversees the Department of Legislation and Law Enforcement in the Sphere of Non-Commercial Organizations as well as the Department of National Interest Protection from External Influence, which are responsible for enforcing the ‘foreign agents’ legislation, including authority to decide on designations in the ‘Foreign Agents List’.; The ‘foreign agents’ legislation has been at the centre of a wave of repressive laws cracking down on independent civil society, media as well as dissenting individuals, violating their freedom of opinion and expression. As a result, hundreds of NGOs and individuals, many prominent figures of Russian civil society and the Kremlin’s political opponents, including Vladimir Kara-Murza, have been included in the Foreign Agents List falling directly under Sviridenko’s responsibility within the Ministry of Justice of the Russian Federation.; Therefore, Sviridenko is responsible for serious human rights violations in Russia, including violations of freedom of opinion and expression.",05-06-2023,02020R1998-20241204,COUNCIL_REGULATION_EU_2020_1998_7_December_2020,http://data.europa.eu/eli/reg/2020/1998/2024-12-04,Russian,Human_rights,EU
1179,Andrei Andreevich ZADACHIN,male,"In his position as Investigator of the Major Investigative Unit at the Investigative Committee of the Russian Federation, Andrei Zadachin issued a politically motivated criminal accusation against Vladimir Kara-Murza. Andrei Zadachin also asked the court that Vladimir Kara-Murza be detained and provided supporting testimony in court.; Vladimir Kara-Murza is a prominent opposition activist in Russia. Politically motivated court proceedings based on false allegations started against him in 2022 after he accused the Kremlin of committing war crimes in Ukraine and publicly condemned Russian aggression. In April 2023, he was sentenced to 25 years in a high-security prison/labour camp. The court proceedings against him targeted his activism and served as a show trial in Russia to suppress voices critical of the ruling regime in voicing opposition to the war of aggression against Ukraine. The Russian regime is using the judiciary of the country as a widespread tool in numerous serious human rights violations. The justice system is not independent and is used to systematically and severely violate the human rights of individuals opposed to the ruling regime, by violating their freedom of opinion and expression.; Therefore, Andrei Zadachin is responsible for serious human rights violations in Russia, including violations of freedom of opinion and expression.",05-06-2023,02020R1998-20241204,COUNCIL_REGULATION_EU_2020_1998_7_December_2020,http://data.europa.eu/eli/reg/2020/1998/2024-12-04,Russian,Human_rights,EU
1180,Danila Yurievich MIKHEEV,male,"Mikheev serves as an ‘expert witness’ for the Russian government in politically motivated court cases. He acted as an expert in the politically motivated court proceedings against Vladimir Kara-Murza.; Kara-Murza is a prominent opposition activist in Russia. Politically motivated court proceedings based on false allegations started against him in 2022 after he accused the Kremlin of committing war crimes in Ukraine and publicly condemned Russian aggression. In April 2023, he was sentenced to 25 years in high-security prison/labour camp. The court proceedings against him targeted his activism and served as a show trial in Russia to suppress voices critical of the ruling regime in voicing opposition to the war of aggression against Ukraine. The Russian regime is using the judiciary of the country as a widespread tool in numerous serious human rights violations. The justice system is not independent and is used to systematically and severely violate the human rights of individuals opposed to the ruling regime, by violating their freedom of opinion and expression.; Therefore, through his activities, he is responsible for supporting the serious human rights violations in Russia, including violations of freedom of opinion and expression.",05-06-2023,02020R1998-20241204,COUNCIL_REGULATION_EU_2020_1998_7_December_2020,http://data.europa.eu/eli/reg/2020/1998/2024-12-04,Russian,Human_rights,EU
1181,Denis Vladimirovich KOLESNIKOV,male,"In his position as Head of the Investigative Department at the Investigative Committee of the Russian Federation, Kolesnikov gave authorisation to issue a politically motivated criminal accusation against Vladimir Kara-Murza.; Kara-Murza is a prominent opposition activist in Russia. Politically motivated court proceedings based on false allegations started against him in 2022 after he accused the Kremlin of committing war crimes in Ukraine and publicly condemned Russian aggression. In April 2023, he was sentenced to 25 years in a high-security prison/labour camp. The court proceedings against him targeted his activism and served as a show trial in Russia to suppress voices critical of the ruling regime in voicing opposition to the war of aggression against Ukraine. The Russian regime is using the judiciary of the country as a widespread tool in numerous serious human rights violations. The justice system is not independent and is used to systematically and severely violate the human rights of individuals opposed to the ruling regime, by violating their freedom of opinion and expression.; Therefore, in his position, he is responsible for serious human rights violations in Russia, including violations of freedom of opinion and expression.",05-06-2023,02020R1998-20241204,COUNCIL_REGULATION_EU_2020_1998_7_December_2020,http://data.europa.eu/eli/reg/2020/1998/2024-12-04,Russian,Human_rights,EU
1182,Diana Igorevna MISHCHENKO,female,"In her position as Judge of the Khamovniki District Court of Moscow, Diana Mishchenko is involved in the politically motivated court case against Vladimir Kara-Murza. She issued a sentence to approve the administrative arrest of Vladimir Kara-Murza for 15 days.; Vladimir Kara-Murza is a prominent opposition activist in Russia. Politically motivated court proceedings based on false allegations started against him in 2022 after he accused the Kremlin of committing war crimes in Ukraine and publicly condemned Russian aggression. In April 2023, he was sentenced to 25 years in a high-security prison/labour camp. The court proceedings against him targeted his activism and served as a show trial in Russia to suppress voices critical of the ruling regime in voicing opposition to the war of aggression against Ukraine. The Russian regime is using the judiciary of the country as a widespread tool in numerous serious human rights violations. The justice system is not independent and is used to systematically and severely violate the human rights of individuals opposed to the ruling regime, by violating their freedom of opinion and expression.; Therefore, Diana Mishchenko is responsible for serious human rights violations in Russia, including violations of freedom of opinion and expression.",05-06-2023,02020R1998-20241204,COUNCIL_REGULATION_EU_2020_1998_7_December_2020,http://data.europa.eu/eli/reg/2020/1998/2024-12-04,Russian,Human_rights,EU
