Tatsiana Aliaksandrauna GRAKUN,female,"Tatsiana Grakun is a Belarusian prosecutor who serves in the Minsk Region Prosecutor’s Office. In this position, she has represented the Lukashenka regime in politically-motivated cases against journalists. In particular, she has prosecuted Maryna Zolatava, TUT.BY editor-in-chief, who was sentenced to 12 years in prison, and Liudmila Chekina, TUT.BY general director, who was sentenced to 12 years in prison in March 2023, based on groundless charges of ‘harming to the national security of the Republic of Belarus’.; Tatsiana Grakun is therefore responsible for serious violations of human rights and the repression of civil society and democratic opposition in Belarus.",1,0,0,0,03-08-2023,02006R0765-20250226,COUNCIL_REGULATION_EU_765_2006_of_18_May_2006,http://data.europa.eu/eli/reg/2006/765/2025-02-26,Belarusian,Belarus,EU
Tatsiana Valerieuna PIROZHNIKAVA,female,"In her position as Judge of Moskovsky district of Minsk, Tatsiana Pirozhnikava sentenced several Belarusian citizens on political grounds, including for their participation in protests and for publishing anti-government comments on Telegram. She is documented as occasionally issuing heavier sentences than those requested by the prosecutor.; She is therefore responsible for serious human rights violations and for seriously undermining the rule of law, as well as for the repression of civil society and democratic opposition In Belarus.",1,0,0,0,03-08-2023,02006R0765-20250226,COUNCIL_REGULATION_EU_765_2006_of_18_May_2006,http://data.europa.eu/eli/reg/2006/765/2025-02-26,Belarusian,Belarus,EU
Tatsiana Viktarauna SHOTSIK,female,"Tatsiana Shotsik is a judge who has served in the court of Leninsky district in Minsk since 2021, having been appointed by Aliaksandr Lukashenka. She has issued politically motivated sentences against citizens of Belarus who voiced their opinions against the President and the brutality of Belarusian law-enforcement structures. Igor Lednik, a political prisoner, who was sentenced by Shotsik to three years in prison, died on 20 February 2024.; Tatsiana Shotsik is therefore responsible for serious violations of human rights or the repression of civil society and democratic opposition in Belarus.",1,0,0,0,05-08-2024,02006R0765-20250226,COUNCIL_REGULATION_EU_765_2006_of_18_May_2006,http://data.europa.eu/eli/reg/2006/765/2025-02-26,Belarusian,Belarus,EU
Tatsiana Yaraslavauna MATYL,female,"In her position as judge at the Moskovsky District Court in Minsk, Tatsiana Matyl is responsible for numerous politically motivated rulings against journalists, opposition leaders, activists and protesters, in particular the sentencing of opposition politician Mikalai Statkevich and journalist Alexander Borozenko. Violations of rights of defence and right to a fair trial were reported during trials conducted under her supervision.; She is therefore responsible for serious human rights violations and for seriously undermining the rule of law, as well as for the repression of civil society and democratic opposition.",1,0,0,0,21-06-2021,02006R0765-20250226,COUNCIL_REGULATION_EU_765_2006_of_18_May_2006,http://data.europa.eu/eli/reg/2006/765/2025-02-26,Belarusian,Belarus,EU
Valiantsina Genadzeuna KULIK,female,"In her position as judge at the Supreme Court of the Republic of Belarus, Valiantsina Kulik is responsible for politically motivated decisions against activists and opposition leaders. In particular she denied Viktar Babarika’s complaint to initiate a civil case based on his complaints against the Central Electoral Commission’s decision to refuse registration as a presidential candidate.; She is therefore responsible for serious human rights violations and for seriously undermining the rule of law, as well as for the repression of civil society and democratic opposition.",1,0,0,0,02-12-2021,02006R0765-20250226,COUNCIL_REGULATION_EU_765_2006_of_18_May_2006,http://data.europa.eu/eli/reg/2006/765/2025-02-26,Belarusian,Belarus,EU
Valiantsina Genadzeuna KULIK,female,"In her position as judge at the Supreme Court of the Republic of Belarus, Valiantsina Kulik is responsible for politically motivated decisions against activists and opposition leaders. In particular she denied Viktar Babarika’s complaint to initiate a civil case based on his complaints against the Central Electoral Commission’s decision to refuse registration as a presidential candidate.; She is therefore responsible for serious human rights violations and for seriously undermining the rule of law, as well as for the repression of civil society and democratic opposition.",1,0,0,0,02-12-2021,02006R0765-20250226,COUNCIL_REGULATION_EU_765_2006_of_18_May_2006,http://data.europa.eu/eli/reg/2006/765/2025-02-26,Belarusian,Belarus,EU
Valyantsina Mikalaeuna ZIANKEVICH,female,"Valyantsina Ziankevich is a Belarusian judge who serves in a Judicial Collegium for Criminal Cases of the Minsk City Court. She has issued politically-motivated rulings against the opponents of the Belarusian authorities. She has convicted at least seven Belarusian citizens on political grounds, including Maryna Zolatava, TUT.BY editor-in-chief, who was sentenced to 12 years in prison, and Liudmila Chekina, TUT.BY general director, who was sentenced to 12 years in prison in March 2023. She has a documented history of issuing politically-motivated rulings against the opponents of the Belarusian authorities since 2022.; She is therefore responsible for serious violations of human rights and the repression of civil society and democratic opposition in Belarus.",1,0,0,0,03-08-2023,02006R0765-20250226,COUNCIL_REGULATION_EU_765_2006_of_18_May_2006,http://data.europa.eu/eli/reg/2006/765/2025-02-26,Belarusian,Belarus,EU
Vera Viacheslavauna FILONIK,female,Vera Filonik is a Belarusian judge of the Brest Regional Court. She was appointed by Aliaksandr Lukashenka. She issued sentences against a large number of citizens of Belarus accused of having taken part in the protests against the Belarusian regime in August 2020.; She is therefore responsible for the repression of civil society.,1,0,0,0,16-12-2024,02006R0765-20250226,COUNCIL_REGULATION_EU_765_2006_of_18_May_2006,http://data.europa.eu/eli/reg/2006/765/2025-02-26,Belarusian,Belarus,EU
Victoria Valeryeuna SHABUNYA,female,"In her position as judge of the Central district court in Minsk, she is responsible for numerous politically motivated rulings against journalists, opposition leaders, activists and protesters, in particular the sentencing of Sergei Dylevsky – Coordination Council member and leader of a strike committee. Violations of rights of defence were reported during trials conducted under her supervision.; She is therefore responsible for human rights violations and undermining the rule of law, as well as for contributing to the repression of civil society and democratic opposition.",1,0,0,0,17-12-2020,02006R0765-20250226,COUNCIL_REGULATION_EU_765_2006_of_18_May_2006,http://data.europa.eu/eli/reg/2006/765/2025-02-26,unknown,Belarus,EU
Volga Leanidauna DARASHENKA,female,"As a member of the CEC college, she is responsible for its misconduct of the 2020 presidential electoral process, its non-compliance with basic international standards of fairness and transparency and its falsification of election results.; The CEC and its college have, in particular, organised the dismissal of certain opposition candidates on spurious grounds and placed disproportionate restrictions on observers in polling stations. The CEC has also ensured that the election commissions under its supervision are composed in a biased manner.",1,0,0,0,02-10-2020,02006R0765-20250226,COUNCIL_REGULATION_EU_765_2006_of_18_May_2006,http://data.europa.eu/eli/reg/2006/765/2025-02-26,unknown,Belarus,EU
Volha Anatoleuna DUBOVIK,female,"Volha Dubovik is a Belarusian judge who serves in the court of the Maladzechna district of the Minsk region. She was appointed by Aliaksandr Lukashenka in 2020. She has issued politically motivated sentences, including against citizens of Belarus who protested against the fraudulent presidential elections of 2020. She also sentenced a citizen for acting in self-defence against law-enforcement brutality.; She is therefore responsible for seriously undermining the rule of law and for the repression of civil society and democratic opposition.",1,0,0,0,05-08-2024,02006R0765-20250226,COUNCIL_REGULATION_EU_765_2006_of_18_May_2006,http://data.europa.eu/eli/reg/2006/765/2025-02-26,Belarusian,Belarus,EU
Volha Mikalaeuna CHAMADANAVA,female,"In her former position as the main media person of the Ministry of Internal Affairs of Belarus, Volha Chamadanava played a key role in distorting and deflecting the facts regarding violence against protesters, as well as in spreading false information about them. She threatened peaceful protesters and continuously justified violence against them.; Since she has been a part of the security apparatus and has spoken on its behalf, she is therefore supporting the Lukashenka regime.; She remains active in the Lukashenka regime as the Head of the Main Directorate for Ideology and Youth of the Minsk City Executive Committee.",1,0,0,0,21-06-2021,02006R0765-20250226,COUNCIL_REGULATION_EU_765_2006_of_18_May_2006,http://data.europa.eu/eli/reg/2006/765/2025-02-26,Belarusian,Belarus,EU
Volha Siarheeuna NIABORSKAIA,female,"In her position as judge of the Oktyabrsky district court in Minsk, Volha Niaborskaya is responsible for numerous politically motivated rulings against peaceful protesters and journalists, in particular the sentencing of Sofia Malashevich and Tikhon Kliukach, considered as political prisoners by Viasna, a Belarussian human rights organisation. Violations of rights of defence were reported during trials conducted under her supervision.; She is therefore responsible for serious human rights violations and seriously undermining the rule of law, as well as for the repression of civil society and democratic opposition.",1,0,0,0,21-06-2021,02006R0765-20250226,COUNCIL_REGULATION_EU_765_2006_of_18_May_2006,http://data.europa.eu/eli/reg/2006/765/2025-02-26,Belarusian,Belarus,EU
Yulia Chaslavauna HUSTYR,female,"In her former position as judge of the Central district court in Minsk, she was responsible for numerous politically motivated rulings against journalists, opposition leaders, activists and protesters, in particular the sentencing of opposition presidential candidate Viktar Babarika. Violations of rights of defence were reported during trials conducted under her supervision.; She is therefore responsible for human rights violations and undermining the rule of law, as well as for contributing to the repression of civil society and democratic opposition.; She remains active in the Lukashenka regime as lawyer at the legal aid office of the Kastrychnitski district in Minsk.",1,0,0,0,17-12-2020,02006R0765-20250226,COUNCIL_REGULATION_EU_765_2006_of_18_May_2006,http://data.europa.eu/eli/reg/2006/765/2025-02-26,unknown,Belarus,EU
Yuliya Aliaksandrauna BLIZNIUK,female,"In her position as Deputy Chairwoman and judge at the Frunzensky District Court in Minsk, Yuliya Blizniuk is responsible for numerous politically motivated rulings against journalists, activists and protesters, in particular sentencing activists Artsiom Khvashcheuski, Artsiom Sauchuk, Maksim Pauliushchyk. These persons are considered as political prisoners by Viasna, a Belarusian human rights organization.; She is therefore responsible for serious human rights violations and for seriously undermining the rule of law, as well as for the repression of civil society and democratic opposition.",1,0,0,0,21-06-2021,02006R0765-20250226,COUNCIL_REGULATION_EU_765_2006_of_18_May_2006,http://data.europa.eu/eli/reg/2006/765/2025-02-26,Belarusian,Belarus,EU
Zhana Uladzimirauna BATURYTSKAIA,female,"In her position as Head of the Directorate of Sentence Enforcement of the Penal Correction Department of the Ministry of Internal Affairs that has authority over detention facilities, Zhana Baturitskaia is responsible for the inhumane and degrading treatment, including torture, inflicted on citizens who participated in peaceful protests and were detained in those detention facilities in the wake of the 2020 presidential election, in line with the address of Lukashenka to officers of the Interior Ministry. In her position, she bears responsibility for detention conditions in Belarusian prisons, including the categorisation of prisoners corresponding to different kind of ill-treatment and torture the detainees are subject to, such as verbal abuse, punitive isolation, deprivation of calls and visits, mutilation, beatings, brutal torture.; She is therefore responsible for serious human rights violations and for the repression of civil society and democratic opposition.",1,0,0,0,21-06-2021,02006R0765-20250226,COUNCIL_REGULATION_EU_765_2006_of_18_May_2006,http://data.europa.eu/eli/reg/2006/765/2025-02-26,Belarusian,Belarus,EU
Zinaida Vasilieuna BALABALAVA,female,"In her position as judge of the Navapolatsk City Court, Zinaida Balabalava is responsible for numerous politically-motivated rulings against peaceful protesters, in particular the sentencing of union leader Volha Bytsikava and of activists Hanna Tukava and Andrei Halavyryn. She has subjected people to fines and arrests for publishing ‘no war’ signs or independent trial reporting.; She is therefore responsible for serious human rights violations and for seriously undermining the rule of law, as well as for the repression of civil society and democratic opposition in Belarus.",1,0,0,0,03-08-2023,02006R0765-20250226,COUNCIL_REGULATION_EU_765_2006_of_18_May_2006,http://data.europa.eu/eli/reg/2006/765/2025-02-26,unknown,Belarus,EU
Leonor Eugenia MORALES LAZO DE SÁNCHEZ,female,"Leonor Eugenia Morales Lazo De Sánchez is a prosecutor in the Special Prosecution Office Against Impunity (FECI), which operates under the Public Ministry (Ministerio Público) of Guatemala (equivalent to the Public Prosecutor’s Office). She is directly involved in the on-going investigation into the creation of the political party Movimiento Semilla of President Arévalo. Following the second round of Presidential elections in August 2023, she participated in the raid by the Public Ministry of the premises of the Supreme Electoral Tribunal that entailed the opening of sealed ballot boxes. She also participated in a press conference in December 2023 where the Public Ministry presented claims that the outcome of the first round of elections in June 2023 was invalid. Through those actions, Leonor Eugenia Morales Lazo De Sánchez is involved in efforts to overturn the results of the 2023 elections in Guatemala. She is therefore responsible for undermining democracy, the rule of law and the peaceful transfer of power in Guatemala.",1,0,0,0,02-02-2024,02024R0287-20240913,COUNCIL_REGULATION_EU_2024_287_12_January_2024,http://data.europa.eu/eli/reg/2024/287/2024-09-13,Guatemalan,Guatemala,EU
María Consuelo PORRAS ARGUETA DE PORRES,female,"In her position as Attorney General of Guatemala, the highest civil servant in the Public Ministry (Ministerio Público) of Guatemala (equivalent to Head of the Public Prosecutor’s Office or Chief Prosecutor), María Consuelo Porras Argueta De Porres (a.k.a. ‘Porras’) is involved in efforts to overturn the results of the first and second rounds of elections held in June and August 2023, including through spurious criminal investigations targeting the Supreme Electoral Tribunal, the political party Movimiento Semilla and President Arévalo. Furthermore, under her leadership the Public Ministry has brought arbitrary proceedings against independent journalists, prosecutors, judges, and civil society activists including indigenous leaders and students. She is therefore responsible for undermining democracy, the rule of law and the peaceful transfer of power in Guatemala.",1,0,0,0,02-02-2024,02024R0287-20240913,COUNCIL_REGULATION_EU_2024_287_12_January_2024,http://data.europa.eu/eli/reg/2024/287/2024-09-13,Guatemalan,Guatemala,EU
Anastasia Ivanovna SUPRYAGA,female,"Anastasia Supryaga is a prosecutor of the ‘Prosecutor’s Office of Crimea’ established by Russia’s occupying force in the illegally annexed Crimea. In that position, she took part in the politically motivated court proceedings and the prosecution of Akhtem Chiygoz, deputy Chair of the Mejlis of the Crimean Tatar people and of members of the Crimean Tatar community, including Nariman Dzhelyalov.; In that context, Supryaga has been involved in the systematic persecution campaigns targeting the Crimean Tatar community and members of the Jehovah’s Witnesses for their religious beliefs.; Therefore, she is responsible for serious human rights violations in the Russian Federation and the territories occupied by it, including arbitrary arrests or detentions.",1,0,0,0,08-09-2023,02020R1998-20241204,COUNCIL_REGULATION_EU_2020_1998_7_December_2020,http://data.europa.eu/eli/reg/2020/1998/2024-12-04,Russian,Human_rights,EU
Diana Igorevna MISHCHENKO,female,"In her position as Judge of the Khamovniki District Court of Moscow, Diana Mishchenko is involved in the politically motivated court case against Vladimir Kara-Murza. She issued a sentence to approve the administrative arrest of Vladimir Kara-Murza for 15 days.; Vladimir Kara-Murza is a prominent opposition activist in Russia. Politically motivated court proceedings based on false allegations started against him in 2022 after he accused the Kremlin of committing war crimes in Ukraine and publicly condemned Russian aggression. In April 2023, he was sentenced to 25 years in a high-security prison/labour camp. The court proceedings against him targeted his activism and served as a show trial in Russia to suppress voices critical of the ruling regime in voicing opposition to the war of aggression against Ukraine. The Russian regime is using the judiciary of the country as a widespread tool in numerous serious human rights violations. The justice system is not independent and is used to systematically and severely violate the human rights of individuals opposed to the ruling regime, by violating their freedom of opinion and expression.; Therefore, Diana Mishchenko is responsible for serious human rights violations in Russia, including violations of freedom of opinion and expression.",1,0,0,0,05-06-2023,02020R1998-20241204,COUNCIL_REGULATION_EU_2020_1998_7_December_2020,http://data.europa.eu/eli/reg/2020/1998/2024-12-04,Russian,Human_rights,EU
Ekaterina Mikhailovna MIZULINA,female,"Ekaterina Mizulina is a Russian public figure and the Chairwoman of the Safe Internet League. In this position, she is enforcing censorship practices against Internet content creators and artists in favour of the Russian government and its policies.; As the Chairwoman of the Safe Internet League, Ekaterina Mizulina is initiating official complaints to the Russian law enforcement agencies against Internet content creators, i.e. bloggers, as well as musicians, celebrities and influencers. As a result, Ekaterina Mizulina is forcing Russian Internet content creators and artists either to delete anti-government content or to create content in favour of the Russian government and its policies.; Therefore, Ekaterina Mizulina is responsible for serious and systematic abuses of freedom of opinion and expression, which are also of serious concern with regard to the objectives of the common foreign and security policy as set out in Article 21 of the Treaty on European Union.",1,0,0,0,29-01-2024,02020R1998-20241204,COUNCIL_REGULATION_EU_2020_1998_7_December_2020,http://data.europa.eu/eli/reg/2020/1998/2024-12-04,Russian,Human_rights,EU
Elena Anatolievna LENSKAYA,female,"In her position as Judge of the Basmaniy District Court of Moscow, Lenskaya is involved in the politically motivated court case against Vladimir Kara-Murza. She issued the ruling to approve the arrest of Kara-Murza for two months.; Kara-Murza is a prominent opposition activist in Russia. Politically motivated court proceedings based on false allegations started against him in 2022 after he accused the Kremlin of committing war crimes in Ukraine and publicly condemned Russian aggression. In April 2023, he was sentenced to 25 years in a high-security prison/labour camp. The court proceedings against him targeted his activism and served as a show trial in Russia to suppress voices critical of the ruling regime in voicing opposition to the war of aggression against Ukraine. The Russian regime is using the judiciary of the country as a widespread tool in numerous serious human rights violations. The justice system is not independent and is used to systematically and severely violate the human rights of individuals opposed to the ruling regime, by violating their freedom of opinion and expression.; Therefore, she is responsible for serious human rights violations in Russia, including violations of freedom of opinion and expression.",1,0,0,0,05-06-2023,02020R1998-20241204,COUNCIL_REGULATION_EU_2020_1998_7_December_2020,http://data.europa.eu/eli/reg/2020/1998/2024-12-04,Russian,Human_rights,EU
Elena Evgenievna MOROZOVA,female,"Elena Morozova is a Russian judge working in the Khimki City Court.; In her position, she decided to place the opposition politician Alexei Navalny in custody for 30 days after he arrived in Moscow after his treatment for Novichok poisoning. The trial she chaired violated fair trial standards, including the right to review the contents of the indictment and trial documents, the opportunity to consult with a lawyer, and public access to the trial.; Therefore, Elena Morozova is responsible for serious human rights violations in Russia, including torture and other cruel, inhuman or degrading treatment or punishment, arbitrary arrests and detentions, and the systematic violation of freedom of opinion and expression.",1,0,0,0,22-03-2024,02020R1998-20241204,COUNCIL_REGULATION_EU_2020_1998_7_December_2020,http://data.europa.eu/eli/reg/2020/1998/2024-12-04,Russian,Human_rights,EU
Elena Victorovna PODOLNAYA,female,"Elena Podolnaya is the Deputy Prosecutor at the ‘Simferopol District Court in the Republic of Crimea’ established by Russia’s occupying force in the illegally annexed Crimea. In that position, Elena Podolnaya took part in the politically motivated court proceedings against Vladyslav Yesypenko, a journalist, and proposed an 11-year prison sentence for him. Vladyslav Yesypenko was sentenced to 6 years in prison.; The court proceedings against Vladyslav Yesypenko targeted his activism and served as a show trial in Russia to suppress voices critical of the ruling regime in voicing opposition to the war of aggression against Ukraine. The Russian regime is using the judiciary of the country as a widespread tool in numerous serious human rights violations. The justice system is not independent and is used to systematically and severely violate the human rights of individuals opposed to the ruling regime by violating their freedom of opinion and expression.; Therefore, she is responsible for serious human rights violations in the Russian Federation and in the territories occupied by it, including violations of freedom of opinion and expression.",1,0,0,0,08-09-2023,02020R1998-20241204,COUNCIL_REGULATION_EU_2020_1998_7_December_2020,http://data.europa.eu/eli/reg/2020/1998/2024-12-04,unknown,Human_rights,EU
Evgenia Sergeevna NIKOLAEVA,female,"Evgenia Nikolaeva has been a judge at the Basmanny District Court in Moscow since 2016.; She has issued a number of rulings against political opponents (including Alexei Navalny, Ilia Yashin and Vladimir Kara-Murza), thereby contributing to political repression in Russia. In October 2023, she sent Alexei Navalny’s lawyers Alexey Liptser and Igor Sergunin to pre-trial detention for 2 months. Previously, she had repeatedly made life difficult for political prisoners, including by extending the terms of detention in pre-trial detention centre for the former head of Alexei Navalny’s headquarters in Ufa, Lilia Chanysheva. Evgenia Nikolaeva also refused to address complaints about the inaction of the Investigative Committee of the Russian Federation on the allegation of Alexei Navalny’s poisoning.; In her position, Evgenia Nikolaeva is therefore responsible for serious human rights violations in Russia, including arbitrary arrests or detentions and the violation of freedom of opinion and expression which is of serious concern as regards the objectives of the common foreign and security policy set out in Article 21 TEU.",1,0,0,0,22-03-2024,02020R1998-20241204,COUNCIL_REGULATION_EU_2020_1998_7_December_2020,http://data.europa.eu/eli/reg/2020/1998/2024-12-04,Russian,Human_rights,EU
Ludmila Mikhailovna SMOLKINA,female,"Ludmila Smolkina is a Judge at the Moscow City Court.; In this capacity, she is involved in serious and systematic violations of human rights against the leaders of the Russian opposition, including in the case of Vladimir Kara-Murza.; The Russian authorities have used criminal charges to arrest, prosecute and convict human rights defenders, journalists and political opponents voicing their criticism of the invasion of Ukraine.; Kara-Murza is a prominent opposition activist in Russia. Politically motivated court proceedings based on false allegations started against him in 2022 after he accused the Kremlin of committing war crimes in Ukraine and publicly condemned Russian aggression.; In April 2023, he was sentenced to 25 years in a high-security prison/labour camp. The court proceedings against him targeted his activism and served as a show trial in Russia to suppress voices critical of the ruling regime in voicing opposition to the war of aggression against Ukraine.; The Russian regime is using the judiciary of the country as a widespread tool in numerous serious human rights violations.; The justice system is not independent and is used to systematically and severely violate the human rights of individuals opposed to the ruling regime, by violating their freedom of opinion and expression.; Therefore, she is responsible for serious human rights violations in Russia, including arbitrary arrests and detentions.",1,0,0,0,29-01-2024,02020R1998-20241204,COUNCIL_REGULATION_EU_2020_1998_7_December_2020,http://data.europa.eu/eli/reg/2020/1998/2024-12-04,Russian,Human_rights,EU
Natalia Alekseevna SERGUNINA,female,"Natalia Sergunina is a Deputy Mayor of Moscow. The Department of Information Technologies of the City of Moscow, which falls under her competence, develops and uses the facial recognition system in Moscow. It transmits data from the facial recognition system to the law enforcement units of the Main Directorate of Internal Affairs of the City of Moscow.; The Main Directorate of Internal Affairs of the City of Moscow employed the facial recognition system in Moscow as a tool of repression, notably to monitor and arbitrarily detain independent journalists and opposition activists who participated in peaceful protests in support of Alexei Navalny, against corruption of the government of Russia and in opposition to Russia’s invasion of Ukraine. The facial recognition system was also used by the Main Directorate of Internal Affairs of the City of Moscow to track down and detain draftees seeking to evade mobilisation for Russia’s war of aggression against Ukraine.; Therefore, Natalia Sergunina is responsible for serious human rights violations in Russia, including arbitrary arrests or detentions, and violations or abuses of freedom of peaceful assembly and of association.",1,0,0,0,20-07-2023,02020R1998-20241204,COUNCIL_REGULATION_EU_2020_1998_7_December_2020,http://data.europa.eu/eli/reg/2020/1998/2024-12-04,Russian,Human_rights,EU
Natalia Nikolaevna DUDAR,female,"Natalia Nikolaevna Dudar is a judge at the Basmanny District Court in Moscow.; In her position, she has issued a number of rulings against peaceful protesters and political opponents, including employees of Alexey Navalny’s Anti-Corruption Foundation (FBK), Ilia Yashin and Vladimir Kara-Murza. She issued orders to conduct searches of employees of the FBK and wiretap their phones. She extended the arrest in pre-trial detention centre of Lilia Chanysheva, former Head of Navalny’s headquarters in Ufa, who was accused of creating an extremist community.; Natalia Nikolaevna Duda is therefore responsible for serious human rights violations in Russia, in particular arbitrary arrests or detentions, and the violation of freedom of opinion and expression which is of serious concern as regards the objectives of the common foreign and security policy set out in Article 21 TEU.",1,0,0,0,22-03-2024,02020R1998-20241204,COUNCIL_REGULATION_EU_2020_1998_7_December_2020,http://data.europa.eu/eli/reg/2020/1998/2024-12-04,Russian,Human_rights,EU
Valentina Evgenievna LEVASHOVA,female,"Valentina Levashova is a judge at the Basmanniy District Court of Moscow.; In this capacity she is involved in serious and systematic violations of human rights against the leaders of the Russian opposition.; She is a representative of the judiciary who made biased decisions in politically motivated cases against persons who opposed the military invasion of Ukraine, or decisions that justified military and other actions of the Russian Federation on the territory of Ukraine, including in the case against Vladimir Kara-Murza.; Kara-Murza is a prominent opposition activist in Russia. Politically motivated court proceedings based on false allegations started against him in 2022 after he accused the Kremlin of committing war crimes in Ukraine and publicly condemned Russian aggression.; In April 2023, he was sentenced to 25 years in a high-security prison/labour camp. The court proceedings against him targeted his activism and served as a show trial in Russia to suppress voices critical of the ruling regime in voicing opposition to the war of aggression against Ukraine.; The Russian regime is using the judiciary of the country as a widespread tool in numerous serious human rights violations. The justice system is not independent and is used to systematically and severely violate the human rights of individuals opposed to the ruling regime, by violating their freedom of opinion and expression.; Therefore, she is responsible for serious human rights violations in Russia, including arbitrary arrests and detentions.",1,0,0,0,29-01-2024,02020R1998-20241204,COUNCIL_REGULATION_EU_2020_1998_7_December_2020,http://data.europa.eu/eli/reg/2020/1998/2024-12-04,Russian,Human_rights,EU
Arina Evgheni CORȘICOVA,female,"Arina Corșicova leads several communications media trusts in the Republic of Moldova, one of which owns two television channels, ‘ACCENT TV’ and ‘PRIMUL ÎN MOLDOVA’, the broadcasting licences of which were suspended by the Republic of Moldova, for disseminating incorrect information concerning the Russian war of aggression against Ukraine and current political events in the Republic of Moldova. Despite losing its television broadcasting licence, ‘Primul în Moldova’ continues to disseminate false statements aimed at destabilising the constitutional order of the Republic of Moldova.; In this context, Arina Corșicova is also undermining the democratic political process in the Republic of Moldova by leading a disinformation campaign and by being politically backed by listed person Ilan Shor.; Furthermore, she is a long-time associate of Ilan Shor, having funded his electoral campaigns in the past and being an indirect shareholder of the ‘Banca Socială’, involved in the ‘Bank Fraud’ case.; By undermining the democratic political process and destabilising the constitutional order Arina Corșicova is supporting actions and policies which undermine and threaten democracy, the rule of law, and stability in the Republic of Moldova. Furthermore, she is associated with Ilan Shor.",1,0,0,0,22-02-2024,02023R0888-20241014,COUNCIL_REGULATION_EU_2023_888_28_April_2023,http://data.europa.eu/eli/reg/2023/888/2024-10-14,Republic of Moldova,Moldova,EU
Evghenia GUȚUL,female,"Evghenia Guțul is the Governor (Bashkan) of the Autonomous Territorial Unit of Gagauzia in the Republic of Moldova. She previously worked for Ilan Shor’s political party ‘SHOR’ (‘ȘOR’), which is now banned, and was involved in its illegal financing. She has proposed several of Shor’s associates to fill positions in Gagauzia’s Executive Committee, despite the fact that those individuals lack ties to Gagauzia.; Despite lacking the constitutional competence to do so, as Governor she engaged in a formal visit to the Russian Federation and met Russian President Vladimir Putin. She asked Putin for and received assurance of Russia’s support to Gagauzia’s rights, authority and positions.; By promoting separatism in the Autonomous Territorial Unit of Gagauzia and close ties to the Russian Federation, Evghenia Guțul is attempting to overthrow the constitutional order, thereby threatening the sovereignty and independence of the Republic of Moldova, and democracy, stability and security in the Republic of Moldova.",1,0,0,0,14-10-2024,02023R0888-20241014,COUNCIL_REGULATION_EU_2023_888_28_April_2023,http://data.europa.eu/eli/reg/2023/888/2024-10-14,Republic of Moldova,Moldova,EU
Maria ALBOT,female,"Maria Albot is a long-time trusted associate of listed person Ilan Shor. She currently has a leading role in one of his foundations, the ‘Miron Shor’ Foundation, and she is involved in the ‘Bank Fraud’ case that affected the financial stability of the Republic of Moldova. Previously, she held positions in other companies or foundations owned by or associated with Ilan Shor. Therefore, she is associated with Ilan Shor.",1,0,0,0,22-02-2024,02023R0888-20241014,COUNCIL_REGULATION_EU_2023_888_28_April_2023,http://data.europa.eu/eli/reg/2023/888/2024-10-14,Republic of Moldova,Moldova,EU
Marina TAUBER,female,"Marina Tauber is the deputy leader of the ȘOR Party and a Member of the Parliament of the Republic of Moldova. She was charged in the ‘Bank Fraud’ case and she is subject to investigation in two criminal cases in the Republic of Moldova related to the illegal financing from an organised criminal group and the falsification of the report on the financial management of the ȘOR Party.; On 20 December 2022, prosecutors conducted several searches in connection with the case of the illegal financing of Ilan Shor’s party. The authorities of the Republic of Moldova then identified money which, according to the prosecutors, was to be used for organising anti-government protests and remunerating the participants in those demonstrations.; In 2023, knives, flammable substances and daggers were seized following protests organised by the People’s Movement, which the ȘOR Party is part of. Violence and altercations between the police and demonstrators were registered, where 54 people were detained, including minors. According to the General Police Inspectorate of the Republic of Moldova, Marina Tauber was among the main organisers of the protests of the ȘOR Party and the People’s Movement.; According to the Anticorruption Prosecutor’s Office of the Republic of Moldova, she used special communication instruments in order to give direct instructions to the presidents and vice-presidents of the territorial offices of the ȘOR Party in the country on how to bring people to the demonstrations, organise transport and how to receive the money for the remuneration of the people.; By directing and planning violent demonstrations and through her serious financial misconduct concerning public funds and the unauthorised export of capital, Marina Tauber is responsible for actions which undermine and threaten the sovereignty and independence of the Republic of Moldova, and the democracy, the rule of law, stability and security in the Republic of Moldova.",1,0,0,0,30-05-2023,02023R0888-20241014,COUNCIL_REGULATION_EU_2023_888_28_April_2023,http://data.europa.eu/eli/reg/2023/888/2024-10-14,Moldovan,Moldova,EU
Nelli PARUTENCO,female,"Nelli Parutenco was the treasurer of Ilan Shor’s political party ‘SHOR’ (‘ȘOR’), until it was banned. In the context of investigations into SHOR for illegal financing, she escaped to Moscow in 2022.; Nelli Parutenco is now the founder and director of the Russia-based non-governmental association Evrazia, the goal of which is to promote Russian interests in former Soviet republics, including in the Republic of Moldova. Evrazia promotes Russian propaganda narratives, including among young children at youth camps it organises. Evrazia serves as a channel to provide financing from a Russian bank and from Ilan Shor to citizens and infrastructure projects in Gagauzia.; Through Evrazia, Nelli Parutenco is therefore attempting to overthrow the constitutional order, thereby threatening the sovereignty and independence of the Republic of Moldova, and democracy, stability and security in the Republic of Moldova.; Nelli Parutenco is associated with Evrazia. Moreover, Nelli Parutenco is associated with Ilan Shor.",1,0,0,0,14-10-2024,02023R0888-20241014,COUNCIL_REGULATION_EU_2023_888_28_April_2023,http://data.europa.eu/eli/reg/2023/888/2024-10-14,Republic of Moldova,Moldova,EU
