165,Dr. Malek  ALI  (a.k.a. Malik Ali),male,Syria,"Former Higher Education Minister in power after May 2011. As a former Government Minister, shares responsibility for the Syrian regime’s violent repression of the civilian population.","direct,activity","a direct reason for being sanctioned refers to an individual's own actions, decisions, or responsibilities that violate international laws, norms, or sanctions criteria. the individual is sanctioned based on their own actions or on the reasonable assumption that, given their role or position within the sanctioned regime, they were directly involved in or responsible for the conduct in question.,sanctions are imposed based on specific actions or behaviors an individual has taken, such as human rights violations, involvement in terrorism, corruption, or cyberattacks. the focus is on what the person did.",COUNCIL_REGULATION_EU_36_2012_18_January_2012,02012R0036_20241125,http://data.europa.eu/eli/reg/2012/36/2024-11-25,24-06-2014,EU
166,Hussein ARNOUS (a.k.a. Arnus) (حسين عرنوس),male,Syria,"Prime Minister. Appointed in August 2020.; As a Government Minister, shares responsibility for the Syrian regime’s violent repression of the civilian population.","direct,activity","a direct reason for being sanctioned refers to an individual's own actions, decisions, or responsibilities that violate international laws, norms, or sanctions criteria. the individual is sanctioned based on their own actions or on the reasonable assumption that, given their role or position within the sanctioned regime, they were directly involved in or responsible for the conduct in question.,sanctions are imposed based on specific actions or behaviors an individual has taken, such as human rights violations, involvement in terrorism, corruption, or cyberattacks. the focus is on what the person did.",COUNCIL_REGULATION_EU_36_2012_18_January_2012,02012R0036_20241125,http://data.europa.eu/eli/reg/2012/36/2024-11-25,24-06-2014,EU
167,Dr. Hassib Elias SHAMMAS (a.k.a. Hasib),male,Syria,"Former State Minister in power after May 2011. As a former Government Minister, shares responsibility for the Syrian regime’s violent repression of the civilian population.","direct,activity","a direct reason for being sanctioned refers to an individual's own actions, decisions, or responsibilities that violate international laws, norms, or sanctions criteria. the individual is sanctioned based on their own actions or on the reasonable assumption that, given their role or position within the sanctioned regime, they were directly involved in or responsible for the conduct in question.,sanctions are imposed based on specific actions or behaviors an individual has taken, such as human rights violations, involvement in terrorism, corruption, or cyberattacks. the focus is on what the person did.",COUNCIL_REGULATION_EU_36_2012_18_January_2012,02012R0036_20241125,http://data.europa.eu/eli/reg/2012/36/2024-11-25,24-06-2014,EU
168,Hashim Anwar AL-AQQAD,male,Syria,"Leading businessperson operating in Syria, with interests and/or activities in multiple sectors of Syria’s economy. He holds interests in and/or has significant influence in Anwar Akkad Sons Group (AASG) and its subsidiary United Oil. AASG is a conglomerate with interests in sectors such as oil, gas, chemicals, insurance, industrial machinery, real estate, tourism, exhibitions, contracting, insurance and medical equipment. He is also a co-founder of a leading security firm (ProGuard).; Hashim Anwar al-Aqqad also worked as a member of the Syrian Parliament as recently as 2012.; Hashim Anwar Al-Aqqad could not have remained successful without assistance from the regime. Given the extent of his business and political ties to the regime, he provides support to and benefits from the Syrian regime.","direct,activity,profit","a direct reason for being sanctioned refers to an individual's own actions, decisions, or responsibilities that violate international laws, norms, or sanctions criteria. the individual is sanctioned based on their own actions or on the reasonable assumption that, given their role or position within the sanctioned regime, they were directly involved in or responsible for the conduct in question.,sanctions are imposed based on specific actions or behaviors an individual has taken, such as human rights violations, involvement in terrorism, corruption, or cyberattacks. the focus is on what the person did.,sanctions target individuals who have benefited economically from sanctioned regimes and/or individuals. the focus is on how the individual profited from someone else’s actions, without having committed any acts themselves.",COUNCIL_REGULATION_EU_36_2012_18_January_2012,02012R0036_20241125,http://data.europa.eu/eli/reg/2012/36/2024-11-25,23-07-2014,EU
169,"Suhayl (a.k.a. Sohail, Suhail, Suheil) HASSAN (a.k.a. Hasan, al-Hasan, al-Hassan) known as ‘The Tiger’ (a.k.a. al-Nimr)",male,Syria,"Officer of the rank of Major-General in the Syrian Army after May 2011. Commander of army division known as ‘Tiger Forces’. Since August 2019, ‘Tiger Forces’ has been renamed ‘Division 25 Special Mission Forces’ and placed under the army’s centralcommand. Responsible for the violent repression of the civilian population in Syria.","direct,activity","a direct reason for being sanctioned refers to an individual's own actions, decisions, or responsibilities that violate international laws, norms, or sanctions criteria. the individual is sanctioned based on their own actions or on the reasonable assumption that, given their role or position within the sanctioned regime, they were directly involved in or responsible for the conduct in question.,sanctions are imposed based on specific actions or behaviors an individual has taken, such as human rights violations, involvement in terrorism, corruption, or cyberattacks. the focus is on what the person did.",COUNCIL_REGULATION_EU_36_2012_18_January_2012,02012R0036_20241125,http://data.europa.eu/eli/reg/2012/36/2024-11-25,23-07-2014,EU
170,Amr ARMANAZI,male,Syria,"Director‐General of the Syrian Scientific Studies and Research Centre (SSRC), responsible for providing support to the Syrian army for the acquisition of equipment used for the surveillance and repression of demonstrators. Also responsible for the development and production of non‐conventional weapons, including chemical weapons, and the missiles to deliver them.; Responsible for the violent repression of the civilian population; supports the Syrian regime.","direct,activity","a direct reason for being sanctioned refers to an individual's own actions, decisions, or responsibilities that violate international laws, norms, or sanctions criteria. the individual is sanctioned based on their own actions or on the reasonable assumption that, given their role or position within the sanctioned regime, they were directly involved in or responsible for the conduct in question.,sanctions are imposed based on specific actions or behaviors an individual has taken, such as human rights violations, involvement in terrorism, corruption, or cyberattacks. the focus is on what the person did.",COUNCIL_REGULATION_EU_36_2012_18_January_2012,02012R0036_20241125,http://data.europa.eu/eli/reg/2012/36/2024-11-25,23-07-2014,EU
171,Bayan BITAR,male,Syria,"Managing Director of the Organisation for Technological Industries (OTI), and the Syrian Company for Information Technology (SCIT), which are both subsidiaries of the Syrian Ministry of Defence, which has been designated by the Council. OTI assists in the production of chemical weapons for the Syrian regime. As Managing Director of OTI and the SCIT, Bayan Bitar provides support to the Syrian regime. Due to his role in the production of chemical weapons, he also shares responsibility for the violent repression of the Syrian population. In view of his senior position in these entities, he is also associated with the designated entities OTI and SCIT.","direct,activity","a direct reason for being sanctioned refers to an individual's own actions, decisions, or responsibilities that violate international laws, norms, or sanctions criteria. the individual is sanctioned based on their own actions or on the reasonable assumption that, given their role or position within the sanctioned regime, they were directly involved in or responsible for the conduct in question.,sanctions are imposed based on specific actions or behaviors an individual has taken, such as human rights violations, involvement in terrorism, corruption, or cyberattacks. the focus is on what the person did.",COUNCIL_REGULATION_EU_36_2012_18_January_2012,02012R0036_20241125,http://data.europa.eu/eli/reg/2012/36/2024-11-25,07-03-2015,EU
172,Brigadier General Ghassan ABBAS,male,Syria,"Manager of the branch of the designated Syrian Scientific Studies and Research Centre (SSRC/CERS) near Jumraya/Jmraiya. He has been involved in the proliferation of chemical weapons and the organisation of chemical weapons attacks, including in Ghouta in August 2013. He therefore shares responsibility for the violent repression of the Syrian population. As manager of the SSRC/CERS branch near Jumraya/Jmraiya, Ghassan Abbas provides support to the Syrian regime. As a result of his senior position in the SSRC, he is also associated with the designated entity SSRC.","direct,activity","a direct reason for being sanctioned refers to an individual's own actions, decisions, or responsibilities that violate international laws, norms, or sanctions criteria. the individual is sanctioned based on their own actions or on the reasonable assumption that, given their role or position within the sanctioned regime, they were directly involved in or responsible for the conduct in question.,sanctions are imposed based on specific actions or behaviors an individual has taken, such as human rights violations, involvement in terrorism, corruption, or cyberattacks. the focus is on what the person did.",COUNCIL_REGULATION_EU_36_2012_18_January_2012,02012R0036_20241125,http://data.europa.eu/eli/reg/2012/36/2024-11-25,07-03-2015,EU
173,Hassan SAFIYEH,male,Syria,"Former Minister of Internal Trade and Consumer Protection in power after May 2011 (appointed 27.8.2014). As a former Government Minister, shares responsibility for the Syrian regime’s violent repression of the civilian population.","direct,activity","a direct reason for being sanctioned refers to an individual's own actions, decisions, or responsibilities that violate international laws, norms, or sanctions criteria. the individual is sanctioned based on their own actions or on the reasonable assumption that, given their role or position within the sanctioned regime, they were directly involved in or responsible for the conduct in question.,sanctions are imposed based on specific actions or behaviors an individual has taken, such as human rights violations, involvement in terrorism, corruption, or cyberattacks. the focus is on what the person did.",COUNCIL_REGULATION_EU_36_2012_18_January_2012,02012R0036_20241125,http://data.europa.eu/eli/reg/2012/36/2024-11-25,21-10-2014,EU
174,George HASWANI,male,Syria,"Leading businessperson operating in Syria, with interests and/or activities in the engineering, construction and oil and gas sectors. He holds interests in and/or has significant influence in a number of companies and entities in Syria, in particular HESCO Engineering and Construction Company, a major engineering and construction company.","direct,activity,profit","a direct reason for being sanctioned refers to an individual's own actions, decisions, or responsibilities that violate international laws, norms, or sanctions criteria. the individual is sanctioned based on their own actions or on the reasonable assumption that, given their role or position within the sanctioned regime, they were directly involved in or responsible for the conduct in question.,sanctions are imposed based on specific actions or behaviors an individual has taken, such as human rights violations, involvement in terrorism, corruption, or cyberattacks. the focus is on what the person did.,sanctions target individuals who have benefited economically from sanctioned regimes and/or individuals. the focus is on how the individual profited from someone else’s actions, without having committed any acts themselves.",COUNCIL_REGULATION_EU_36_2012_18_January_2012,02012R0036_20241125,http://data.europa.eu/eli/reg/2012/36/2024-11-25,07-03-2015,EU
175,Emad HAMSHO,male,Syria,"Occupies a senior management position in Hamsho Trading. As a result of his senior position in Hamsho Trading, a subsidiary of Hamsho International, which has been designated by the Council, he provides support to the Syrian regime and is associated with that entity.; He is vice-president of the Syrian Council of Iron and Steel alongside designated regime businessmen such as Ayman Jabir. Hamsho’s assets include Syrian Metal Industries, a steel plant outside Damascus, which Hamsho has supplied with scrap metal looted by pro-government militias over the course of the war. He is also an associate of President Bashar al-Assad.","direct,activity","a direct reason for being sanctioned refers to an individual's own actions, decisions, or responsibilities that violate international laws, norms, or sanctions criteria. the individual is sanctioned based on their own actions or on the reasonable assumption that, given their role or position within the sanctioned regime, they were directly involved in or responsible for the conduct in question.,sanctions are imposed based on specific actions or behaviors an individual has taken, such as human rights violations, involvement in terrorism, corruption, or cyberattacks. the focus is on what the person did.",COUNCIL_REGULATION_EU_36_2012_18_January_2012,02012R0036_20241125,http://data.europa.eu/eli/reg/2012/36/2024-11-25,07-03-2015,EU
176,"Major General Muhamad  (a.k.a. Mohamed, Muhammad) MAHALLA  (a.k.a. Mahla, Mualla, Maalla, Muhalla)",male,Syria,"Member of the Syria Armed Forces of the rank of Major General in post after May 2011. Former head of the Syrian Military Intelligence (SMI), Branch 293 (Internal Affairs), since April 2015. Responsible for repression of and violence against the civilian population in Damascus/Damascus Countryside. Former Deputy Head of Political Security (2012), Officer of the Syrian Republican Guard and Vice-Director of the Political Security Directorate. Former head of Military Police, Member of the National Security Bureau.","direct,activity","a direct reason for being sanctioned refers to an individual's own actions, decisions, or responsibilities that violate international laws, norms, or sanctions criteria. the individual is sanctioned based on their own actions or on the reasonable assumption that, given their role or position within the sanctioned regime, they were directly involved in or responsible for the conduct in question.,sanctions are imposed based on specific actions or behaviors an individual has taken, such as human rights violations, involvement in terrorism, corruption, or cyberattacks. the focus is on what the person did.",COUNCIL_REGULATION_EU_36_2012_18_January_2012,02012R0036_20241125,http://data.europa.eu/eli/reg/2012/36/2024-11-25,29-05-2015,EU
177,Adib SALAMEH,male,Syria,"Member of the Syrian security and intelligence services in post after May 2011; Deputy Director of the Air Force Intelligence Directorate in Damascus; previously Head of Air Force Intelligence in Aleppo.; Member of the Syrian Armed Forces of the rank of Colonel and the equivalent or higher in post after May 2011; holds the rank of Major General.; Responsible for the violent repression of the civilian population in Syria, through the planning of and involvement in military assaults in Aleppo and authority over the arrest and detention of civilians.","direct,activity","a direct reason for being sanctioned refers to an individual's own actions, decisions, or responsibilities that violate international laws, norms, or sanctions criteria. the individual is sanctioned based on their own actions or on the reasonable assumption that, given their role or position within the sanctioned regime, they were directly involved in or responsible for the conduct in question.,sanctions are imposed based on specific actions or behaviors an individual has taken, such as human rights violations, involvement in terrorism, corruption, or cyberattacks. the focus is on what the person did.",COUNCIL_REGULATION_EU_36_2012_18_January_2012,02012R0036_20241125,http://data.europa.eu/eli/reg/2012/36/2024-11-25,28-10-2016,EU
178,Adnan Aboud HILWEH,male,Syria,"Holds the rank of Brigadier General of 155 Brigade and 157 Brigade in the Syrian Army in post after May 2011.; As the Brigadier General of 155 Brigade and 157 Brigade, he is responsible for the violent repression of the civilian population in Syria, including through his responsibility for the deployment and use of missile and chemical weapons in civilian areas in 2013 and involvement in large scale detentions.","direct,activity","a direct reason for being sanctioned refers to an individual's own actions, decisions, or responsibilities that violate international laws, norms, or sanctions criteria. the individual is sanctioned based on their own actions or on the reasonable assumption that, given their role or position within the sanctioned regime, they were directly involved in or responsible for the conduct in question.,sanctions are imposed based on specific actions or behaviors an individual has taken, such as human rights violations, involvement in terrorism, corruption, or cyberattacks. the focus is on what the person did.",COUNCIL_REGULATION_EU_36_2012_18_January_2012,02012R0036_20241125,http://data.europa.eu/eli/reg/2012/36/2024-11-25,28-10-2016,EU
179,Jawdat Salbi MAWAS,male,Syria,"Holds the rank of Major General, a senior officer in the Syrian Artillery and Missile Directorate of the Syrian Armed Forces, in post after May 2011.; As a senior ranking officer of the Syrian Artillery and Missile Directorate, he is responsible for violent repression of the civilian population, including the use of missiles and chemical weapons by Brigades under his command in highly populated civilian areas in Ghouta in 2013.","direct,activity","a direct reason for being sanctioned refers to an individual's own actions, decisions, or responsibilities that violate international laws, norms, or sanctions criteria. the individual is sanctioned based on their own actions or on the reasonable assumption that, given their role or position within the sanctioned regime, they were directly involved in or responsible for the conduct in question.,sanctions are imposed based on specific actions or behaviors an individual has taken, such as human rights violations, involvement in terrorism, corruption, or cyberattacks. the focus is on what the person did.",COUNCIL_REGULATION_EU_36_2012_18_January_2012,02012R0036_20241125,http://data.europa.eu/eli/reg/2012/36/2024-11-25,28-10-2016,EU
180,Tahir  Hamid  KHALIL  (a.k.a. Tahir Hamid Khali; Khalil Tahir Hamid),male,Syria,"Holds the ranks of Major General, Head of the Syrian Artillery and Missiles Directorate of the Syrian Armed Forces, in post after May 2011. As a senior ranking officer of the Syrian Artillery and Missile Directorate, he is responsible for the violent repression of the civilian population, including the deployment of missiles and chemical weapons by Brigades under his command in highly populated civilian areas in Ghouta in 2013.","direct,activity","a direct reason for being sanctioned refers to an individual's own actions, decisions, or responsibilities that violate international laws, norms, or sanctions criteria. the individual is sanctioned based on their own actions or on the reasonable assumption that, given their role or position within the sanctioned regime, they were directly involved in or responsible for the conduct in question.,sanctions are imposed based on specific actions or behaviors an individual has taken, such as human rights violations, involvement in terrorism, corruption, or cyberattacks. the focus is on what the person did.",COUNCIL_REGULATION_EU_36_2012_18_January_2012,02012R0036_20241125,http://data.europa.eu/eli/reg/2012/36/2024-11-25,28-10-2016,EU
181,Hilal HILAL (a.k.a. Hilal al-Hilal),male,Syria,Member of the regime-affiliated militias known as ‘Kataeb al-Baath’ (the Baath Party militia). Vice-Chairman of the Baath Party. Supports the Syrian regime through his role in the recruitment and organisation of the Baath Party militia.,"direct,activity","a direct reason for being sanctioned refers to an individual's own actions, decisions, or responsibilities that violate international laws, norms, or sanctions criteria. the individual is sanctioned based on their own actions or on the reasonable assumption that, given their role or position within the sanctioned regime, they were directly involved in or responsible for the conduct in question.,sanctions are imposed based on specific actions or behaviors an individual has taken, such as human rights violations, involvement in terrorism, corruption, or cyberattacks. the focus is on what the person did.",COUNCIL_REGULATION_EU_36_2012_18_January_2012,02012R0036_20241125,http://data.europa.eu/eli/reg/2012/36/2024-11-25,28-10-2016,EU
182,Ammar AL‐SHARIF,male,Syria,Associated with a member of the Makhlouf family (brother‐in‐law of Rami Makhlouf).,"indirect,family_status","an indirect reason means the individual is sanctioned due to their association with, affiliation with a sanctioned person, or benefit from a sanctioned person’s actions, even if they did not commit the wrongful act themselves.,sanctions are applied based on familial or close personal ties to sanctioned individuals, under the assumption that these connections may facilitate or benefit from illicit activity or allow sanctions to be circumvented.",COUNCIL_REGULATION_EU_36_2012_18_January_2012,02012R0036_20241125,http://data.europa.eu/eli/reg/2012/36/2024-11-25,28-10-2016,EU
183,Bishr AL-SABBAN,male,Syria,"Former Governor of Damascus, who was appointed by, and is associated with, President Bashar al-Assad. Supports the Syrian regime and is responsible for the violent repression of the civilian population in Syria, including engaging in discriminatory practices against Sunni communities within the capital.","direct,activity","a direct reason for being sanctioned refers to an individual's own actions, decisions, or responsibilities that violate international laws, norms, or sanctions criteria. the individual is sanctioned based on their own actions or on the reasonable assumption that, given their role or position within the sanctioned regime, they were directly involved in or responsible for the conduct in question.,sanctions are imposed based on specific actions or behaviors an individual has taken, such as human rights violations, involvement in terrorism, corruption, or cyberattacks. the focus is on what the person did.",COUNCIL_REGULATION_EU_36_2012_18_January_2012,02012R0036_20241125,http://data.europa.eu/eli/reg/2012/36/2024-11-25,28-10-2016,EU
184,Ahmad Sheik ABDUL‐QADER,male,Syria,"Former Governor of Quneitra, associated with and appointed by President Bashar al‐Assad. Previously Governor of Latakia. Supports and benefits from the Syrian regime, including by public support for the Syrian Armed Forces and pro‐regime militia.","direct,activity,profit","a direct reason for being sanctioned refers to an individual's own actions, decisions, or responsibilities that violate international laws, norms, or sanctions criteria. the individual is sanctioned based on their own actions or on the reasonable assumption that, given their role or position within the sanctioned regime, they were directly involved in or responsible for the conduct in question.,sanctions are imposed based on specific actions or behaviors an individual has taken, such as human rights violations, involvement in terrorism, corruption, or cyberattacks. the focus is on what the person did.,sanctions target individuals who have benefited economically from sanctioned regimes and/or individuals. the focus is on how the individual profited from someone else’s actions, without having committed any acts themselves.",COUNCIL_REGULATION_EU_36_2012_18_January_2012,02012R0036_20241125,http://data.europa.eu/eli/reg/2012/36/2024-11-25,28-10-2016,EU
185,Dr. Ghassan Omar KHALAF,male,Syria,"Former Governor of Hama, who was appointed by, and is associated with, President Bashar al‐Assad. He also supports and benefits from the Syrian regime. Ghassan Omar Khalaf is closely associated with members of a regime‐affiliated militia in Hama known as the Hama Brigade.","direct,activity,profit","a direct reason for being sanctioned refers to an individual's own actions, decisions, or responsibilities that violate international laws, norms, or sanctions criteria. the individual is sanctioned based on their own actions or on the reasonable assumption that, given their role or position within the sanctioned regime, they were directly involved in or responsible for the conduct in question.,sanctions are imposed based on specific actions or behaviors an individual has taken, such as human rights violations, involvement in terrorism, corruption, or cyberattacks. the focus is on what the person did.,sanctions target individuals who have benefited economically from sanctioned regimes and/or individuals. the focus is on how the individual profited from someone else’s actions, without having committed any acts themselves.",COUNCIL_REGULATION_EU_36_2012_18_January_2012,02012R0036_20241125,http://data.europa.eu/eli/reg/2012/36/2024-11-25,28-10-2016,EU
186,Khayr al‐Din AL‐SAYYED,male,Syria,"Former Governor of Idlib, associated with and appointed by President Bashar al‐Assad. Benefits from and supports the Syrian regime, including by providing support for Syrian Armed Forces and pro‐regime militia. Associated with the regime’s Minister of Awqaf, Dr. Mohammad Abdul‐Sattar al‐Sayyed, who is his brother.","direct,activity,profit","a direct reason for being sanctioned refers to an individual's own actions, decisions, or responsibilities that violate international laws, norms, or sanctions criteria. the individual is sanctioned based on their own actions or on the reasonable assumption that, given their role or position within the sanctioned regime, they were directly involved in or responsible for the conduct in question.,sanctions are imposed based on specific actions or behaviors an individual has taken, such as human rights violations, involvement in terrorism, corruption, or cyberattacks. the focus is on what the person did.,sanctions target individuals who have benefited economically from sanctioned regimes and/or individuals. the focus is on how the individual profited from someone else’s actions, without having committed any acts themselves.",COUNCIL_REGULATION_EU_36_2012_18_January_2012,02012R0036_20241125,http://data.europa.eu/eli/reg/2012/36/2024-11-25,28-10-2016,EU
187,Atef NADDAF,male,Syria,"Former Minister of Internal Trade and Consumer Protection.; As a former Government Minister, shares responsibility for the Syrian regime’s violent repression of the civilian population.","direct,activity","a direct reason for being sanctioned refers to an individual's own actions, decisions, or responsibilities that violate international laws, norms, or sanctions criteria. the individual is sanctioned based on their own actions or on the reasonable assumption that, given their role or position within the sanctioned regime, they were directly involved in or responsible for the conduct in question.,sanctions are imposed based on specific actions or behaviors an individual has taken, such as human rights violations, involvement in terrorism, corruption, or cyberattacks. the focus is on what the person did.",COUNCIL_REGULATION_EU_36_2012_18_January_2012,02012R0036_20241125,http://data.europa.eu/eli/reg/2012/36/2024-11-25,14-11-2016,EU
188,Hussein MAKHLOUF,male,Syria,"Minister of Water Resources since December 2023. Former Minister of local Administration and environment.; Former Governor of Damascus Governorate.; As a Government Minister, shares responsibility for the Syrian regime’s violent repression of the civilian population.; Cousin of Rami Makhlouf.","direct,activity","a direct reason for being sanctioned refers to an individual's own actions, decisions, or responsibilities that violate international laws, norms, or sanctions criteria. the individual is sanctioned based on their own actions or on the reasonable assumption that, given their role or position within the sanctioned regime, they were directly involved in or responsible for the conduct in question.,sanctions are imposed based on specific actions or behaviors an individual has taken, such as human rights violations, involvement in terrorism, corruption, or cyberattacks. the focus is on what the person did.",COUNCIL_REGULATION_EU_36_2012_18_January_2012,02012R0036_20241125,http://data.europa.eu/eli/reg/2012/36/2024-11-25,14-11-2016,EU
189,Ali AL-ZAFIR,male,Syria,"Former Minister of Communications and Technology. As a former Government Minister, shares responsibility for the Syrian regime’s violent repression of the civilian population.","direct,activity","a direct reason for being sanctioned refers to an individual's own actions, decisions, or responsibilities that violate international laws, norms, or sanctions criteria. the individual is sanctioned based on their own actions or on the reasonable assumption that, given their role or position within the sanctioned regime, they were directly involved in or responsible for the conduct in question.,sanctions are imposed based on specific actions or behaviors an individual has taken, such as human rights violations, involvement in terrorism, corruption, or cyberattacks. the focus is on what the person did.",COUNCIL_REGULATION_EU_36_2012_18_January_2012,02012R0036_20241125,http://data.europa.eu/eli/reg/2012/36/2024-11-25,14-11-2016,EU
190,Ali GHANEM,male,Syria,"Former Minister for Petroleum and Mineral Resources.; As a former Government Minister, shares responsibility for the Syrian regime’s violent repression of the civilian population.","direct,activity","a direct reason for being sanctioned refers to an individual's own actions, decisions, or responsibilities that violate international laws, norms, or sanctions criteria. the individual is sanctioned based on their own actions or on the reasonable assumption that, given their role or position within the sanctioned regime, they were directly involved in or responsible for the conduct in question.,sanctions are imposed based on specific actions or behaviors an individual has taken, such as human rights violations, involvement in terrorism, corruption, or cyberattacks. the focus is on what the person did.",COUNCIL_REGULATION_EU_36_2012_18_January_2012,02012R0036_20241125,http://data.europa.eu/eli/reg/2012/36/2024-11-25,14-11-2016,EU
191,"Mohammed (a.k.a. Mohamed, Muhammad, Mohammad) Ramez TOURJMAN (a.k.a. Tourjuman)",male,Syria,"Former Minister of Information. As a former Government Minister, shares responsibility for the Syrian regime’s violent repression of the civilian population.","direct,activity","a direct reason for being sanctioned refers to an individual's own actions, decisions, or responsibilities that violate international laws, norms, or sanctions criteria. the individual is sanctioned based on their own actions or on the reasonable assumption that, given their role or position within the sanctioned regime, they were directly involved in or responsible for the conduct in question.,sanctions are imposed based on specific actions or behaviors an individual has taken, such as human rights violations, involvement in terrorism, corruption, or cyberattacks. the focus is on what the person did.",COUNCIL_REGULATION_EU_36_2012_18_January_2012,02012R0036_20241125,http://data.europa.eu/eli/reg/2012/36/2024-11-25,14-11-2016,EU
192,"Mohammed (a.k.a. Mohamed, Muhammad, Mohammad) AL-AHMED (a.k.a. al-Ahmad)",male,Syria,"Former Culture Minister.; As a former Government Minister, shares responsibility for the Syrian regime’s violent repression of the civilian population.","direct,activity","a direct reason for being sanctioned refers to an individual's own actions, decisions, or responsibilities that violate international laws, norms, or sanctions criteria. the individual is sanctioned based on their own actions or on the reasonable assumption that, given their role or position within the sanctioned regime, they were directly involved in or responsible for the conduct in question.,sanctions are imposed based on specific actions or behaviors an individual has taken, such as human rights violations, involvement in terrorism, corruption, or cyberattacks. the focus is on what the person did.",COUNCIL_REGULATION_EU_36_2012_18_January_2012,02012R0036_20241125,http://data.europa.eu/eli/reg/2012/36/2024-11-25,14-11-2016,EU
193,Ali HAMOUD,male,Syria,"Former Transport Minister.; As a former Government Minister, shares responsibility for the Syrian regime’s violent repression of the civilian population.","direct,activity","a direct reason for being sanctioned refers to an individual's own actions, decisions, or responsibilities that violate international laws, norms, or sanctions criteria. the individual is sanctioned based on their own actions or on the reasonable assumption that, given their role or position within the sanctioned regime, they were directly involved in or responsible for the conduct in question.,sanctions are imposed based on specific actions or behaviors an individual has taken, such as human rights violations, involvement in terrorism, corruption, or cyberattacks. the focus is on what the person did.",COUNCIL_REGULATION_EU_36_2012_18_January_2012,02012R0036_20241125,http://data.europa.eu/eli/reg/2012/36/2024-11-25,14-11-2016,EU
194,Mohammed Zuhair (a.k.a. Zahir) KHARBOUTLI,male,Syria,"Former Electricity Minister.; As a former Government Minister, shares responsibility for the Syrian regime’s violent repression of the civilian population.","direct,activity","a direct reason for being sanctioned refers to an individual's own actions, decisions, or responsibilities that violate international laws, norms, or sanctions criteria. the individual is sanctioned based on their own actions or on the reasonable assumption that, given their role or position within the sanctioned regime, they were directly involved in or responsible for the conduct in question.,sanctions are imposed based on specific actions or behaviors an individual has taken, such as human rights violations, involvement in terrorism, corruption, or cyberattacks. the focus is on what the person did.",COUNCIL_REGULATION_EU_36_2012_18_January_2012,02012R0036_20241125,http://data.europa.eu/eli/reg/2012/36/2024-11-25,14-11-2016,EU
195,Maamoun (a.k.a. Ma’moun) HAMDAN,male,Syria,"Former Finance Minister.; As a former Government Minister, shares responsibility for the Syrian regime’s violent repression of the civilian population.","direct,activity","a direct reason for being sanctioned refers to an individual's own actions, decisions, or responsibilities that violate international laws, norms, or sanctions criteria. the individual is sanctioned based on their own actions or on the reasonable assumption that, given their role or position within the sanctioned regime, they were directly involved in or responsible for the conduct in question.,sanctions are imposed based on specific actions or behaviors an individual has taken, such as human rights violations, involvement in terrorism, corruption, or cyberattacks. the focus is on what the person did.",COUNCIL_REGULATION_EU_36_2012_18_January_2012,02012R0036_20241125,http://data.europa.eu/eli/reg/2012/36/2024-11-25,14-11-2016,EU
196,Nabil AL‐HASAN (a.k.a. al‐Hassan),male,Syria,"Former Minister of Water Resources.; Appointed in July 2016.; As a former Government Minister, shares responsibility for the Syrian regime’s violent repression of the civilian population.","direct,activity","a direct reason for being sanctioned refers to an individual's own actions, decisions, or responsibilities that violate international laws, norms, or sanctions criteria. the individual is sanctioned based on their own actions or on the reasonable assumption that, given their role or position within the sanctioned regime, they were directly involved in or responsible for the conduct in question.,sanctions are imposed based on specific actions or behaviors an individual has taken, such as human rights violations, involvement in terrorism, corruption, or cyberattacks. the focus is on what the person did.",COUNCIL_REGULATION_EU_36_2012_18_January_2012,02012R0036_20241125,http://data.europa.eu/eli/reg/2012/36/2024-11-25,14-11-2016,EU
197,Abdullah AL‐GHARBI (a.k.a. al‐Qirbi),male,Syria,"Former Minister of Internal Trade and Consumer Protection.; Appointed in July 2016.; As a former Government Minister, shares responsibility for the Syrian regime’s violent repression of the civilian population.","direct,activity","a direct reason for being sanctioned refers to an individual's own actions, decisions, or responsibilities that violate international laws, norms, or sanctions criteria. the individual is sanctioned based on their own actions or on the reasonable assumption that, given their role or position within the sanctioned regime, they were directly involved in or responsible for the conduct in question.,sanctions are imposed based on specific actions or behaviors an individual has taken, such as human rights violations, involvement in terrorism, corruption, or cyberattacks. the focus is on what the person did.",COUNCIL_REGULATION_EU_36_2012_18_January_2012,02012R0036_20241125,http://data.europa.eu/eli/reg/2012/36/2024-11-25,14-11-2016,EU
198,Abdullah ABDULLAH,male,Syria,"Minister of State. Appointed in August 2021.; As a Government Minister, shares responsibility for the Syrian regime’s violent repression of the civilian population.","direct,activity","a direct reason for being sanctioned refers to an individual's own actions, decisions, or responsibilities that violate international laws, norms, or sanctions criteria. the individual is sanctioned based on their own actions or on the reasonable assumption that, given their role or position within the sanctioned regime, they were directly involved in or responsible for the conduct in question.,sanctions are imposed based on specific actions or behaviors an individual has taken, such as human rights violations, involvement in terrorism, corruption, or cyberattacks. the focus is on what the person did.",COUNCIL_REGULATION_EU_36_2012_18_January_2012,02012R0036_20241125,http://data.europa.eu/eli/reg/2012/36/2024-11-25,14-11-2016,EU
