Name_id,Name,Gender,Statement_of_reason,Activity-based,Profit_based,Status_based,Family-member_sanctions,Date_designated,Doc_num,Doc_title,Doc_url,Nationality,Regime_name,Designation_source,Unnamed: 15
183,ekaterina yurievna gubareva,female,"In her capacity of former so-called ‘Minister of Foreign Affairs’ she was responsible for defending the so-called ‘Donetsk People’s Republic’, thus undermining the territorial integrity, sovereignty and independence of Ukraine. In taking on and acting in this capacity she has therefore supported actions and policies which undermine the territorial integrity, sovereignty and independence of Ukraine. Remains active in supporting separatist actions or policies.; Former Member of the so-called ‘People’s Council’ of the ‘Donetsk People’s Republic’ (until November 2018).; ‘Deputy head of military-civil administration in Kherson region’ between June 2022 and December 2022.",1,0,0,0,25-07-2014,02014R0269-20250316,COUNCIL_REGULATION_EU_269_2014_of_17_March_2014,http://data.europa.eu/eli/reg/2014/269/2025-03-16,unknown,Ukraine,EU,
184,elena aleksandrovna kulikova,female,"Elena Kulikova is the General Director and founder of LLC Inkotech. LLC Inkotech is a Russian supplier of imported electronic components and printed circuit boards of various levels. The company delivers products such as semiconductor and microwave components from abroad to the largest Russian military-industrial complex enterprises that manufacture equipment used in Russia’s war of aggression against Ukraine. By being the General Director and founder of LLC Inkotech, Elena Kulikova is supporting materially the Government of the Russian Federation, which is responsible for the annexation of Crimea and the destabilisation of Ukraine.",1,0,0,0,24-06-2024,02014R0269-20250316,COUNCIL_REGULATION_EU_269_2014_of_17_March_2014,http://data.europa.eu/eli/reg/2014/269/2025-03-16,Russian,Ukraine,EU,
185,elena aleksandrovna shapurova,female,"Elena Shapurova is the Russian-appointed ‘Minister of the Ministry of Education and Science of Zaporizhia region’. She enacted re-education policies of Ukrainian children in the Russian-occupied region of Zaporizhzhia, diminishing Ukrainian-language classes and increasing the number of Russian classes, including promoting Russian culture and civic-education classes. Therefore, she is supporting and implementing actions and policies which undermine and threaten the territorial integrity, sovereignty, and independence of Ukraine.",1,0,0,0,18-12-2023,02014R0269-20250316,COUNCIL_REGULATION_EU_269_2014_of_17_March_2014,http://data.europa.eu/eli/reg/2014/269/2025-03-16,unknown,Ukraine,EU,
186,elena alexandrovna yampolskaya,female,"Member of the State Duma who ratified the government decisions of the Treaty of Friendship, Cooperation and Mutual Assistance between the Russian Federation and the Donetsk People’s Republic and between the Russian Federation and the Luhansk People’s Republic.",1,0,0,0,25-02-2022,02014R0269-20250316,COUNCIL_REGULATION_EU_269_2014_of_17_March_2014,http://data.europa.eu/eli/reg/2014/269/2025-03-16,unknown,Ukraine,EU,
187,elena borisovna mizulina,female,"Former Deputy in the State Duma. Originator and co-sponsor of recent legislative proposals in Russia that would have allowed regions of other countries to join Russia without their central authorities’ prior agreement.; Former Member of the Federation Council from the Omsk region.; On 22 February 2022, Mizulina supported, in the Federation Council, the ratification of the government decisions of the ‘Treaty of Friendship, Cooperation and Mutual Assistance between the Russian Federation and the Donetsk People’s Republic’ and the ‘Treaty of Friendship, Cooperation and Mutual Assistance between the Russian Federation and the Luhansk People’s Republic’.; On 22 February 2022, Mizulina supported, in the Federation Council, the deployment of Russian forces in Ukraine.; On 4 October 2022, Mizulina supported, in the Federation Council, the legislation to annex the Donetsk, Luhansk, Kherson and Zaporizhzhia regions of Ukraine.",1,0,0,0,21-03-2014,02014R0269-20250316,COUNCIL_REGULATION_EU_269_2014_of_17_March_2014,http://data.europa.eu/eli/reg/2014/269/2025-03-16,unknown,Ukraine,EU,
188,elena borisovna shumilova,female,"Member of the Federation Council who ratified the government decisions on the ‘Treaty of Friendship, Cooperation and Mutual Assistance between the Russian Federation and the Donetsk People’s Republic and between the Russian Federation and the Luhansk People’s Republic’.",1,0,0,0,09-03-2022,02014R0269-20250316,COUNCIL_REGULATION_EU_269_2014_of_17_March_2014,http://data.europa.eu/eli/reg/2014/269/2025-03-16,unknown,Ukraine,EU,
189,elena evgenyevna farakhova,female,"Member of the so-called ‘People’s Council’ of the so-called ‘Luhansk People’s Republic’. Has therefore supported and implemented actions and policies which undermine the territorial integrity, sovereignty and independence of Ukraine, and further destabilised Ukraine.",1,0,0,0,08-04-2022,02014R0269-20250316,COUNCIL_REGULATION_EU_269_2014_of_17_March_2014,http://data.europa.eu/eli/reg/2014/269/2025-03-16,unknown,Ukraine,EU,
190,elena grigoryevna drapeko,female,"Elena Drapeko is a member of the State Duma who on 3 October 2022 voted in favour of the illegal annexation of the regions of Donetsk, Luhansk, Kherson and Zaporizhzhia, and their incorporation into the Russian Federation as federal subjects. Therefore, she has supported and implemented actions and policies, which undermine the territorial integrity, sovereignty and independence of Ukraine, and further destabilised Ukraine.",1,0,0,0,16-12-2022,02014R0269-20250316,COUNCIL_REGULATION_EU_269_2014_of_17_March_2014,http://data.europa.eu/eli/reg/2014/269/2025-03-16,Russian,Ukraine,EU,
191,elena igorevna milskaya,female,"Elena Milskaya is a Russian public figure and businessperson, closely linked to Russian authorities. Her main activity is related to enabling the forced deportation of Ukrainian children to Russia. She is CEO or founder of several non-governmental organisations which receive governmental financing. She publicly supports President of the Russian Federation Vladimir Putin and Russia’s policies violating the territorial integrity of Ukraine, including through organising projects in the territory of occupied Crimea. Moreover, she is connected with Putin’s business elites, as their companies receive significant governmental financing.; Therefore, Elena Milskaya is responsible for, actively supporting or implementing actions or policies which undermine or threaten the territorial integrity, sovereignty and independence of Ukraine. Moreover, she is materially supporting and benefitting from Russian decision-makers responsible for the annexation of Crimea or the destabilisation of Eastern Ukraine, and she is benefitting from the Government of the Russian Federation, which is responsible for the annexation of Crimea and the destabilisation of Ukraine.",1,1,0,0,24-06-2024,02014R0269-20250316,COUNCIL_REGULATION_EU_269_2014_of_17_March_2014,http://data.europa.eu/eli/reg/2014/269/2025-03-16,Russian,Ukraine,EU,
192,elena ivanovna rakhmukova,female,"Member of the so-called ‘People’s Council’ of the so-called ‘Luhansk People’s Republic’. Has therefore supported and implemented actions and policies which undermine the territorial integrity, sovereignty and independence of Ukraine, and further destabilised Ukraine.",1,0,0,0,08-04-2022,02014R0269-20250316,COUNCIL_REGULATION_EU_269_2014_of_17_March_2014,http://data.europa.eu/eli/reg/2014/269/2025-03-16,unknown,Ukraine,EU,
193,elena mikhailovna demidova,female,"Elena Demidova is the Head of the Yevpatoria City Administration. In this role, she has been responsible for the illegal deportation of Ukrainian children to Russia for their subsequent illegal adoption by Russian families. Her actions violate the rights of Ukrainian children and infringe Ukraine’s law and administrative order.; Therefore, Elena Demidova is supporting and implementing actions and policies which undermine and threaten the territorial integrity, sovereignty and independence of Ukraine.",1,0,0,0,23-02-2024,02014R0269-20250316,COUNCIL_REGULATION_EU_269_2014_of_17_March_2014,http://data.europa.eu/eli/reg/2014/269/2025-03-16,Ukrainian,Ukraine,EU,
194,elena moiseevna tsunaeva,female,"Member of the State Duma who voted in favour of the resolution No. 58243-8 ‘On the appeal of the State Duma of the Federal Assembly of the Russian Federation To the President of the Russian Federation V.V.Putin on the need to recognize the Donetsk People’s Republic and the Luhansk People’s Republic’ and therefore supported and implemented actions and policies which undermine the territorial integrity, sovereignty and independence of Ukraine, and further destabilised Ukraine.",1,0,0,0,23-02-2022,02014R0269-20250316,COUNCIL_REGULATION_EU_269_2014_of_17_March_2014,http://data.europa.eu/eli/reg/2014/269/2025-03-16,unknown,Ukraine,EU,
195,elena nikolaevna kostenko,female,"So-called ‘Deputy Chair of the Government’ of the so-called ‘Luhansk People's Republic’. In taking on and acting in this capacity, she has actively undermined the territorial integrity, sovereignty and independence of Ukraine.",1,0,0,0,08-04-2022,02014R0269-20250316,COUNCIL_REGULATION_EU_269_2014_of_17_March_2014,http://data.europa.eu/eli/reg/2014/269/2025-03-16,unknown,Ukraine,EU,
196,elena nikolaevna shishkina,female,"Member of the so-called ‘People’s Council’ of the so-called ‘Donetsk People’s Republic’. Has therefore supported and implemented actions and policies which undermine the territorial integrity, sovereignty and independence of Ukraine, and further destabilised Ukraine.",1,0,0,0,08-04-2022,02014R0269-20250316,COUNCIL_REGULATION_EU_269_2014_of_17_March_2014,http://data.europa.eu/eli/reg/2014/269/2025-03-16,unknown,Ukraine,EU,
197,elena petrovna timchenko,female,"Elena Timchenko is the wife of Gennady Timchenko, a long-time acquaintance of the President of the Russian Federation, Vladimir Putin, and one of his confidants.; She manages, together with her husband, the real estate company Sci Ruth and has acquired real estate jointly with him, which demonstrates important property ties between them.; Furthermore, she co-founded with her husband the Neva Foundation. Elena Timchenko plays an important role and is closely associated with her husband in the Timchenko Foundation that carries out some of its activities in connection with the Volga Group investment group, of which Gennady Timchenko is founder and shareholder and that contributes significantly to the economy of Russia and its development.; Elena Timchenko is therefore associated with Gennady Timchenko, who is designated under Council Decision 2014/145/CFSP on the grounds, inter alia, that he is responsible for supporting actions and policies which undermine the territorial integrity, sovereignty and independence of Ukraine and for providing financial and material support, and benefitting from Russian decision-makers responsible for the annexation of Crimea and the destabilisation of Ukraine.",1,1,1,1,08-04-2022,02014R0269-20250316,COUNCIL_REGULATION_EU_269_2014_of_17_March_2014,http://data.europa.eu/eli/reg/2014/269/2025-03-16,"Russian, Finnish",Ukraine,EU,
198,elena sergeevna ivanova,female,"Elena Ivanova is a senior executive at the Russian military-industrial-complex company JSC Central Research Institute of Materials Named After D.I. Mendeleev that oversees the research and development of military technologies and owns several production facilities that play an important role in deploying such technologies, in particular in combat operations on the territory of Ukraine. Elena Ivanova has personally worked on and led projects that improved various pieces of military equipment including fighter jet SU-57, tank T-14, main tank armament 2A46M and self-propelled artillery 2S35.; Therefore, Elena Ivanova is supporting actions which undermine and threaten the territorial integrity, sovereignty and independence of Ukraine. Furthermore, in her role she is supporting materially and benefitting from the Government of the Russian Federation, which is responsible for the annexation of Crimea and the destabilisation of Ukraine.",1,1,0,0,23-02-2024,02014R0269-20250316,COUNCIL_REGULATION_EU_269_2014_of_17_March_2014,http://data.europa.eu/eli/reg/2014/269/2025-03-16,Russian,Ukraine,EU,
199,elena valerievna kravchenko elena valeryevna kravchenko,female,"So-called ‘Chairperson’ of the so-called ‘Central Electoral Commission’ of the so-called ‘Luhansk People’s Republic’. In this capacity, she participated in the organisation of the so-called ‘elections’ of 11 November 2018 and 8 to 10 September 2023 in the so-called ‘Luhansk People’s Republic’, and thereby actively supported actions and implemented policies that undermine the territorial integrity, sovereignty and independence of Ukraine, and further destabilise Ukraine.; She actively participated in organising the illegal referendum of September 2022 in the occupied regions of Ukraine to become part of the Russian Federation, with voting sites also established by her commission in the so-called ‘Luhansk People’s Republic’.; Remains active in supporting separatist actions and policies.",1,0,0,0,10-12-2018,02014R0269-20250316,COUNCIL_REGULATION_EU_269_2014_of_17_March_2014,http://data.europa.eu/eli/reg/2014/269/2025-03-16,unknown,Ukraine,EU,
200,elena vladimirovna pisareva,female,"Member of the Federation Council who ratified the government decisions on the ‘Treaty of Friendship, Cooperation and Mutual Assistance between the Russian Federation and the Donetsk People’s Republic and between the Russian Federation and the Luhansk People’s Republic’.",1,0,0,0,09-03-2022,02014R0269-20250316,COUNCIL_REGULATION_EU_269_2014_of_17_March_2014,http://data.europa.eu/eli/reg/2014/269/2025-03-16,unknown,Ukraine,EU,
201,elena vladimirovna shmeleva,female,"Elena Shmeleva is the Co-Chairman of the Central Headquarters of the All-Russia People’s Front. Under her leadership, the People’s Front provides support for Russia’s war against Ukraine, including through the social campaign ‘All for Victory!’, including collecting physical and financial donations to support the military units of the so-called ‘Donetsk People’s Republic’ and ‘Luhansk People’s Republic’.; She is also the Head of the educational fund ‘Talent and Success’, and Chairman of the Sirius Federal Territory Council. In this latter role, she is responsible for discussions with the authorities of the so-called ‘Donetsk People’s Republic’ regarding opening Russian educational centres in the Donetsk region.; She is therefore responsible for supporting and implementing actions and policies which undermine and threaten the territorial integrity, sovereignty and independence of Ukraine.",1,0,0,0,25-02-2023,02014R0269-20250316,COUNCIL_REGULATION_EU_269_2014_of_17_March_2014,http://data.europa.eu/eli/reg/2014/269/2025-03-16,Russian,Ukraine,EU,
202,eleonora mikhailovna fedorenko,female,"Eleonora Fedorenko is the Advisor on Childrens’ Rights to the head of the so-called ‘Donetsk People’s Republic’. In this role, she is involved in the illegal transportation of Ukrainian children to Russia and their adoption by Russian families. Eleonora Fedorenko's actions violate the rights of Ukrainian children and infringe Ukrainian law and administrative order, she is therefore responsible for, supporting and implementing actions and policies which undermine the sovereignty and independence of Ukraine and stability and security in Ukraine.",1,0,0,0,16-12-2022,02014R0269-20250316,COUNCIL_REGULATION_EU_269_2014_of_17_March_2014,http://data.europa.eu/eli/reg/2014/269/2025-03-16,Russian,Ukraine,EU,
203,elizaveta dmitrievna peskova,female,"Elizaveta Peskova is the daughter of Dmitry Peskov, press secretary of the President of the Russian Federation, Vladimir Putin, who has been listed under Decision 2014/145/CFSP.; Elizaveta Peskova is the Vice-President of the Foundation for the Development of Russian-French Historical Initiatives and the founder of a communication firm. She has acquired these lucrative positions and has been living a luxurious lifestyle thanks to her father’s connections.; She is therefore associated with a listed person who has actively supported actions or policies which undermine or threaten the territorial integrity, sovereignty and independence of Ukraine, as well as stability and security in Ukraine.",0,1,1,1,03-06-2022,02014R0269-20250316,COUNCIL_REGULATION_EU_269_2014_of_17_March_2014,http://data.europa.eu/eli/reg/2014/269/2025-03-16,Russian,Ukraine,EU,
204,ella aleksandrovna pamfilova,female,"Chairperson of the Central Election Commission (CEC) of the Russian Federation. The CEC is responsible for organising the illegal referenda in the occupied regions of Ukraine. In this role, Ella Aleksandrovna Pamfilova is responsible for, supporting and implementing actions and policies which undermine or threaten the territorial integrity, sovereignty and independence of Ukraine.",1,0,0,0,06-10-2022,02014R0269-20250316,COUNCIL_REGULATION_EU_269_2014_of_17_March_2014,http://data.europa.eu/eli/reg/2014/269/2025-03-16,Russian,Ukraine,EU,
205,elmira abdulbarievna haimurzyna,female,"Elmira Haimurzyna has served as a member of the Central Election Committee of the Russian Federation (CEC) since 2021. During her tenure, the CEC has been responsible for organising illegal referenda in 2022, as well as illegal elections in September 2023, in occupied parts of Ukraine, thus attempting to legitimise the Russian war of aggression of those parts. In this role, Elmira Haimurzyna is supporting and implementing actions and policies which undermine and threaten the territorial integrity, sovereignty and independence of Ukraine.",1,0,0,0,18-12-2023,02014R0269-20250316,COUNCIL_REGULATION_EU_269_2014_of_17_March_2014,http://data.europa.eu/eli/reg/2014/269/2025-03-16,Russian,Ukraine,EU,
206,elvira rinatovna aitkulova,female,"Member of the State Duma who voted in favour of the resolution No. 58243-8 ‘On the appeal of the State Duma of the Federal Assembly of the Russian Federation To the President of the Russian Federation V.V.Putin on the need to recognize the Donetsk People’s Republic and the Luhansk People’s Republic’ and therefore supported and implemented actions and policies which undermine the territorial integrity, sovereignty and independence of Ukraine, and further destabilised Ukraine.",1,0,0,0,23-02-2022,02014R0269-20250316,COUNCIL_REGULATION_EU_269_2014_of_17_March_2014,http://data.europa.eu/eli/reg/2014/269/2025-03-16,unknown,Ukraine,EU,
207,elvira yunusovna obukhova,female,"Captain Elvira Obukhova is a member of the Missile Pre-Planning unit at the Main Computing Centre of the General Staff (GVC) of Russia’s Armed Forces General Staff. In this role, she is a key figure in Russia’s missile strikes on Ukraine, including on civilian targets, throughout April to October 2022, killing over 30 people and wounding more than 100 in October 2022 alone. Captain Elvira Obukhova is thus a natural person responsible for, supporting or implementing actions or policies which undermine or threaten the territorial integrity, sovereignty and independence of Ukraine.",1,0,0,0,16-12-2022,02014R0269-20250316,COUNCIL_REGULATION_EU_269_2014_of_17_March_2014,http://data.europa.eu/eli/reg/2014/269/2025-03-16,Russian,Ukraine,EU,
208,galina alexandrovna khulapova,female,"Galina Khulapova is a judge of the Kyiv District Court of the city of Simferopol, Crimea. She has been appointed by the President of the Russian Federation Vladimir Putin. She systematically prosecutes Ukrainian citizens for political reasons, abusing anti-extremism and anti-terrorism legislation. She has repeatedly arrested Crimean Tatars on charges of belonging to organisations banned in Russia that are not banned in Ukraine. Khulapova fined journalist Rolan Osmanov for his professional activities, as well as participants in spontaneous gatherings of Crimean Tatars protesting repression by Russian security services. Those whom she arrested and sentenced were repeatedly recognised as political prisoners.; Therefore, Galina Khulapova is supporting and implementing actions and policies which undermine and threaten the territorial integrity, sovereignty and independence of Ukraine.",1,0,0,0,23-02-2024,02014R0269-20250316,COUNCIL_REGULATION_EU_269_2014_of_17_March_2014,http://data.europa.eu/eli/reg/2014/269/2025-03-16,"Russian, Ukrainian",Ukraine,EU,
209,galina anatolyevna katyushenko,female,"Galina Katyushenko has served as the Chair of the Election Committee of the Zaporizhzhia region since March 2023. During her tenure, the Committee has been responsible for organising illegal elections in the occupied Zaporizhzhia Region in September 2023, thus attempting to legitimise the Russian war of aggression of that area. In this role, Galina Katyushenko is supporting and implementing actions and policies which undermine and threaten the territorial integrity, sovereignty and independence of Ukraine.",1,0,0,0,18-12-2023,02014R0269-20250316,COUNCIL_REGULATION_EU_269_2014_of_17_March_2014,http://data.europa.eu/eli/reg/2014/269/2025-03-16,"Belarusian, Russian",Ukraine,EU,
210,galina anatolyevna pyatykh,female,"Galina Pyatykh is the Advisor of the Governor of Belgorod Region and the Commissioner for Children’s Rights in Belgorod Region. In this role, she is one of the most involved persons in the illegal deportation of Ukrainian children to Russia and their adoption by Russian families. Galina Pyatykh’s actions violate the rights of Ukrainian children and infringe Ukraine’s law and administrative order.; Therefore, Galina Pyatykh is responsible for supporting and implementing actions and policies which undermine and threaten the territorial integrity, sovereignty and independence of Ukraine.",1,0,0,0,23-06-2023,02014R0269-20250316,COUNCIL_REGULATION_EU_269_2014_of_17_March_2014,http://data.europa.eu/eli/reg/2014/269/2025-03-16,Russian,Ukraine,EU,
211,galina evgenyevna pumpyanskaya,female,"Galina Pumpyanskaya is the spouse of Dmitry Pumpyansky, a leading Russian businessperson and President of the Sverdlovsk regional Union of Industrialists and Entrepreneurs (SOSPP).; Her husband is also a former member of the Council of Chamber of Commerce and Industry (CCI) of the Russian Federation, a former Vice-President of the Bureau of the Board of the Russian Union of Industrialists and Entrepreneurs (RSPP), and the Co-Chairman of the RSPP Committee on Industrial Policy and Technical Regulation. He is also former Chairman of the Board of Directors of PJSC Pipe Metallurgical Company, and former President and board member of Group Sinara. Both companies support and benefit from cooperation with authorities of the Russian Federation and State-owned enterprises, including Russian railways, Gazprom and Rosneft.; Galina Pumpyanskaya is therefore an immediate family member benefitting from her husband Dmitry Pumpyansky.",0,1,1,1,09-03-2022,02014R0269-20250316,COUNCIL_REGULATION_EU_269_2014_of_17_March_2014,http://data.europa.eu/eli/reg/2014/269/2025-03-16,Russian,Ukraine,EU,
212,galina innokentievna danchikova,female,"Member of the State Duma who voted in favour of the resolution No. 58243-8 ‘On the appeal of the State Duma of the Federal Assembly of the Russian Federation To the President of the Russian Federation V.V.Putin on the need to recognize the Donetsk People’s Republic and the Luhansk People’s Republic’ and therefore supported and implemented actions and policies which undermine the territorial integrity, sovereignty and independence of Ukraine, and further destabilised Ukraine.",1,0,0,0,23-02-2022,02014R0269-20250316,COUNCIL_REGULATION_EU_269_2014_of_17_March_2014,http://data.europa.eu/eli/reg/2014/269/2025-03-16,unknown,Ukraine,EU,
213,galina nikolayevna karelova,female,"Member of the Federation Council who ratified the government decisions on the ‘Treaty of Friendship, Cooperation and Mutual Assistance between the Russian Federation and the Donetsk People’s Republic and between the Russian Federation and the Luhansk People’s Republic’.",1,0,0,0,09-03-2022,02014R0269-20250316,COUNCIL_REGULATION_EU_269_2014_of_17_March_2014,http://data.europa.eu/eli/reg/2014/269/2025-03-16,unknown,Ukraine,EU,
214,galina nikolayevna solodun,female,"Member of the Federation Council who ratified the government decisions on the ‘Treaty of Friendship, Cooperation and Mutual Assistance between the Russian Federation and the Donetsk People’s Republic and between the Russian Federation and the Luhansk People’s Republic’.",1,0,0,0,09-03-2022,02014R0269-20250316,COUNCIL_REGULATION_EU_269_2014_of_17_March_2014,http://data.europa.eu/eli/reg/2014/269/2025-03-16,unknown,Ukraine,EU,
215,galina petrovna khovanskaya,female,"Member of the State Duma who voted in favour of the resolution No. 58243-8 ‘On the appeal of the State Duma of the Federal Assembly of the Russian Federation To the President of the Russian Federation V.V.Putin on the need to recognize the Donetsk People’s Republic and the Luhansk People’s Republic’ and therefore supported and implemented actions and policies which undermine the territorial integrity, sovereignty and independence of Ukraine, and further destabilised Ukraine.",1,0,0,0,23-02-2022,02014R0269-20250316,COUNCIL_REGULATION_EU_269_2014_of_17_March_2014,http://data.europa.eu/eli/reg/2014/269/2025-03-16,unknown,Ukraine,EU,
216,galina viktorivna danilchenko,female,"Galina Danilchenko is the acting mayor of the city of Melitopol.; On 4 March 2022, the legitimate mayor of Melitopol was abducted by Russian forces and she was appointed to replace him. Moreover, she has made several statements in support of Russia’s presence in her city and called on the population not to resist the occupier.; In this capacity, she has therefore provided support for and promoted policies that undermine the territorial integrity, sovereignty and independence of Ukraine.",1,0,0,0,03-06-2022,02014R0269-20250316,COUNCIL_REGULATION_EU_269_2014_of_17_March_2014,http://data.europa.eu/eli/reg/2014/269/2025-03-16,Ukraine,Ukraine,EU,
217,galina vladimirovna redko,female,"Judge of the Supreme Court of the Republic of Crimea.; She took multiple biased decisions in politically motivated cases against opponents of the illegal annexation of Crimea and Sevastopol. She thereby actively supported actions and implemented policies, which undermine or threaten the territorial integrity, sovereignty and independence of Ukraine.",1,0,0,0,11-10-2021,02014R0269-20250316,COUNCIL_REGULATION_EU_269_2014_of_17_March_2014,http://data.europa.eu/eli/reg/2014/269/2025-03-16,"Ukrainian, Russian (the Union does not recognise passports issued by the Russian Federation in Crimea)",Ukraine,EU,
218,gulbakhor ismailova,female,"Gulbakhor Ismailova is a sister of Alisher Usmanov, a leading businessperson listed under Decision 2014/145/CFSP. Investigations by the German Federal Criminal Police Office (Bundeskriminalamt) revealed that Alisher Usmanov indirectly transferred assets to his sister Gulbakhor Ismailova. In particular, the owner of the yacht ‘Dilbar’ is Navis Marine Ltd. (Cayman Islands), whose shareholder is Almenor Holdings Ltd. (Cyprus). All shares in that holding company are held by Pomerol Capital SA (Switzerland) in trust for the benefit of ‘The Sisters Trust’. Since 2017, Alisher Usmanov has no longer been a shareholder of this trust company, leaving his sister, Gulbakhor Ismailova, as the only beneficial owner of the yacht ‘Dilbar’.; She has also been linked to luxury real estate in Italy and Latvia that can be linked to her brother Alisher Usmanov. She relies on a network of shell companies to hide the wealth of her brother. She is therefore an immediate family member benefitting from her brother Alisher Usmanov.",0,1,1,1,08-04-2022,02014R0269-20250316,COUNCIL_REGULATION_EU_269_2014_of_17_March_2014,http://data.europa.eu/eli/reg/2014/269/2025-03-16,Russian,Ukraine,EU,
219,hanna serhiyivna turobova,female,"Hanna Turobova is a Prosecutor of the Crimea Prosecutor’s Office. In her position, she prosecuted before the Crimean Supreme Court three Jehovah’s Witnesses who were oppressed for their religious beliefs. She also filed charges against the journalist and human rights activist Irina Danilovich, for denouncing policies and actions taken by the Russian Federation in the illegally annexed Crimea and Sevastopol.; Hanna Turobova is therefore supporting and implementing actions and policies which undermine and threaten the territorial integrity, sovereignty and independence of Ukraine.",1,0,0,0,24-06-2024,02014R0269-20250316,COUNCIL_REGULATION_EU_269_2014_of_17_March_2014,http://data.europa.eu/eli/reg/2014/269/2025-03-16,Russian,Ukraine,EU,
220,inna gennadyevna varlamova,female,"Inna Varlamova is the wife of Sergei Mironov, who is a member of the Russian State Duma and the leader of the ‘Just Russia – For Truth’ party faction in the Duma. Together with her husband, Varlamova adopted a child who was kidnapped from an orphanage in Kherson, a Ukrainian city which fell under Russian illegal occupation. Varlamova personally travelled to the Kherson region and illegally transported two children to the Russian Federation. For one of the children, the last name was changed to Mironova and her place of birth was changed to Podolsk, Russian Federation, instead of Kherson, Ukraine. The Russian Federation is involved in the illegal transportation of Ukrainian children to Russiaand their adoption by Russian families. Those actions violate the rights of Ukrainian children and infringe Ukrainian law and administrative order. Therefore, Inna Varlamova is responsible for actions which undermine and threaten the territorial integrity, sovereignty and independence of Ukraine.; Inna Varlamova is also associated with her husband, Sergei Mikhailovich Mironov.",1,0,1,1,23-02-2024,02014R0269-20250316,COUNCIL_REGULATION_EU_269_2014_of_17_March_2014,http://data.europa.eu/eli/reg/2014/269/2025-03-16,Russian,Ukraine,EU,
221,inna nikolayevna guzeyeva,female,"Deputy Chair of the Crimea Electoral Commission. In this capacity, she participated in the organisation of the Russian presidential elections of 18 March 2018, regional and local elections of 8 September 2019, and State Duma election in September 2021 in the illegally annexed Crimea and Sevastopol, and thereby actively supported and implemented policies that undermine the territorial integrity, sovereignty and independence of Ukraine.",1,0,0,0,14-05-2018,02014R0269-20250316,COUNCIL_REGULATION_EU_269_2014_of_17_March_2014,http://data.europa.eu/eli/reg/2014/269/2025-03-16,unknown,Ukraine,EU,
222,inna volodymyrovna shvenk,female,"Inna Shvenk is the Commissioner for Children’s Rights in the so-called Luhansk People’s Republic. In this role, she is one of the most involved persons in the illegal deportation of Ukrainian children to Russia and their adoption by Russian families. Inna Shvenk’s actions violate the rights of Ukrainian children and infringe Ukraine’s law and administrative order.; Therefore, Inna Shvenk is supporting and implementing actions and policies which undermine and threaten the territorial integrity, sovereignty and independence of Ukraine.",1,0,0,0,23-02-2024,02014R0269-20250316,COUNCIL_REGULATION_EU_269_2014_of_17_March_2014,http://data.europa.eu/eli/reg/2014/269/2025-03-16,Ukrainian,Ukraine,EU,
223,inna yuryevna svyatenko,female,"Member of the Federation Council who ratified the government decisions on the ‘Treaty of Friendship, Cooperation and Mutual Assistance between the Russian Federation and the Donetsk People’s Republic and between the Russian Federation and the Luhansk People’s Republic’.",1,0,0,0,09-03-2022,02014R0269-20250316,COUNCIL_REGULATION_EU_269_2014_of_17_March_2014,http://data.europa.eu/eli/reg/2014/269/2025-03-16,unknown,Ukraine,EU,
224,irina aleksandrovna cherkasova,female,"Irina Cherkasova is the Commissioner for Children’s Rights in the Rostov Region. In this role, she is one of the most involved persons in the illegal deportation of Ukrainian children to Russia and their adoption by Russian families. Irina Cherkasova’s actions violate the rights of Ukrainian children and infringe Ukraine’s law and administrative order.; Therefore, Irina Cherkasova is responsible for supporting and implementing actions and policies which undermine and threaten the territorial integrity, sovereignty and independence of Ukraine.",1,0,0,0,23-06-2023,02014R0269-20250316,COUNCIL_REGULATION_EU_269_2014_of_17_March_2014,http://data.europa.eu/eli/reg/2014/269/2025-03-16,Russian,Ukraine,EU,
225,irina aleksandrovna pankina,female,"Member of the State Duma who voted in favour of the resolution No. 58243-8 ‘On the appeal of the State Duma of the Federal Assembly of the Russian Federation To the President of the Russian Federation V.V.Putin on the need to recognize the Donetsk People’s Republic and the Luhansk People’s Republic’ and therefore supported and implemented actions and policies which undermine the territorial integrity, sovereignty and independence of Ukraine, and further destabilised Ukraine.",1,0,0,0,23-02-2022,02014R0269-20250316,COUNCIL_REGULATION_EU_269_2014_of_17_March_2014,http://data.europa.eu/eli/reg/2014/269/2025-03-16,unknown,Ukraine,EU,
226,irina alexandrovna petina,female,"Former member of the Federation Council of the Russian Federation that ratified the government decisions on the ‘Treaty of Friendship, Cooperation and Mutual Assistance between the Russian Federation and the Donetsk People’s Republic and between the Russian Federation and the Luhansk People’s Republic’.",1,0,0,0,09-03-2022,02014R0269-20250316,COUNCIL_REGULATION_EU_269_2014_of_17_March_2014,http://data.europa.eu/eli/reg/2014/269/2025-03-16,unknown,Ukraine,EU,
