Name,Gender,Reason,Activity_based,Profit_based,Family_member_sanctions,Dates,Doc_title,Doc_number,Doc_url,Case_Study,Nationality
Ramil Rakhmatulovich IBATULLIN,male,"Colonel Ramil Rakhmatulovich Ibatullin served in the Russian occupation troops in the Donbas region (2014-2017) and took part in Russia’s illegal invasion of Ukraine as commander of the 90th guards tank division.; In March 2022, the division under his command took part in the offensive towards Chernihiv and Kyiv. During the offensive, members of his division committed acts of sexual and gender-based violence against the Ukrainian civilian population.; After these facts became public, the Russian Ministry of Defense promoted Ibatullin to the rank of colonel.; The Ukrainian authorities have charged several members of the 90th guards tank division with allegations of sexual and gender-based violence, including the rape of a pregnant woman near Kyiv, the murder of a civilian after repeatedly raping his wife in the presence of a young child, as well as the participation of members of this division in gang rapes.; The scale and severity of acts of sexual and gender-based violence taking place in Russian-occupied areas of Ukraine speak to ‘planning on a more systematic level’ and Russian commanders being aware of sexual violence by military personnel in Ukraine and, in some cases, having ‘encouraged or even ordered it’.; Ibatullin is therefore responsible for serious human rights violations in Ukraine, including systematic sexual and gender-based violence.",,,,07-03-2023,COUNCIL_REGULATION_EU_2020_1998_7_December_2020,02020R1998-20241204,http://data.europa.eu/eli/reg/2020/1998/2024-12-04,Human_rights,Russian
Gatluak Nyang HOTH,male,"Gatluak Nyang Hoth was the county commissioner for Mayiandit county (Unity State, South Sudan) from February 2021 until June 2024.; In this position, he commanded government-aligned militias to carry out attacks in southern Unity State, between February and May 2022. During this period, troops under his command made widespread and systematic use of sexual violence as a war tactic and instrumentalised it as a reward and entitlement for men participating in the conflict.; In his capacity as county commissioner, Gatluak Nyang Hoth is therefore responsible for serious human rights violations in South Sudan, including systematic and widespread sexual and gender-based violence.",,,,07-03-2023,COUNCIL_REGULATION_EU_2020_1998_7_December_2020,02020R1998-20241204,http://data.europa.eu/eli/reg/2020/1998/2024-12-04,Human_rights,South Sudanese
Gordon Koang BIEL,male,"Gordon Koang Biel has been the county commissioner for Koch county (Unity State, South Sudan) since February 2021.; In this position, he commanded government-aligned militias to carry out attacks in southern Unity State, between February and May 2022. During this period, troops under his command made widespread and systematic use of sexual violence as a war tactic and instrumentalised it as a reward and entitlement for men participating in the conflict.; In his capacity as county commissioner, Biel is therefore responsible for serious human rights violations in South Sudan, including systematic and widespread sexual and gender-based violence.",,,,07-03-2023,COUNCIL_REGULATION_EU_2020_1998_7_December_2020,02020R1998-20241204,http://data.europa.eu/eli/reg/2020/1998/2024-12-04,Human_rights,South Sudanese
Toe UI,male,"Major-General Toe Ui was appointed Deputy Minister of Home Affairs on 3 February 2023. He is the former second in command of the Office of the Chief of Military Security Affairs (OCMSA). The OCMSA is responsible for the management of detention and interrogation centres in Myanmar/Burma and is also tasked with intelligence gathering.; OCMSA staff under Ui’s authority use forced nudity, rape, electric shock, burning of genitalia and excessive violence during the arbitrary detention and interrogation of men, women and members of the LGBTIQ community.; In his capacity as second in command of the OCMSA, Major-General Toe Ui is responsible for serious human rights violations in Myanmar/Burma, including arbitrary detentions and torture, as well as for systematic and widespread sexual and gender-based violence.",,,,07-03-2023,COUNCIL_REGULATION_EU_2020_1998_7_December_2020,02020R1998-20241204,http://data.europa.eu/eli/reg/2020/1998/2024-12-04,Human_rights,Myanmar/Burma
Oleg Mikhailovich SVIRIDENKO,male,"As Deputy Minister of Justice of the Russian Federation, Oleg Sviridenko directly oversees the Department of Legislation and Law Enforcement in the Sphere of Non-Commercial Organizations as well as the Department of National Interest Protection from External Influence, which are responsible for enforcing the ‘foreign agents’ legislation, including authority to decide on designations in the ‘Foreign Agents List’.; The ‘foreign agents’ legislation has been at the centre of a wave of repressive laws cracking down on independent civil society, media as well as dissenting individuals, violating their freedom of opinion and expression. As a result, hundreds of NGOs and individuals, many prominent figures of Russian civil society and the Kremlin’s political opponents, including Vladimir Kara-Murza, have been included in the Foreign Agents List falling directly under Sviridenko’s responsibility within the Ministry of Justice of the Russian Federation.; Therefore, Sviridenko is responsible for serious human rights violations in Russia, including violations of freedom of opinion and expression.",,,,05-06-2023,COUNCIL_REGULATION_EU_2020_1998_7_December_2020,02020R1998-20241204,http://data.europa.eu/eli/reg/2020/1998/2024-12-04,Human_rights,Russian
Andrei Andreevich ZADACHIN,male,"In his position as Investigator of the Major Investigative Unit at the Investigative Committee of the Russian Federation, Andrei Zadachin issued a politically motivated criminal accusation against Vladimir Kara-Murza. Andrei Zadachin also asked the court that Vladimir Kara-Murza be detained and provided supporting testimony in court.; Vladimir Kara-Murza is a prominent opposition activist in Russia. Politically motivated court proceedings based on false allegations started against him in 2022 after he accused the Kremlin of committing war crimes in Ukraine and publicly condemned Russian aggression. In April 2023, he was sentenced to 25 years in a high-security prison/labour camp. The court proceedings against him targeted his activism and served as a show trial in Russia to suppress voices critical of the ruling regime in voicing opposition to the war of aggression against Ukraine. The Russian regime is using the judiciary of the country as a widespread tool in numerous serious human rights violations. The justice system is not independent and is used to systematically and severely violate the human rights of individuals opposed to the ruling regime, by violating their freedom of opinion and expression.; Therefore, Andrei Zadachin is responsible for serious human rights violations in Russia, including violations of freedom of opinion and expression.",,,,05-06-2023,COUNCIL_REGULATION_EU_2020_1998_7_December_2020,02020R1998-20241204,http://data.europa.eu/eli/reg/2020/1998/2024-12-04,Human_rights,Russian
Danila Yurievich MIKHEEV,male,"Mikheev serves as an ‘expert witness’ for the Russian government in politically motivated court cases. He acted as an expert in the politically motivated court proceedings against Vladimir Kara-Murza.; Kara-Murza is a prominent opposition activist in Russia. Politically motivated court proceedings based on false allegations started against him in 2022 after he accused the Kremlin of committing war crimes in Ukraine and publicly condemned Russian aggression. In April 2023, he was sentenced to 25 years in high-security prison/labour camp. The court proceedings against him targeted his activism and served as a show trial in Russia to suppress voices critical of the ruling regime in voicing opposition to the war of aggression against Ukraine. The Russian regime is using the judiciary of the country as a widespread tool in numerous serious human rights violations. The justice system is not independent and is used to systematically and severely violate the human rights of individuals opposed to the ruling regime, by violating their freedom of opinion and expression.; Therefore, through his activities, he is responsible for supporting the serious human rights violations in Russia, including violations of freedom of opinion and expression.",,,,05-06-2023,COUNCIL_REGULATION_EU_2020_1998_7_December_2020,02020R1998-20241204,http://data.europa.eu/eli/reg/2020/1998/2024-12-04,Human_rights,Russian
Denis Vladimirovich KOLESNIKOV,male,"In his position as Head of the Investigative Department at the Investigative Committee of the Russian Federation, Kolesnikov gave authorisation to issue a politically motivated criminal accusation against Vladimir Kara-Murza.; Kara-Murza is a prominent opposition activist in Russia. Politically motivated court proceedings based on false allegations started against him in 2022 after he accused the Kremlin of committing war crimes in Ukraine and publicly condemned Russian aggression. In April 2023, he was sentenced to 25 years in a high-security prison/labour camp. The court proceedings against him targeted his activism and served as a show trial in Russia to suppress voices critical of the ruling regime in voicing opposition to the war of aggression against Ukraine. The Russian regime is using the judiciary of the country as a widespread tool in numerous serious human rights violations. The justice system is not independent and is used to systematically and severely violate the human rights of individuals opposed to the ruling regime, by violating their freedom of opinion and expression.; Therefore, in his position, he is responsible for serious human rights violations in Russia, including violations of freedom of opinion and expression.",,,,05-06-2023,COUNCIL_REGULATION_EU_2020_1998_7_December_2020,02020R1998-20241204,http://data.europa.eu/eli/reg/2020/1998/2024-12-04,Human_rights,Russian
Diana Igorevna MISHCHENKO,female,"In her position as Judge of the Khamovniki District Court of Moscow, Diana Mishchenko is involved in the politically motivated court case against Vladimir Kara-Murza. She issued a sentence to approve the administrative arrest of Vladimir Kara-Murza for 15 days.; Vladimir Kara-Murza is a prominent opposition activist in Russia. Politically motivated court proceedings based on false allegations started against him in 2022 after he accused the Kremlin of committing war crimes in Ukraine and publicly condemned Russian aggression. In April 2023, he was sentenced to 25 years in a high-security prison/labour camp. The court proceedings against him targeted his activism and served as a show trial in Russia to suppress voices critical of the ruling regime in voicing opposition to the war of aggression against Ukraine. The Russian regime is using the judiciary of the country as a widespread tool in numerous serious human rights violations. The justice system is not independent and is used to systematically and severely violate the human rights of individuals opposed to the ruling regime, by violating their freedom of opinion and expression.; Therefore, Diana Mishchenko is responsible for serious human rights violations in Russia, including violations of freedom of opinion and expression.",,,,05-06-2023,COUNCIL_REGULATION_EU_2020_1998_7_December_2020,02020R1998-20241204,http://data.europa.eu/eli/reg/2020/1998/2024-12-04,Human_rights,Russian
Elena Anatolievna LENSKAYA,female,"In her position as Judge of the Basmaniy District Court of Moscow, Lenskaya is involved in the politically motivated court case against Vladimir Kara-Murza. She issued the ruling to approve the arrest of Kara-Murza for two months.; Kara-Murza is a prominent opposition activist in Russia. Politically motivated court proceedings based on false allegations started against him in 2022 after he accused the Kremlin of committing war crimes in Ukraine and publicly condemned Russian aggression. In April 2023, he was sentenced to 25 years in a high-security prison/labour camp. The court proceedings against him targeted his activism and served as a show trial in Russia to suppress voices critical of the ruling regime in voicing opposition to the war of aggression against Ukraine. The Russian regime is using the judiciary of the country as a widespread tool in numerous serious human rights violations. The justice system is not independent and is used to systematically and severely violate the human rights of individuals opposed to the ruling regime, by violating their freedom of opinion and expression.; Therefore, she is responsible for serious human rights violations in Russia, including violations of freedom of opinion and expression.",,,,05-06-2023,COUNCIL_REGULATION_EU_2020_1998_7_December_2020,02020R1998-20241204,http://data.europa.eu/eli/reg/2020/1998/2024-12-04,Human_rights,Russian
Ilya Pavlovich KOZLOV,male,"In his position as Judge of the Moscow City Court, Kozlov is involved in the politically motivated court case against Vladimir Kara-Murza. He denied the appeal request of Kara-Murza on his administrative arrest.; Kara-Murza is a prominent opposition activist in Russia. Politically motivated court proceedings based on false allegations started against him in 2022 after he accused the Kremlin of committing war crimes in Ukraine and publicly condemned Russian aggression. In April 2023, he was sentenced to 25 years in a high-security prison/labour camp. The court proceedings against him targeted his activism and served as a show trial in Russia to suppress voices critical of the ruling regime in voicing opposition to the war of aggression against Ukraine. The Russian regime is using the judiciary of the country as a widespread tool in numerous serious human rights violations. The justice system is not independent and is used to systematically and severely violate the human rights of individuals opposed to the ruling regime, by violating their freedom of opinion and expression.; Therefore, he is responsible for serious human rights violations in Russia, including violations of freedom of opinion and expression.",,,,05-06-2023,COUNCIL_REGULATION_EU_2020_1998_7_December_2020,02020R1998-20241204,http://data.europa.eu/eli/reg/2020/1998/2024-12-04,Human_rights,Russian
Sergei Gennadievich PODOPRIGOROV,male,"In his position as Judge of the Moscow City Court, Sergei Podoprigorov is involved in the politically motivated court case against Vladimir Kara-Murza. He chaired the collegium of Judges at the Moscow City Court who on 17 April 2023 sentenced opposition activist Vladimir Kara-Murza to 25 years in high-security prison/labour camp.; Vladimir Kara-Murza is a prominent opposition activist in Russia. Politically motivated court proceedings based on false allegations started against him in 2022 after he accused the Kremlin of committing war crimes in Ukraine and publicly condemned Russian aggression. In April 2023, he was sentenced to 25 years in a high-security prison/labour camp. The court proceedings against him targeted his activism and served as a show trial in Russia to suppress voices critical of the ruling regime in voicing opposition to the war of aggression against Ukraine. The Russian regime is using the judiciary of the country as a widespread tool in numerous serious human rights violations. The justice system is not independent and is used to systematically and severely violate the human rights of individuals opposed to the ruling regime, by violating their freedom of opinion and expression.; Previously, Sergei Podoprigorov, as a Judge at Moscow’s Tverskoi district court, made two rulings in relation to Sergei Magnitsky, who exposed corruption and misconduct by Russian government officials, and was later persecuted and died in Russian prison.; Therefore, Sergei Podoprigorov is responsible for serious human rights violations in Russia, including violations of freedom of opinion and expression.",,,,05-06-2023,COUNCIL_REGULATION_EU_2020_1998_7_December_2020,02020R1998-20241204,http://data.europa.eu/eli/reg/2020/1998/2024-12-04,Human_rights,Russian
Dmitriy Viktorovich KOMNOV,male,"Komnov is a senior officer of the Russian penitentiary system. He is Head of Moscow pre-trial detention center SIZO-5 ‘Vodnik’, where Vladimir Kara-Murza is being held.; Kara-Murza is a prominent opposition activist in Russia. Politically motivated court proceedings based on false allegations started against him in 2022 after he accused the Kremlin of committing war crimes in Ukraine and publicly condemned Russian aggression. In April 2023, he was sentenced to 25 years in a high-security prison/labour camp. The court proceedings against him targeted his activism and served as a show trial in Russia to suppress voices critical of the ruling regime in voicing opposition to the war of aggression against Ukraine. The Russian regime is using the judiciary of the country as a widespread tool in numerous serious human rights violations. The justice system is not independent and is used to systematically and severely violate the human rights of individuals opposed to the ruling regime, by violating their freedom of opinion and expression.; The health condition of Kara-Murza has considerably deteriorated since his detention began in April 2022. Komnov is responsible for the degrading treatment of Kara-Murza as he was sent to a punishment cell in spite of a severe nerve disorder caused by two earlier poisonings.; The ill treatment of Kara-Murza in the pre-trial detention center managed by Komnov confirms the pattern of established practice of inhumane treatment of detained opponents of the regime. He was the warden of ‘Butyrka’ pre-trial detention center at a time when unbearable conditions led to the death of anti-corruption activist Sergei Magnitsky.; Therefore, Komnov is responsible for serious human rights violations in Russia, including degrading treatment and violations of freedom of opinion and expression.",,,,05-06-2023,COUNCIL_REGULATION_EU_2020_1998_7_December_2020,02020R1998-20241204,http://data.europa.eu/eli/reg/2020/1998/2024-12-04,Human_rights,Russian
Oleg Anatolyevich BARANOV,male,"Oleg Baranov is the Head of the Main Directorate of Internal Affairs of the City of Moscow. In this capacity, he oversees police forces, criminal investigators, detention facilities, the Center for Combating Extremism and other law enforcement units in Moscow.; The Main Directorate of Internal Affairs of the City of Moscow under his command monitored and arbitrarily detained independent journalists and opposition activists who participated in peaceful protests in support of Alexei Navalny, against corruption of the government of Russia and in opposition to Russia’s invasion of Ukraine. It also tracked down and detained draftees seeking to evade mobilisation for Russia’s war of aggression against Ukraine. To these ends, it employed the facial recognition system in Moscow as a tool of repression.; Therefore, Oleg Baranov is responsible for serious human rights violations in Russia, including arbitrary arrests or detentions, and violations or abuses of freedom of peaceful assembly and of association.",,,,20-07-2023,COUNCIL_REGULATION_EU_2020_1998_7_December_2020,02020R1998-20241204,http://data.europa.eu/eli/reg/2020/1998/2024-12-04,Human_rights,Russian
Eduard Anatolyevich LYSENKO,male,"Eduard Lysenko is a Minister in the Government of Moscow and the Head of the Department of Information Technologies of the City of Moscow.; The Department of Information Technologies of the City of Moscow develops and uses the facial recognition system in Moscow. It transmits data from the facial recognition system to the law enforcement units of the Main Directorate of Internal Affairs of the City of Moscow.; The Main Directorate of Internal Affairs of the City of Moscow employed the facial recognition system in Moscow as a tool of repression, notably to monitor and arbitrarily detain independent journalists and opposition activists who participated in peaceful protests in support of Alexei Navalny, against corruption of the government of Russia and in opposition to Russia’s invasion of Ukraine. The facial recognition system was also used by the Main Directorate of Internal Affairs of the City of Moscow to track down and detain draftees seeking to evade mobilisation for Russia’s war of aggression against Ukraine.; Therefore, Eduard Lysenko is responsible for serious human rights violations in Russia, including arbitrary arrests or detentions, and violations or abuses of freedom of peaceful assembly and of association.",,,,20-07-2023,COUNCIL_REGULATION_EU_2020_1998_7_December_2020,02020R1998-20241204,http://data.europa.eu/eli/reg/2020/1998/2024-12-04,Human_rights,Russian
Natalia Alekseevna SERGUNINA,female,"Natalia Sergunina is a Deputy Mayor of Moscow. The Department of Information Technologies of the City of Moscow, which falls under her competence, develops and uses the facial recognition system in Moscow. It transmits data from the facial recognition system to the law enforcement units of the Main Directorate of Internal Affairs of the City of Moscow.; The Main Directorate of Internal Affairs of the City of Moscow employed the facial recognition system in Moscow as a tool of repression, notably to monitor and arbitrarily detain independent journalists and opposition activists who participated in peaceful protests in support of Alexei Navalny, against corruption of the government of Russia and in opposition to Russia’s invasion of Ukraine. The facial recognition system was also used by the Main Directorate of Internal Affairs of the City of Moscow to track down and detain draftees seeking to evade mobilisation for Russia’s war of aggression against Ukraine.; Therefore, Natalia Sergunina is responsible for serious human rights violations in Russia, including arbitrary arrests or detentions, and violations or abuses of freedom of peaceful assembly and of association.",,,,20-07-2023,COUNCIL_REGULATION_EU_2020_1998_7_December_2020,02020R1998-20241204,http://data.europa.eu/eli/reg/2020/1998/2024-12-04,Human_rights,Russian
Dmitry Yurievich NOZHKIN,unknown,"Dmitry Nozhkin is the head of the penal colony IK-6 in Melekhovo, Vladimir Region, where the Russian political opposition leader Alexei Navalny has been held since his sentencing in March 2022.; Navalny was subjected to several cycles of solitary confinement in a punishment cell for over 100 days since August 2022, contributing to a sharp deterioration of his health. The methods employed by the colony’s management (inter alia using ultra-bright LED lights) amount to cruel, inhuman and degrading punishment in the IK-6 penal colony, for which Dmitry Nozhkin bears immediate responsibility as head of the facility.; Therefore, Dmitry Nozhkin is responsible for serious human rights violations in Russia, including torture and other cruel, inhuman or degrading treatment or punishment, arbitrary arrests or detentions, and violations or abuses of freedom of opinion and expression.",,,,20-07-2023,COUNCIL_REGULATION_EU_2020_1998_7_December_2020,02020R1998-20241204,http://data.europa.eu/eli/reg/2020/1998/2024-12-04,Human_rights,unknown
Yuri Alexandrovich FOMIN,unknown,"Yuri Fomin is a deputy head of the penal colony IK-6 in Melekhovo, Vladimir Region, where the Russian political opposition leader Alexei Navalny has been held since his sentencing in March 2022.; Navalny was subjected to several cycles of solitary confinement in a punishment cell for over 100 days since August 2022, contributing to a sharp deterioration of his health. The methods employed by the colony’s management (inter alia using ultra-bright LED lights) amount to cruel, inhuman and degrading punishment in the IK-6 penal colony, for which Yuri Fomin bears immediate responsibility as deputy head of the facility.; Therefore, Yuri Fomin is responsible for serious human rights violations in Russia, including torture and other cruel, inhuman or degrading treatment or punishment, arbitrary arrests or detentions, and violations or abuses of freedom of opinion and expression.",,,,20-07-2023,COUNCIL_REGULATION_EU_2020_1998_7_December_2020,02020R1998-20241204,http://data.europa.eu/eli/reg/2020/1998/2024-12-04,Human_rights,unknown
Danila Andreevich SINYUKHIN,unknown,"Danila Sinyukhin is a deputy head of the penal colony IK-6 in Melekhovo, Vladimir Region, where the Russian political opposition leader Alexei Navalny has been held since his sentencing in March 2022.; Navalny was subjected to several cycles of solitary confinement in a punishment cell for over 100 days since August 2022, contributing to a sharp deterioration of his health. The methods employed by the colony’s management (inter alia using ultra-bright LED lights) amount to cruel, inhuman and degrading punishment in the IK-6 penal colony, for which Danila Sinyukhin bears immediate responsibility as deputy head of the facility.; Therefore, Danila Sinyukhin is responsible for serious human rights violations in Russia, including torture and other cruel, inhuman or degrading treatment or punishment, arbitrary arrests or detentions, and violations or abuses of freedom of opinion and expression.",,,,20-07-2023,COUNCIL_REGULATION_EU_2020_1998_7_December_2020,02020R1998-20241204,http://data.europa.eu/eli/reg/2020/1998/2024-12-04,Human_rights,unknown
Anatoly Alekseevich GORSHKOV,unknown,"Anatoly Gorshkov is a deputy head of the penal colony IK-6 in Melekhovo, Vladimir Region, where the Russian political opposition leader Alexei Navalny has been held since his sentencing in March 2022.; Navalny was subjected to several cycles of solitary confinement in a punishment cell for over 100 days since August 2022, contributing to a sharp deterioration of his health. The methods employed by the colony’s management (inter alia using ultra-bright LED lights) amount to cruel, inhuman and degrading punishment in the IK-6 penal colony, for which Anatoly Gorshkov bears immediate responsibility as deputy head of the facility.; Therefore, Anatoly Gorshkov is responsible for serious human rights violations in Russia, including torture and other cruel, inhuman or degrading treatment or punishment, arbitrary arrests or detentions, and violations or abuses of freedom of opinion and expression.",,,,20-07-2023,COUNCIL_REGULATION_EU_2020_1998_7_December_2020,02020R1998-20241204,http://data.europa.eu/eli/reg/2020/1998/2024-12-04,Human_rights,unknown
Dmitry Ivanovich MAKORIN,unknown,"Dmitry Makorin is a deputy head of the penal colony IK-6 in Melekhovo, Vladimir Region, where the Russian political opposition leader Alexei Navalny has been held since his sentencing in March 2022.; Navalny was subjected to several cycles of solitary confinement in a punishment cell for over 100 days since August 2022, contributing to a sharp deterioration of his health. The methods employed by the colony’s management (inter alia using ultra-bright LED lights) amount to cruel, inhuman and degrading punishment in the IK-6 penal colony, for which Dmitry Makorin bears immediate responsibility as deputy head of the facility.; Therefore, Dmitry Makorin is responsible for serious human rights violations in Russia, including torture and other cruel, inhuman or degrading treatment or punishment, arbitrary arrests or detentions, and violations or abuses of freedom of opinion and expression.",,,,20-07-2023,COUNCIL_REGULATION_EU_2020_1998_7_December_2020,02020R1998-20241204,http://data.europa.eu/eli/reg/2020/1998/2024-12-04,Human_rights,unknown
Mikhail Alekseevich NEIMOVICH,unknown,"Mikhail Neimovich is a lieutenant of the Federal Penitentiary Service of Russia at the penal colony IK-6 in Melekhovo, Vladimir Region, where the Russian political opposition leader Alexei Navalny has been held since his sentencing in March 2022.; Navalny was subjected to several cycles of solitary confinement in a punishment cell for over 100 days since August 2022, contributing to a sharp deterioration of his health. The methods employed by the colony’s management (inter alia using ultra-bright LED lights) amount to cruel, inhuman and degrading punishment in the IK-6 penal colony, for which Mikhail Neimovich bears immediate responsibility.; Therefore, Mikhail Neimovich is responsible for serious human rights violations in Russia, including torture and other cruel, inhuman or degrading treatment or punishment, arbitrary arrests or detentions, and violations or abuses of freedom of opinion and expression.",,,,20-07-2023,COUNCIL_REGULATION_EU_2020_1998_7_December_2020,02020R1998-20241204,http://data.europa.eu/eli/reg/2020/1998/2024-12-04,Human_rights,unknown
Alexey Ivanovich GIRICHEV,unknown,"Alexey Girichev is the deputy Head of the Russian Federal Penitentiary Service (FSIN), which has held the Russian political opposition leader Alexei Navalny prisoner since his sentencing in March 2022.; Navalny was subjected to several cycles of solitary confinement in a punishment cell for over 100 days since August 2022, contributing to a sharp deterioration of his health. The methods employed by the colony’s management (inter alia using ultra-bright LED lights) amount to cruel, inhuman and degrading punishment in the IK-6 penal colony, for which Alexey Girichev bears direct responsibility as deputy head of the FSIN.; Therefore, Alexey Girichev is responsible for serious human rights violations in Russia, including torture and other cruel, inhuman or degrading treatment or punishment, and arbitrary arrests or detentions.",,,,20-07-2023,COUNCIL_REGULATION_EU_2020_1998_7_December_2020,02020R1998-20241204,http://data.europa.eu/eli/reg/2020/1998/2024-12-04,Human_rights,unknown
Arkady Alexandrovich GOSTEV,unknown,"Arkady Gostev is the Director of the Russian Federal Penitentiary Service (FSIN), which has held the Russian political opposition leader Alexei Navalny prisoner since his sentencing in March 2022.; Navalny was subjected to several cycles of solitary confinement in a punishment cell for over 100 days since August 2022, contributing to a sharp deterioration of his health. The methods employed by the colony’s management (inter alia using ultra-bright LED lights) amount to cruel, inhuman and degrading punishment in the IK-6 penal colony, for which Arkady Gostev bears direct responsibility as Director of the FSIN.; Therefore, Arkady Gostev is responsible for serious human rights violations in Russia, including torture and other cruel, inhuman or degrading treatment or punishment, and arbitrary arrests or detentions.",,,,20-07-2023,COUNCIL_REGULATION_EU_2020_1998_7_December_2020,02020R1998-20241204,http://data.europa.eu/eli/reg/2020/1998/2024-12-04,Human_rights,unknown
Alexander Alexandrovich,unknown,"Alexander Samofal is an officer of the Federal Security Service of the Russian Federation (FSB). In that capacity, he was personally involved in an FSB operation to assassinate the leading Russian opposition figure Wladimir Kara-Murza through the use of a neurotoxin. The near-fatal poisoning severely damaged Kara-Murza’s health, negatively impacting his long-term physical condition.; Kara-Murza is a prominent opposition activist in Russia. Politically motivated court proceedings based on false allegations were opened against him in 2022 after he accused the Kremlin of committing war crimes in Ukraine and after he publicly condemned Russian aggression. In April 2023, he was sentenced to 25 years in a high-security prison/labour camp. The court proceedings against him targeted his activism and served as a show trial in Russia to suppress voices critical of the ruling regime in voicing opposition to the war of aggression against Ukraine.; Therefore, Alexander Samofal is responsible for serious human rights violations, including torture and other cruel, inhuman or degrading treatment or punishment.",,,,20-07-2023,COUNCIL_REGULATION_EU_2020_1998_7_December_2020,02020R1998-20241204,http://data.europa.eu/eli/reg/2020/1998/2024-12-04,Human_rights,unknown
Habibullah AGHA,male,"Habibullah Agha was appointed acting Taliban Minister of Education in September 2022. In this capacity, Habibullah Agha has implemented the Taliban policy of denying girls access to secondary education by extending the ban on female students participating in secondary education beyond the sixth grade.; Moreover, Habibullah Agha has personally aggravated existing gender-discriminating policies of the Taliban by ordering the closure of private and NGO-run education centres that had previously served as a place of education for girls. Therefore, he bears personal responsibility for human rights violations in Afghanistan, in particular the imposition of systematic gender-based repression in the education sector. He is personally responsible for the continued violation of Afghan girls’ fundamental right to secondary education and the right to equal treatment between boys and girls in the field of secondary education, thereby further excluding girls from society.; In his capacity as acting Taliban Minister of Education, he is therefore responsible for serious human rights violations in Afghanistan, in particular the violation of girls’ and women’s right to education and the right to equal treatment between men and women.",,,,20-07-2023,COUNCIL_REGULATION_EU_2020_1998_7_December_2020,02020R1998-20241204,http://data.europa.eu/eli/reg/2020/1998/2024-12-04,Human_rights,Afghan
Abdul Hakim HAQQANI,male,"Abdul Hakim Haqqani is the current acting Taliban Chief Justice of the Supreme Court of Afghanistan, appointed by the Taliban leadership in 2021. In this capacity, he has effectively used the legal system to implement gender-based repression against women by excluding female judges from the Afghan court system and systematically restricting women’s access to justice, thereby violating the principle of equal treatment between men and women.; Beyond his role as acting Taliban Chief Justice, Abdul Hakim Haqqani functions as an ideological leader within the Taliban. Through his personal access to Taliban leader Haibatullah Akhundzada, he has exercised political influence in order to shape the Taliban’s ideology with regard to gender repression, in particular by issuing guidance for the systematic exclusion of women and girls from public life in Afghanistan.; In his capacity as acting Taliban Chief Justice of the Supreme Court of Afghanistan, he is therefore responsible for serious human rights violations in Afghanistan, in particular the violation of women’s right to access to justice and the right to equal treatment between men and women.",,,,20-07-2023,COUNCIL_REGULATION_EU_2020_1998_7_December_2020,02020R1998-20241204,http://data.europa.eu/eli/reg/2020/1998/2024-12-04,Human_rights,Afghan
Abdul-Hakim SHAREI,male,"Following the Taliban’s seizure of power in Afghanistan, Abdul-Hakim Sharei, in his capacity as acting Taliban Minister of Justice, has initiated a concerted effort to turn the national justice system against Afghan women. He has effectively obstructed the licensing of female lawyers and women’s ability to receive legal representation, and removed women from positions within the justice system. His instruction to review the entire legal framework of Afghanistan has also ended the application of the Law on the Elimination of Violence against Women.; These policies constitute a concerted effort to employ the denial of justice as an effective tool to foster a system of gender-based repression by exposing women and girls to a state of lawlessness and impunity, for which Abdul-Hakim Sharei is directly and personally responsible.; In his capacity as acting Taliban Minister of Justice, he is therefore responsible for serious human rights violations in Afghanistan, in particular the violation of women’s right to access to justice and the right to equal treatment between men and women.",,,,20-07-2023,COUNCIL_REGULATION_EU_2020_1998_7_December_2020,02020R1998-20241204,http://data.europa.eu/eli/reg/2020/1998/2024-12-04,Human_rights,Afghan
James Mark NANDO,male,"James Nando is a senior officer in the South Sudan People’s Defence Forces (SSPDF), holding the rank of Major General. He commands forces in the South Sudan state of Western Equatoria that committed widespread attacks against the civilian population. His forces systematically employed sexual and gender-based violence as a means to terrorise the population.; In his capacity as Major General, he is therefore responsible for serious human rights violations in South Sudan, including sexual and gender-based violence.",,,,20-07-2023,COUNCIL_REGULATION_EU_2020_1998_7_December_2020,02020R1998-20241204,http://data.europa.eu/eli/reg/2020/1998/2024-12-04,Human_rights,South Sudanese
Mahamat SALLEH Adoum Kette,male,"In his capacity as a leading figure in the Popular Front for the Rebirth of Central African Republic (FPRC), Mahamat Salleh has commanded forces in the Central African Republic that have carried out widespread attacks against the civilian population. For years, Salleh and the forces under his command have repeatedly committed crimes related to sexual and gender-based violence on a massive scale as a means to terrorise the civilian population.; In his capacity as General in the FPRC, he is therefore responsible for serious human rights violations in the Central African Republic, including sexual and gender-based violence.",,,,20-07-2023,COUNCIL_REGULATION_EU_2020_1998_7_December_2020,02020R1998-20241204,http://data.europa.eu/eli/reg/2020/1998/2024-12-04,Human_rights,Central African Republic
